[2200, 1700]
[paragraph, [242.0, 253.0, 1089.0, 36.0], shoonya_0s7BQWVDVX83NQ, 5651627]
[paragraph, [242.0, 289.0, 1089.0, 36.0], shoonya_0s7BQWVDVX83NQ, 5651627]
[paragraph, [242.0, 325.0, 1089.0, 36.0], shoonya_0s7BQWVDVX83NQ, 5651627]
[paragraph, [242.0, 361.0, 1089.0, 36.0], shoonya_0s7BQWVDVX83NQ, 5651627]
[paragraph, [242.0, 397.0, 1089.0, 36.0], shoonya_0s7BQWVDVX83NQ, 5651627]
[paragraph, [242.0, 433.0, 1089.0, 36.0], shoonya_0s7BQWVDVX83NQ, 5651627]
[paragraph, [242.0, 469.0, 1089.0, 36.0], shoonya_0s7BQWVDVX83NQ, 5651627]
[paragraph, [242.0, 505.0, 1089.0, 36.0], shoonya_0s7BQWVDVX83NQ, 5651627]
[paragraph, [242.0, 541.0, 1089.0, 36.0], shoonya_0s7BQWVDVX83NQ, 5651627]
[paragraph, [242.0, 577.0, 1089.0, 36.0], shoonya_0s7BQWVDVX83NQ, 5651627]
[paragraph, [242.0, 613.0, 1089.0, 36.0], shoonya_0s7BQWVDVX83NQ, 5651627]
[paragraph, [242.0, 649.0, 1089.0, 36.0], shoonya_0s7BQWVDVX83NQ, 5651627]
[paragraph, [242.0, 685.0, 1089.0, 36.0], shoonya_0s7BQWVDVX83NQ, 5651627]
[paragraph, [242.0, 721.0, 1089.0, 36.0], shoonya_0s7BQWVDVX83NQ, 5651627]
[paragraph, [242.0, 757.0, 1089.0, 36.0], shoonya_0s7BQWVDVX83NQ, 5651627]
[paragraph, [208.0, 821.0, 1117.0, 36.0], ugmdUOuuAQ, 5651627]
[paragraph, [208.0, 857.0, 1117.0, 36.0], ugmdUOuuAQ, 5651627]
[paragraph, [208.0, 893.0, 1117.0, 36.0], ugmdUOuuAQ, 5651627]
[paragraph, [208.0, 929.0, 1117.0, 36.0], ugmdUOuuAQ, 5651627]
[paragraph, [208.0, 965.0, 1117.0, 36.0], ugmdUOuuAQ, 5651627]
[paragraph, [208.0, 1001.0, 1117.0, 36.0], ugmdUOuuAQ, 5651627]
[paragraph, [208.0, 1037.0, 1117.0, 36.0], ugmdUOuuAQ, 5651627]
[paragraph, [208.0, 1073.0, 1117.0, 36.0], ugmdUOuuAQ, 5651627]
[paragraph, [208.0, 1109.0, 1117.0, 36.0], ugmdUOuuAQ, 5651627]
[paragraph, [208.0, 1145.0, 1117.0, 36.0], ugmdUOuuAQ, 5651627]
[paragraph, [208.0, 1181.0, 1117.0, 36.0], ugmdUOuuAQ, 5651627]
[paragraph, [184.0, 1261.0, 1256.0, 36.0], nLsViZCbzx, 5651627]
[paragraph, [184.0, 1297.0, 1256.0, 36.0], nLsViZCbzx, 5651627]
[paragraph, [184.0, 1333.0, 1256.0, 36.0], nLsViZCbzx, 5651627]
[paragraph, [112.0, 1386.0, 1356.0, 36.0], -XB9wZo_L_, 5651627]
[paragraph, [230.0, 1450.0, 1096.0, 36.0], 2lTY210guj, 5651627]
[paragraph, [230.0, 1486.0, 1096.0, 36.0], 2lTY210guj, 5651627]
[paragraph, [230.0, 1522.0, 1096.0, 36.0], 2lTY210guj, 5651627]
[paragraph, [230.0, 1558.0, 1096.0, 36.0], 2lTY210guj, 5651627]
[paragraph, [230.0, 1594.0, 1096.0, 36.0], 2lTY210guj, 5651627]
[paragraph, [230.0, 1630.0, 1096.0, 36.0], 2lTY210guj, 5651627]
[paragraph, [230.0, 1666.0, 1096.0, 36.0], 2lTY210guj, 5651627]
[paragraph, [230.0, 1702.0, 1096.0, 36.0], 2lTY210guj, 5651627]
[paragraph, [230.0, 1738.0, 1096.0, 36.0], 2lTY210guj, 5651627]
[paragraph, [230.0, 1774.0, 1096.0, 36.0], 2lTY210guj, 5651627]
[paragraph, [230.0, 1810.0, 1096.0, 36.0], 2lTY210guj, 5651627]
[paragraph, [230.0, 1846.0, 1096.0, 36.0], 2lTY210guj, 5651627]
[folio, [369.0, 1904.0, 133.0, 36.0], pRvp784ZQS, 5651627]
[folio, [369.0, 1940.0, 133.0, 36.0], pRvp784ZQS, 5651627]
