[5478, 3644]
[folio, [255.0, 387.0, 847.0, 52.5], vEteXT6V1Q, 5709848]
[folio, [255.0, 439.5, 847.0, 52.5], vEteXT6V1Q, 5709848]
[paragraph, [224.0, 580.0, 2753.0, 52.5], shoonya_0sBV5KKCDKDBT0, 5709848]
[paragraph, [224.0, 632.5, 2753.0, 52.5], shoonya_0sBV5KKCDKDBT0, 5709848]
[paragraph, [224.0, 685.0, 2753.0, 52.5], shoonya_0sBV5KKCDKDBT0, 5709848]
[paragraph, [224.0, 737.5, 2753.0, 52.5], shoonya_0sBV5KKCDKDBT0, 5709848]
[paragraph, [224.0, 790.0, 2753.0, 52.5], shoonya_0sBV5KKCDKDBT0, 5709848]
[paragraph, [224.0, 842.5, 2753.0, 52.5], shoonya_0sBV5KKCDKDBT0, 5709848]
[paragraph, [224.0, 895.0, 2753.0, 52.5], shoonya_0sBV5KKCDKDBT0, 5709848]
[paragraph, [224.0, 947.5, 2753.0, 52.5], shoonya_0sBV5KKCDKDBT0, 5709848]
[paragraph, [224.0, 1000.0, 2753.0, 52.5], shoonya_0sBV5KKCDKDBT0, 5709848]
[paragraph, [224.0, 1052.5, 2753.0, 52.5], shoonya_0sBV5KKCDKDBT0, 5709848]
[paragraph, [224.0, 1105.0, 2753.0, 52.5], shoonya_0sBV5KKCDKDBT0, 5709848]
[paragraph, [224.0, 1157.5, 2753.0, 52.5], shoonya_0sBV5KKCDKDBT0, 5709848]
[paragraph, [224.0, 1210.0, 2753.0, 52.5], shoonya_0sBV5KKCDKDBT0, 5709848]
[paragraph, [224.0, 1262.5, 2753.0, 52.5], shoonya_0sBV5KKCDKDBT0, 5709848]
[paragraph, [224.0, 1315.0, 2753.0, 52.5], shoonya_0sBV5KKCDKDBT0, 5709848]
[paragraph, [224.0, 1367.5, 2753.0, 52.5], shoonya_0sBV5KKCDKDBT0, 5709848]
[paragraph, [224.0, 1420.0, 2753.0, 52.5], shoonya_0sBV5KKCDKDBT0, 5709848]
[paragraph, [224.0, 1472.5, 2753.0, 52.5], shoonya_0sBV5KKCDKDBT0, 5709848]
[paragraph, [224.0, 1525.0, 2753.0, 52.5], shoonya_0sBV5KKCDKDBT0, 5709848]
[paragraph, [224.0, 1577.5, 2753.0, 52.5], shoonya_0sBV5KKCDKDBT0, 5709848]
[paragraph, [224.0, 1630.0, 2753.0, 52.5], shoonya_0sBV5KKCDKDBT0, 5709848]
[paragraph, [224.0, 1682.5, 2753.0, 52.5], shoonya_0sBV5KKCDKDBT0, 5709848]
[paragraph, [224.0, 1735.0, 2753.0, 52.5], shoonya_0sBV5KKCDKDBT0, 5709848]
[paragraph, [224.0, 1787.5, 2753.0, 52.5], shoonya_0sBV5KKCDKDBT0, 5709848]
[paragraph, [224.0, 1840.0, 2753.0, 52.5], shoonya_0sBV5KKCDKDBT0, 5709848]
[paragraph, [225.0, 1915.0, 2760.0, 52.5], shoonya_1sCIDEHCKRIH48, 5709848]
[paragraph, [225.0, 1967.5, 2760.0, 52.5], shoonya_1sCIDEHCKRIH48, 5709848]
[paragraph, [225.0, 2020.0, 2760.0, 52.5], shoonya_1sCIDEHCKRIH48, 5709848]
[paragraph, [225.0, 2072.5, 2760.0, 52.5], shoonya_1sCIDEHCKRIH48, 5709848]
[paragraph, [225.0, 2125.0, 2760.0, 52.5], shoonya_1sCIDEHCKRIH48, 5709848]
[paragraph, [225.0, 2177.5, 2760.0, 52.5], shoonya_1sCIDEHCKRIH48, 5709848]
[paragraph, [225.0, 2230.0, 2760.0, 52.5], shoonya_1sCIDEHCKRIH48, 5709848]
[paragraph, [211.0, 2308.0, 2726.0, 52.5], shoonya_2sPL70DN3I6Z3R, 5709848]
[paragraph, [211.0, 2360.5, 2726.0, 52.5], shoonya_2sPL70DN3I6Z3R, 5709848]
[paragraph, [211.0, 2413.0, 2726.0, 52.5], shoonya_2sPL70DN3I6Z3R, 5709848]
[paragraph, [211.0, 2465.5, 2726.0, 52.5], shoonya_2sPL70DN3I6Z3R, 5709848]
[paragraph, [211.0, 2518.0, 2726.0, 52.5], shoonya_2sPL70DN3I6Z3R, 5709848]
[paragraph, [211.0, 2570.5, 2726.0, 52.5], shoonya_2sPL70DN3I6Z3R, 5709848]
[paragraph, [211.0, 2623.0, 2726.0, 52.5], shoonya_2sPL70DN3I6Z3R, 5709848]
[paragraph, [211.0, 2675.5, 2726.0, 52.5], shoonya_2sPL70DN3I6Z3R, 5709848]
[paragraph, [211.0, 2728.0, 2726.0, 52.5], shoonya_2sPL70DN3I6Z3R, 5709848]
[paragraph, [211.0, 2780.5, 2726.0, 52.5], shoonya_2sPL70DN3I6Z3R, 5709848]
[paragraph, [211.0, 2833.0, 2726.0, 52.5], shoonya_2sPL70DN3I6Z3R, 5709848]
[paragraph, [211.0, 2885.5, 2726.0, 52.5], shoonya_2sPL70DN3I6Z3R, 5709848]
[paragraph, [211.0, 2938.0, 2726.0, 52.5], shoonya_2sPL70DN3I6Z3R, 5709848]
[paragraph, [211.0, 2990.5, 2726.0, 52.5], shoonya_2sPL70DN3I6Z3R, 5709848]
[paragraph, [232.0, 3101.0, 2732.0, 52.5], 0ixhYCZnxR, 5709848]
[paragraph, [232.0, 3153.5, 2732.0, 52.5], 0ixhYCZnxR, 5709848]
[paragraph, [232.0, 3206.0, 2732.0, 52.5], 0ixhYCZnxR, 5709848]
[paragraph, [232.0, 3258.5, 2732.0, 52.5], 0ixhYCZnxR, 5709848]
[paragraph, [236.0, 3360.0, 2714.0, 52.5], wtE8VeAEF7, 5709848]
[paragraph, [236.0, 3412.5, 2714.0, 52.5], wtE8VeAEF7, 5709848]
[paragraph, [236.0, 3465.0, 2714.0, 52.5], wtE8VeAEF7, 5709848]
[paragraph, [236.0, 3517.5, 2714.0, 52.5], wtE8VeAEF7, 5709848]
[paragraph, [236.0, 3570.0, 2714.0, 52.5], wtE8VeAEF7, 5709848]
[paragraph, [236.0, 3622.5, 2714.0, 52.5], wtE8VeAEF7, 5709848]
[paragraph, [236.0, 3675.0, 2714.0, 52.5], wtE8VeAEF7, 5709848]
[paragraph, [236.0, 3727.5, 2714.0, 52.5], wtE8VeAEF7, 5709848]
[paragraph, [236.0, 3780.0, 2714.0, 52.5], wtE8VeAEF7, 5709848]
[paragraph, [236.0, 3832.5, 2714.0, 52.5], wtE8VeAEF7, 5709848]
[paragraph, [236.0, 3885.0, 2714.0, 52.5], wtE8VeAEF7, 5709848]
[paragraph, [236.0, 3937.5, 2714.0, 52.5], wtE8VeAEF7, 5709848]
[paragraph, [236.0, 3990.0, 2714.0, 52.5], wtE8VeAEF7, 5709848]
[paragraph, [255.0, 4089.0, 2687.0, 52.5], g2DzTp6nCe, 5709848]
[paragraph, [255.0, 4141.5, 2687.0, 52.5], g2DzTp6nCe, 5709848]
[paragraph, [255.0, 4194.0, 2687.0, 52.5], g2DzTp6nCe, 5709848]
[quote, [487.0, 4243.0, 2323.0, 52.5], MeOPSgQad7, 5709848]
[quote, [487.0, 4295.5, 2323.0, 52.5], MeOPSgQad7, 5709848]
[paragraph, [250.0, 4262.0, 223.0, 52.5], I2AbcNhpCE, 5709848]
[paragraph, [250.0, 4314.5, 223.0, 52.5], I2AbcNhpCE, 5709848]
[quote, [259.0, 4385.0, 924.0, 52.5], vyb_2zqjls, 5709848]
[quote, [259.0, 4437.5, 924.0, 52.5], vyb_2zqjls, 5709848]
[paragraph, [255.0, 4521.0, 2619.0, 52.5], PESZ4MwUZT, 5709848]
[paragraph, [255.0, 4573.5, 2619.0, 52.5], PESZ4MwUZT, 5709848]
[quote, [460.0, 4644.0, 897.0, 52.5], n-3pgvbb9D, 5709848]
[quote, [460.0, 4696.5, 897.0, 52.5], n-3pgvbb9D, 5709848]
