[2334, 1650]
[paragraph, [274.0, 160.0, 1150.0, 36.0], shoonya_2sKCNPJV2FILJJ, 5651480]
[paragraph, [274.0, 196.0, 1150.0, 36.0], shoonya_2sKCNPJV2FILJJ, 5651480]
[paragraph, [274.0, 232.0, 1150.0, 36.0], shoonya_2sKCNPJV2FILJJ, 5651480]
[paragraph, [274.0, 268.0, 1150.0, 36.0], shoonya_2sKCNPJV2FILJJ, 5651480]
[paragraph, [274.0, 304.0, 1150.0, 36.0], shoonya_2sKCNPJV2FILJJ, 5651480]
[paragraph, [274.0, 340.0, 1150.0, 36.0], shoonya_2sKCNPJV2FILJJ, 5651480]
[paragraph, [273.0, 383.0, 1147.0, 36.0], shoonya_3sH4X7OY1FH6O8, 5651480]
[paragraph, [273.0, 419.0, 1147.0, 36.0], shoonya_3sH4X7OY1FH6O8, 5651480]
[paragraph, [273.0, 455.0, 1147.0, 36.0], shoonya_3sH4X7OY1FH6O8, 5651480]
[paragraph, [273.0, 491.0, 1147.0, 36.0], shoonya_3sH4X7OY1FH6O8, 5651480]
[paragraph, [273.0, 527.0, 1147.0, 36.0], shoonya_3sH4X7OY1FH6O8, 5651480]
[paragraph, [273.0, 563.0, 1147.0, 36.0], shoonya_3sH4X7OY1FH6O8, 5651480]
[paragraph, [273.0, 599.0, 1147.0, 36.0], shoonya_3sH4X7OY1FH6O8, 5651480]
[paragraph, [273.0, 635.0, 1147.0, 36.0], shoonya_3sH4X7OY1FH6O8, 5651480]
[paragraph, [273.0, 671.0, 1147.0, 36.0], shoonya_3sH4X7OY1FH6O8, 5651480]
[paragraph, [281.0, 726.0, 1144.0, 36.0], shoonya_0sLQS3GGAV695A, 5651480]
[paragraph, [281.0, 762.0, 1144.0, 36.0], shoonya_0sLQS3GGAV695A, 5651480]
[paragraph, [281.0, 798.0, 1144.0, 36.0], shoonya_0sLQS3GGAV695A, 5651480]
[paragraph, [281.0, 834.0, 1144.0, 36.0], shoonya_0sLQS3GGAV695A, 5651480]
[paragraph, [281.0, 870.0, 1144.0, 36.0], shoonya_0sLQS3GGAV695A, 5651480]
[paragraph, [281.0, 906.0, 1144.0, 36.0], shoonya_0sLQS3GGAV695A, 5651480]
[paragraph, [281.0, 942.0, 1144.0, 36.0], shoonya_0sLQS3GGAV695A, 5651480]
[paragraph, [281.0, 978.0, 1144.0, 36.0], shoonya_0sLQS3GGAV695A, 5651480]
[paragraph, [281.0, 1014.0, 1144.0, 36.0], shoonya_0sLQS3GGAV695A, 5651480]
[paragraph, [284.0, 1072.0, 1142.0, 36.0], shoonya_1s52ZQIL55J8N0, 5651480]
[paragraph, [284.0, 1108.0, 1142.0, 36.0], shoonya_1s52ZQIL55J8N0, 5651480]
[paragraph, [284.0, 1144.0, 1142.0, 36.0], shoonya_1s52ZQIL55J8N0, 5651480]
[paragraph, [284.0, 1180.0, 1142.0, 36.0], shoonya_1s52ZQIL55J8N0, 5651480]
[paragraph, [284.0, 1216.0, 1142.0, 36.0], shoonya_1s52ZQIL55J8N0, 5651480]
[paragraph, [284.0, 1252.0, 1142.0, 36.0], shoonya_1s52ZQIL55J8N0, 5651480]
[paragraph, [330.0, 1301.0, 671.0, 36.0], shoonya_7sL1BIR5JBNH8B, 5651480]
[paragraph, [286.0, 1358.0, 1139.0, 36.0], shoonya_4s0YVMVGWYMV1M, 5651480]
[paragraph, [286.0, 1394.0, 1139.0, 36.0], shoonya_4s0YVMVGWYMV1M, 5651480]
[paragraph, [286.0, 1430.0, 1139.0, 36.0], shoonya_4s0YVMVGWYMV1M, 5651480]
[paragraph, [286.0, 1466.0, 1139.0, 36.0], shoonya_4s0YVMVGWYMV1M, 5651480]
[paragraph, [286.0, 1525.0, 1138.0, 36.0], shoonya_6sO1YW7UU4MLV4, 5651480]
[paragraph, [286.0, 1561.0, 1138.0, 36.0], shoonya_6sO1YW7UU4MLV4, 5651480]
[paragraph, [286.0, 1597.0, 1138.0, 36.0], shoonya_6sO1YW7UU4MLV4, 5651480]
[paragraph, [286.0, 1633.0, 1138.0, 36.0], shoonya_6sO1YW7UU4MLV4, 5651480]
[paragraph, [282.0, 1696.0, 1149.0, 36.0], shoonya_5sII8FFZJMT2OC, 5651480]
[paragraph, [282.0, 1732.0, 1149.0, 36.0], shoonya_5sII8FFZJMT2OC, 5651480]
[paragraph, [282.0, 1768.0, 1149.0, 36.0], shoonya_5sII8FFZJMT2OC, 5651480]
[paragraph, [282.0, 1804.0, 1149.0, 36.0], shoonya_5sII8FFZJMT2OC, 5651480]
[paragraph, [282.0, 1840.0, 1149.0, 36.0], shoonya_5sII8FFZJMT2OC, 5651480]
[paragraph, [282.0, 1876.0, 1149.0, 36.0], shoonya_5sII8FFZJMT2OC, 5651480]
[paragraph, [281.0, 1923.0, 1147.0, 36.0], shoonya_8sBB7GL1ABK1ZB, 5651480]
[paragraph, [281.0, 1959.0, 1147.0, 36.0], shoonya_8sBB7GL1ABK1ZB, 5651480]
[paragraph, [281.0, 1995.0, 1147.0, 36.0], shoonya_8sBB7GL1ABK1ZB, 5651480]
[folio, [369.0, 2087.0, 365.0, 36.0], shoonya_9sIW9YXF4RJHBI, 5651480]
