[842, 595]
[section-title, [25.0, 24.0, 398.0, 30.0], cm4Fmfep0D, 5715354]
[section-title, [25.0, 54.0, 398.0, 30.0], cm4Fmfep0D, 5715354]
[section-title, [25.0, 84.0, 398.0, 30.0], cm4Fmfep0D, 5715354]
[unordered-list, [64.0, 153.0, 485.0, 18.0], shoonya_0sDEVXABCB9CII, 5715354]
[unordered-list, [64.0, 171.0, 485.0, 18.0], shoonya_0sDEVXABCB9CII, 5715354]
[unordered-list, [64.0, 189.0, 485.0, 18.0], shoonya_0sDEVXABCB9CII, 5715354]
[unordered-list, [64.0, 207.0, 485.0, 18.0], shoonya_0sDEVXABCB9CII, 5715354]
[unordered-list, [64.0, 225.0, 485.0, 18.0], shoonya_0sDEVXABCB9CII, 5715354]
[unordered-list, [64.0, 243.0, 485.0, 18.0], shoonya_0sDEVXABCB9CII, 5715354]
[unordered-list, [64.0, 261.0, 485.0, 18.0], shoonya_0sDEVXABCB9CII, 5715354]
[unordered-list, [64.0, 279.0, 485.0, 18.0], shoonya_0sDEVXABCB9CII, 5715354]
[unordered-list, [64.0, 297.0, 485.0, 18.0], shoonya_0sDEVXABCB9CII, 5715354]
[unordered-list, [64.0, 315.0, 485.0, 18.0], shoonya_0sDEVXABCB9CII, 5715354]
[unordered-list, [64.0, 333.0, 485.0, 18.0], shoonya_0sDEVXABCB9CII, 5715354]
[unordered-list, [64.0, 351.0, 485.0, 18.0], shoonya_0sDEVXABCB9CII, 5715354]
[unordered-list, [64.0, 369.0, 485.0, 18.0], shoonya_0sDEVXABCB9CII, 5715354]
[unordered-list, [64.0, 387.0, 485.0, 18.0], shoonya_0sDEVXABCB9CII, 5715354]
[unordered-list, [64.0, 405.0, 485.0, 18.0], shoonya_0sDEVXABCB9CII, 5715354]
[unordered-list, [64.0, 423.0, 485.0, 18.0], shoonya_0sDEVXABCB9CII, 5715354]
[unordered-list, [64.0, 441.0, 485.0, 18.0], shoonya_0sDEVXABCB9CII, 5715354]
[unordered-list, [64.0, 459.0, 485.0, 18.0], shoonya_0sDEVXABCB9CII, 5715354]
[unordered-list, [64.0, 477.0, 485.0, 18.0], shoonya_0sDEVXABCB9CII, 5715354]
[unordered-list, [64.0, 495.0, 485.0, 18.0], shoonya_0sDEVXABCB9CII, 5715354]
[unordered-list, [64.0, 513.0, 485.0, 18.0], shoonya_0sDEVXABCB9CII, 5715354]
[unordered-list, [64.0, 531.0, 485.0, 18.0], shoonya_0sDEVXABCB9CII, 5715354]
[unordered-list, [64.0, 549.0, 485.0, 18.0], shoonya_0sDEVXABCB9CII, 5715354]
[unordered-list, [64.0, 567.0, 485.0, 18.0], shoonya_0sDEVXABCB9CII, 5715354]
[unordered-list, [64.0, 585.0, 485.0, 18.0], shoonya_0sDEVXABCB9CII, 5715354]
[unordered-list, [64.0, 603.0, 485.0, 18.0], shoonya_0sDEVXABCB9CII, 5715354]
[unordered-list, [64.0, 621.0, 485.0, 18.0], shoonya_0sDEVXABCB9CII, 5715354]
[unordered-list, [64.0, 639.0, 485.0, 18.0], shoonya_0sDEVXABCB9CII, 5715354]
[unordered-list, [64.0, 657.0, 485.0, 18.0], shoonya_0sDEVXABCB9CII, 5715354]
[unordered-list, [64.0, 675.0, 485.0, 18.0], shoonya_0sDEVXABCB9CII, 5715354]
[unordered-list, [64.0, 693.0, 485.0, 18.0], shoonya_0sDEVXABCB9CII, 5715354]
[unordered-list, [64.0, 711.0, 485.0, 18.0], shoonya_0sDEVXABCB9CII, 5715354]
[folio, [20.0, 793.0, 148.0, 18.0], shoonya_9sPMN6A3OZTHXR, 5715354]
