[1359, 1004]
[section-title, [97.0, 90.0, 443.0, 30.0], cDgNUz6l-V, 5725697]
[ordered-list, [110.0, 156.0, 774.0, 18.0], shoonya_1s7YSTVC851HY4, 5725697]
[ordered-list, [110.0, 174.0, 774.0, 18.0], shoonya_1s7YSTVC851HY4, 5725697]
[ordered-list, [110.0, 192.0, 774.0, 18.0], shoonya_1s7YSTVC851HY4, 5725697]
[ordered-list, [110.0, 210.0, 774.0, 18.0], shoonya_1s7YSTVC851HY4, 5725697]
[ordered-list, [110.0, 228.0, 774.0, 18.0], shoonya_1s7YSTVC851HY4, 5725697]
[ordered-list, [110.0, 246.0, 774.0, 18.0], shoonya_1s7YSTVC851HY4, 5725697]
[ordered-list, [110.0, 264.0, 774.0, 18.0], shoonya_1s7YSTVC851HY4, 5725697]
[ordered-list, [110.0, 282.0, 774.0, 18.0], shoonya_1s7YSTVC851HY4, 5725697]
[ordered-list, [110.0, 300.0, 774.0, 18.0], shoonya_1s7YSTVC851HY4, 5725697]
[ordered-list, [110.0, 318.0, 774.0, 18.0], shoonya_1s7YSTVC851HY4, 5725697]
[ordered-list, [110.0, 336.0, 774.0, 18.0], shoonya_1s7YSTVC851HY4, 5725697]
[ordered-list, [110.0, 354.0, 774.0, 18.0], shoonya_1s7YSTVC851HY4, 5725697]
[ordered-list, [110.0, 372.0, 774.0, 18.0], shoonya_1s7YSTVC851HY4, 5725697]
[ordered-list, [110.0, 390.0, 774.0, 18.0], shoonya_1s7YSTVC851HY4, 5725697]
[ordered-list, [110.0, 408.0, 774.0, 18.0], shoonya_1s7YSTVC851HY4, 5725697]
[ordered-list, [110.0, 426.0, 774.0, 18.0], shoonya_1s7YSTVC851HY4, 5725697]
[ordered-list, [110.0, 444.0, 774.0, 18.0], shoonya_1s7YSTVC851HY4, 5725697]
[ordered-list, [110.0, 462.0, 774.0, 18.0], shoonya_1s7YSTVC851HY4, 5725697]
[ordered-list, [110.0, 480.0, 774.0, 18.0], shoonya_1s7YSTVC851HY4, 5725697]
[ordered-list, [110.0, 498.0, 774.0, 18.0], shoonya_1s7YSTVC851HY4, 5725697]
[ordered-list, [110.0, 516.0, 774.0, 18.0], shoonya_1s7YSTVC851HY4, 5725697]
[ordered-list, [110.0, 534.0, 774.0, 18.0], shoonya_1s7YSTVC851HY4, 5725697]
[ordered-list, [110.0, 552.0, 774.0, 18.0], shoonya_1s7YSTVC851HY4, 5725697]
[section-title, [89.0, 629.0, 493.0, 30.0], shoonya_3sP3JUTZTPTJJZ, 5725697]
[ordered-list, [90.0, 672.0, 810.0, 18.0], shoonya_5sLNEAX1WFYJJ9, 5725697]
[ordered-list, [90.0, 690.0, 810.0, 18.0], shoonya_5sLNEAX1WFYJJ9, 5725697]
[ordered-list, [90.0, 708.0, 810.0, 18.0], shoonya_5sLNEAX1WFYJJ9, 5725697]
[ordered-list, [90.0, 726.0, 810.0, 18.0], shoonya_5sLNEAX1WFYJJ9, 5725697]
[ordered-list, [90.0, 744.0, 810.0, 18.0], shoonya_5sLNEAX1WFYJJ9, 5725697]
[ordered-list, [90.0, 762.0, 810.0, 18.0], shoonya_5sLNEAX1WFYJJ9, 5725697]
[ordered-list, [90.0, 780.0, 810.0, 18.0], shoonya_5sLNEAX1WFYJJ9, 5725697]
[ordered-list, [90.0, 798.0, 810.0, 18.0], shoonya_5sLNEAX1WFYJJ9, 5725697]
[ordered-list, [90.0, 816.0, 810.0, 18.0], shoonya_5sLNEAX1WFYJJ9, 5725697]
[ordered-list, [90.0, 834.0, 810.0, 18.0], shoonya_5sLNEAX1WFYJJ9, 5725697]
[ordered-list, [90.0, 852.0, 810.0, 18.0], shoonya_5sLNEAX1WFYJJ9, 5725697]
[ordered-list, [90.0, 870.0, 810.0, 18.0], shoonya_5sLNEAX1WFYJJ9, 5725697]
[ordered-list, [90.0, 888.0, 810.0, 18.0], shoonya_5sLNEAX1WFYJJ9, 5725697]
[ordered-list, [90.0, 906.0, 810.0, 18.0], shoonya_5sLNEAX1WFYJJ9, 5725697]
[ordered-list, [90.0, 924.0, 810.0, 18.0], shoonya_5sLNEAX1WFYJJ9, 5725697]
[ordered-list, [90.0, 942.0, 810.0, 18.0], shoonya_5sLNEAX1WFYJJ9, 5725697]
[ordered-list, [90.0, 960.0, 810.0, 18.0], shoonya_5sLNEAX1WFYJJ9, 5725697]
[ordered-list, [90.0, 978.0, 810.0, 18.0], shoonya_5sLNEAX1WFYJJ9, 5725697]
[ordered-list, [90.0, 996.0, 810.0, 18.0], shoonya_5sLNEAX1WFYJJ9, 5725697]
[website-link, [139.0, 1022.0, 371.0, 18.0], 0qiti5XPaI, 5725697]
