[1246, 857]
[chapter-title, [313.0, 55.0, 322.0, 30.0], shoonya_12s5L1LMLPIH4E, 5776796]
[paragraph, [160.0, 94.0, 626.0, 18.0], shoonya_6sQ14TU3PO9LU5, 5776796]
[paragraph, [160.0, 112.0, 626.0, 18.0], shoonya_6sQ14TU3PO9LU5, 5776796]
[paragraph, [160.0, 130.0, 626.0, 18.0], shoonya_6sQ14TU3PO9LU5, 5776796]
[paragraph, [184.0, 146.0, 541.0, 18.0], shoonya_11sEFWIB26LG2Z, 5776796]
[paragraph, [163.0, 171.0, 627.0, 18.0], shoonya_4s73V3UGCEQMCA, 5776796]
[paragraph, [163.0, 189.0, 627.0, 18.0], shoonya_4s73V3UGCEQMCA, 5776796]
[paragraph, [163.0, 207.0, 627.0, 18.0], shoonya_4s73V3UGCEQMCA, 5776796]
[paragraph, [163.0, 225.0, 627.0, 18.0], shoonya_4s73V3UGCEQMCA, 5776796]
[paragraph, [179.0, 246.0, 605.0, 18.0], shoonya_9sQGP70MYH0OK3, 5776796]
[paragraph, [163.0, 273.0, 625.0, 18.0], shoonya_1s84AA00FI0PMV, 5776796]
[paragraph, [163.0, 291.0, 625.0, 18.0], shoonya_1s84AA00FI0PMV, 5776796]
[paragraph, [163.0, 309.0, 625.0, 18.0], shoonya_1s84AA00FI0PMV, 5776796]
[paragraph, [163.0, 327.0, 625.0, 18.0], shoonya_1s84AA00FI0PMV, 5776796]
[paragraph, [163.0, 345.0, 625.0, 18.0], shoonya_1s84AA00FI0PMV, 5776796]
[paragraph, [163.0, 363.0, 625.0, 18.0], shoonya_1s84AA00FI0PMV, 5776796]
[paragraph, [163.0, 381.0, 625.0, 18.0], shoonya_1s84AA00FI0PMV, 5776796]
[paragraph, [163.0, 399.0, 625.0, 18.0], shoonya_1s84AA00FI0PMV, 5776796]
[paragraph, [163.0, 417.0, 625.0, 18.0], shoonya_1s84AA00FI0PMV, 5776796]
[paragraph, [163.0, 435.0, 625.0, 18.0], shoonya_1s84AA00FI0PMV, 5776796]
[paragraph, [163.0, 453.0, 625.0, 18.0], shoonya_1s84AA00FI0PMV, 5776796]
[paragraph, [163.0, 471.0, 625.0, 18.0], shoonya_1s84AA00FI0PMV, 5776796]
[paragraph, [166.0, 496.0, 625.0, 18.0], shoonya_0s5PMVP3ZCPQLH, 5776796]
[paragraph, [166.0, 514.0, 625.0, 18.0], shoonya_0s5PMVP3ZCPQLH, 5776796]
[paragraph, [166.0, 532.0, 625.0, 18.0], shoonya_0s5PMVP3ZCPQLH, 5776796]
[paragraph, [166.0, 550.0, 625.0, 18.0], shoonya_0s5PMVP3ZCPQLH, 5776796]
[paragraph, [166.0, 568.0, 625.0, 18.0], shoonya_0s5PMVP3ZCPQLH, 5776796]
[paragraph, [166.0, 586.0, 625.0, 18.0], shoonya_0s5PMVP3ZCPQLH, 5776796]
[paragraph, [166.0, 604.0, 625.0, 18.0], shoonya_0s5PMVP3ZCPQLH, 5776796]
[paragraph, [166.0, 622.0, 625.0, 18.0], shoonya_0s5PMVP3ZCPQLH, 5776796]
[paragraph, [166.0, 640.0, 625.0, 18.0], shoonya_0s5PMVP3ZCPQLH, 5776796]
[paragraph, [166.0, 658.0, 625.0, 18.0], shoonya_0s5PMVP3ZCPQLH, 5776796]
[paragraph, [166.0, 676.0, 625.0, 18.0], shoonya_0s5PMVP3ZCPQLH, 5776796]
[paragraph, [166.0, 694.0, 625.0, 18.0], shoonya_0s5PMVP3ZCPQLH, 5776796]
[paragraph, [192.0, 721.0, 476.0, 18.0], shoonya_5sWBN49OE5U274, 5776796]
[paragraph, [168.0, 747.0, 643.0, 18.0], shoonya_7s7Q885CRFGHDI, 5776796]
[paragraph, [168.0, 765.0, 643.0, 18.0], shoonya_7s7Q885CRFGHDI, 5776796]
[paragraph, [168.0, 783.0, 643.0, 18.0], shoonya_7s7Q885CRFGHDI, 5776796]
[paragraph, [168.0, 801.0, 643.0, 18.0], shoonya_7s7Q885CRFGHDI, 5776796]
[paragraph, [168.0, 819.0, 643.0, 18.0], shoonya_7s7Q885CRFGHDI, 5776796]
[paragraph, [169.0, 847.0, 623.0, 18.0], shoonya_8sNO7MMLJ5WNLL, 5776796]
[paragraph, [169.0, 865.0, 623.0, 18.0], shoonya_8sNO7MMLJ5WNLL, 5776796]
[paragraph, [169.0, 896.0, 623.0, 18.0], shoonya_2sCCP0I64VD06W, 5776796]
[paragraph, [169.0, 914.0, 623.0, 18.0], shoonya_2sCCP0I64VD06W, 5776796]
[paragraph, [169.0, 932.0, 623.0, 18.0], shoonya_2sCCP0I64VD06W, 5776796]
[paragraph, [169.0, 950.0, 623.0, 18.0], shoonya_2sCCP0I64VD06W, 5776796]
[paragraph, [169.0, 968.0, 623.0, 18.0], shoonya_2sCCP0I64VD06W, 5776796]
[paragraph, [169.0, 986.0, 623.0, 18.0], shoonya_2sCCP0I64VD06W, 5776796]
[paragraph, [169.0, 1004.0, 623.0, 18.0], shoonya_2sCCP0I64VD06W, 5776796]
[paragraph, [169.0, 1023.0, 626.0, 18.0], shoonya_3s90L5OJ0JAUOW, 5776796]
[paragraph, [169.0, 1041.0, 626.0, 18.0], shoonya_3s90L5OJ0JAUOW, 5776796]
[paragraph, [169.0, 1059.0, 626.0, 18.0], shoonya_3s90L5OJ0JAUOW, 5776796]
[paragraph, [169.0, 1077.0, 626.0, 18.0], shoonya_3s90L5OJ0JAUOW, 5776796]
