[2339, 1654]
[paragraph, [171.0, 192.0, 1312.0, 36.0], shoonya_4sPUOPDGSNCDG9, 5750834]
[paragraph, [171.0, 228.0, 1312.0, 36.0], shoonya_4sPUOPDGSNCDG9, 5750834]
[paragraph, [171.0, 264.0, 1312.0, 36.0], shoonya_4sPUOPDGSNCDG9, 5750834]
[paragraph, [171.0, 300.0, 1312.0, 36.0], shoonya_4sPUOPDGSNCDG9, 5750834]
[paragraph, [171.0, 336.0, 1312.0, 36.0], shoonya_4sPUOPDGSNCDG9, 5750834]
[paragraph, [171.0, 372.0, 1312.0, 36.0], shoonya_4sPUOPDGSNCDG9, 5750834]
[paragraph, [171.0, 408.0, 1312.0, 36.0], shoonya_4sPUOPDGSNCDG9, 5750834]
[paragraph, [171.0, 444.0, 1312.0, 36.0], shoonya_4sPUOPDGSNCDG9, 5750834]
[paragraph, [171.0, 480.0, 1312.0, 36.0], shoonya_4sPUOPDGSNCDG9, 5750834]
[paragraph, [171.0, 516.0, 1312.0, 36.0], shoonya_4sPUOPDGSNCDG9, 5750834]
[paragraph, [178.0, 576.0, 1302.0, 36.0], shoonya_0sKL26DPCNJOPP, 5750834]
[paragraph, [178.0, 612.0, 1302.0, 36.0], shoonya_0sKL26DPCNJOPP, 5750834]
[paragraph, [178.0, 648.0, 1302.0, 36.0], shoonya_0sKL26DPCNJOPP, 5750834]
[paragraph, [178.0, 684.0, 1302.0, 36.0], shoonya_0sKL26DPCNJOPP, 5750834]
[paragraph, [178.0, 720.0, 1302.0, 36.0], shoonya_0sKL26DPCNJOPP, 5750834]
[paragraph, [178.0, 756.0, 1302.0, 36.0], shoonya_0sKL26DPCNJOPP, 5750834]
[paragraph, [178.0, 792.0, 1302.0, 36.0], shoonya_0sKL26DPCNJOPP, 5750834]
[paragraph, [178.0, 828.0, 1302.0, 36.0], shoonya_0sKL26DPCNJOPP, 5750834]
[paragraph, [178.0, 864.0, 1302.0, 36.0], shoonya_0sKL26DPCNJOPP, 5750834]
[paragraph, [178.0, 900.0, 1302.0, 36.0], shoonya_0sKL26DPCNJOPP, 5750834]
[paragraph, [186.0, 976.0, 1283.0, 36.0], shoonya_1s8X3C43HS18Z2, 5750834]
[paragraph, [186.0, 1012.0, 1283.0, 36.0], shoonya_1s8X3C43HS18Z2, 5750834]
[paragraph, [186.0, 1048.0, 1283.0, 36.0], shoonya_1s8X3C43HS18Z2, 5750834]
[paragraph, [186.0, 1084.0, 1283.0, 36.0], shoonya_1s8X3C43HS18Z2, 5750834]
[paragraph, [186.0, 1120.0, 1283.0, 36.0], shoonya_1s8X3C43HS18Z2, 5750834]
[paragraph, [186.0, 1156.0, 1283.0, 36.0], shoonya_1s8X3C43HS18Z2, 5750834]
[paragraph, [186.0, 1192.0, 1283.0, 36.0], shoonya_1s8X3C43HS18Z2, 5750834]
[paragraph, [187.0, 1289.0, 1281.0, 36.0], shoonya_3sMUVG8C12BHY8, 5750834]
[paragraph, [187.0, 1325.0, 1281.0, 36.0], shoonya_3sMUVG8C12BHY8, 5750834]
[paragraph, [187.0, 1361.0, 1281.0, 36.0], shoonya_3sMUVG8C12BHY8, 5750834]
[paragraph, [187.0, 1397.0, 1281.0, 36.0], shoonya_3sMUVG8C12BHY8, 5750834]
[paragraph, [187.0, 1433.0, 1281.0, 36.0], shoonya_3sMUVG8C12BHY8, 5750834]
[paragraph, [187.0, 1469.0, 1281.0, 36.0], shoonya_3sMUVG8C12BHY8, 5750834]
[paragraph, [184.0, 1578.0, 1290.0, 36.0], shoonya_2sUYCAX7L3GLZS, 5750834]
[paragraph, [184.0, 1614.0, 1290.0, 36.0], shoonya_2sUYCAX7L3GLZS, 5750834]
[paragraph, [184.0, 1650.0, 1290.0, 36.0], shoonya_2sUYCAX7L3GLZS, 5750834]
[paragraph, [184.0, 1686.0, 1290.0, 36.0], shoonya_2sUYCAX7L3GLZS, 5750834]
[paragraph, [184.0, 1722.0, 1290.0, 36.0], shoonya_2sUYCAX7L3GLZS, 5750834]
[paragraph, [184.0, 1758.0, 1290.0, 36.0], shoonya_2sUYCAX7L3GLZS, 5750834]
[paragraph, [184.0, 1794.0, 1290.0, 36.0], shoonya_2sUYCAX7L3GLZS, 5750834]
[paragraph, [184.0, 1830.0, 1290.0, 36.0], shoonya_2sUYCAX7L3GLZS, 5750834]
[paragraph, [184.0, 1866.0, 1290.0, 36.0], shoonya_2sUYCAX7L3GLZS, 5750834]
[paragraph, [184.0, 1902.0, 1290.0, 36.0], shoonya_2sUYCAX7L3GLZS, 5750834]
[paragraph, [184.0, 1938.0, 1290.0, 36.0], shoonya_2sUYCAX7L3GLZS, 5750834]
[paragraph, [184.0, 1974.0, 1290.0, 36.0], shoonya_2sUYCAX7L3GLZS, 5750834]
[paragraph, [184.0, 2010.0, 1290.0, 36.0], shoonya_2sUYCAX7L3GLZS, 5750834]
[paragraph, [184.0, 2046.0, 1290.0, 36.0], shoonya_2sUYCAX7L3GLZS, 5750834]
[folio, [182.0, 2163.0, 267.0, 36.0], xjqogxVIAJ, 5750834]
