[1244, 890]
[chapter-title, [249.0, 33.0, 279.0, 30.0], shoonya_0sTK14A8RZI3IK, 5775936]
[paragraph, [58.0, 81.0, 645.0, 18.0], BhC-6qEg_d, 5775936]
[paragraph, [58.0, 99.0, 645.0, 18.0], BhC-6qEg_d, 5775936]
[paragraph, [58.0, 117.0, 645.0, 18.0], BhC-6qEg_d, 5775936]
[paragraph, [58.0, 135.0, 645.0, 18.0], BhC-6qEg_d, 5775936]
[section-title, [266.0, 159.0, 238.0, 30.0], 86tVcqJFL0, 5775936]
[paragraph, [58.0, 231.0, 642.0, 18.0], 1GsiymfILy, 5775936]
[paragraph, [58.0, 249.0, 642.0, 18.0], 1GsiymfILy, 5775936]
[paragraph, [58.0, 267.0, 642.0, 18.0], 1GsiymfILy, 5775936]
[paragraph, [58.0, 285.0, 642.0, 18.0], 1GsiymfILy, 5775936]
[paragraph, [58.0, 303.0, 642.0, 18.0], 1GsiymfILy, 5775936]
[paragraph, [58.0, 321.0, 642.0, 18.0], 1GsiymfILy, 5775936]
[paragraph, [58.0, 339.0, 642.0, 18.0], 1GsiymfILy, 5775936]
[paragraph, [58.0, 357.0, 642.0, 18.0], 1GsiymfILy, 5775936]
[paragraph, [58.0, 375.0, 642.0, 18.0], 1GsiymfILy, 5775936]
[paragraph, [58.0, 393.0, 642.0, 18.0], 1GsiymfILy, 5775936]
[paragraph, [58.0, 411.0, 642.0, 18.0], 1GsiymfILy, 5775936]
[paragraph, [58.0, 429.0, 642.0, 18.0], 1GsiymfILy, 5775936]
[paragraph, [58.0, 447.0, 642.0, 18.0], 1GsiymfILy, 5775936]
[paragraph, [58.0, 465.0, 642.0, 18.0], 1GsiymfILy, 5775936]
[paragraph, [58.0, 483.0, 642.0, 18.0], 1GsiymfILy, 5775936]
[paragraph, [58.0, 501.0, 642.0, 18.0], 1GsiymfILy, 5775936]
[paragraph, [58.0, 519.0, 642.0, 18.0], 1GsiymfILy, 5775936]
[paragraph, [58.0, 537.0, 642.0, 18.0], 1GsiymfILy, 5775936]
[paragraph, [58.0, 555.0, 642.0, 18.0], 1GsiymfILy, 5775936]
[paragraph, [58.0, 573.0, 642.0, 18.0], 1GsiymfILy, 5775936]
[paragraph, [58.0, 591.0, 642.0, 18.0], 1GsiymfILy, 5775936]
[paragraph, [58.0, 609.0, 642.0, 18.0], 1GsiymfILy, 5775936]
[paragraph, [58.0, 627.0, 642.0, 18.0], 1GsiymfILy, 5775936]
[paragraph, [58.0, 645.0, 642.0, 18.0], 1GsiymfILy, 5775936]
[paragraph, [58.0, 663.0, 642.0, 18.0], 1GsiymfILy, 5775936]
[paragraph, [58.0, 681.0, 642.0, 18.0], 1GsiymfILy, 5775936]
[paragraph, [58.0, 699.0, 642.0, 18.0], 1GsiymfILy, 5775936]
[paragraph, [58.0, 717.0, 642.0, 18.0], 1GsiymfILy, 5775936]
[paragraph, [58.0, 734.0, 643.0, 18.0], _vTQT20Woh, 5775936]
[paragraph, [58.0, 752.0, 643.0, 18.0], _vTQT20Woh, 5775936]
[paragraph, [58.0, 770.0, 643.0, 18.0], _vTQT20Woh, 5775936]
[paragraph, [58.0, 788.0, 643.0, 18.0], _vTQT20Woh, 5775936]
[paragraph, [58.0, 806.0, 643.0, 18.0], _vTQT20Woh, 5775936]
[paragraph, [58.0, 830.0, 643.0, 18.0], VEuJdxZN6N, 5775936]
[paragraph, [58.0, 848.0, 643.0, 18.0], VEuJdxZN6N, 5775936]
[paragraph, [58.0, 866.0, 643.0, 18.0], VEuJdxZN6N, 5775936]
[paragraph, [60.0, 887.0, 641.0, 18.0], 5I5msB5ThY, 5775936]
[paragraph, [60.0, 905.0, 641.0, 18.0], 5I5msB5ThY, 5775936]
[paragraph, [60.0, 923.0, 641.0, 18.0], 5I5msB5ThY, 5775936]
[paragraph, [60.0, 941.0, 641.0, 18.0], 5I5msB5ThY, 5775936]
[paragraph, [60.0, 959.0, 641.0, 18.0], 5I5msB5ThY, 5775936]
[paragraph, [57.0, 986.0, 642.0, 18.0], GEIxr6dXJT, 5775936]
[paragraph, [57.0, 1004.0, 642.0, 18.0], GEIxr6dXJT, 5775936]
[paragraph, [57.0, 1022.0, 642.0, 18.0], GEIxr6dXJT, 5775936]
[paragraph, [57.0, 1040.0, 642.0, 18.0], GEIxr6dXJT, 5775936]
[paragraph, [57.0, 1058.0, 642.0, 18.0], GEIxr6dXJT, 5775936]
