[2072, 1512]
[folio, [73.0, 26.0, 194.0, 36.0], r5j6ooUGJb, 5712402]
[paragraph, [58.0, 96.0, 675.0, 36.0], 1t2na7X9eN, 5712402]
[paragraph, [736.0, 107.0, 673.0, 36.0], oIb_MwiSXv, 5712402]
[paragraph, [736.0, 143.0, 673.0, 36.0], oIb_MwiSXv, 5712402]
[paragraph, [736.0, 179.0, 673.0, 36.0], oIb_MwiSXv, 5712402]
[paragraph, [736.0, 215.0, 673.0, 36.0], oIb_MwiSXv, 5712402]
[paragraph, [736.0, 251.0, 673.0, 36.0], oIb_MwiSXv, 5712402]
[paragraph, [736.0, 287.0, 673.0, 36.0], oIb_MwiSXv, 5712402]
[paragraph, [736.0, 323.0, 673.0, 36.0], oIb_MwiSXv, 5712402]
[paragraph, [736.0, 359.0, 673.0, 36.0], oIb_MwiSXv, 5712402]
[paragraph, [736.0, 395.0, 673.0, 36.0], oIb_MwiSXv, 5712402]
[paragraph, [736.0, 431.0, 673.0, 36.0], oIb_MwiSXv, 5712402]
[paragraph, [736.0, 467.0, 673.0, 36.0], oIb_MwiSXv, 5712402]
[paragraph, [736.0, 503.0, 673.0, 36.0], oIb_MwiSXv, 5712402]
[paragraph, [736.0, 539.0, 673.0, 36.0], oIb_MwiSXv, 5712402]
[paragraph, [43.0, 145.0, 692.0, 36.0], u4ATFal0Z6, 5712402]
[paragraph, [43.0, 181.0, 692.0, 36.0], u4ATFal0Z6, 5712402]
[paragraph, [43.0, 217.0, 692.0, 36.0], u4ATFal0Z6, 5712402]
[paragraph, [43.0, 253.0, 692.0, 36.0], u4ATFal0Z6, 5712402]
[paragraph, [43.0, 289.0, 692.0, 36.0], u4ATFal0Z6, 5712402]
[paragraph, [43.0, 325.0, 692.0, 36.0], u4ATFal0Z6, 5712402]
[paragraph, [43.0, 361.0, 692.0, 36.0], u4ATFal0Z6, 5712402]
[paragraph, [43.0, 397.0, 692.0, 36.0], u4ATFal0Z6, 5712402]
[paragraph, [43.0, 433.0, 692.0, 36.0], u4ATFal0Z6, 5712402]
[paragraph, [43.0, 469.0, 692.0, 36.0], u4ATFal0Z6, 5712402]
[paragraph, [43.0, 505.0, 692.0, 36.0], u4ATFal0Z6, 5712402]
[paragraph, [43.0, 541.0, 692.0, 36.0], u4ATFal0Z6, 5712402]
[paragraph, [43.0, 577.0, 692.0, 36.0], u4ATFal0Z6, 5712402]
[paragraph, [43.0, 613.0, 692.0, 36.0], u4ATFal0Z6, 5712402]
[paragraph, [43.0, 649.0, 692.0, 36.0], u4ATFal0Z6, 5712402]
[paragraph, [43.0, 685.0, 692.0, 36.0], u4ATFal0Z6, 5712402]
[paragraph, [731.0, 609.0, 672.0, 36.0], shoonya_2sERB6EK8IAKPN, 5712402]
[paragraph, [731.0, 645.0, 672.0, 36.0], shoonya_2sERB6EK8IAKPN, 5712402]
[paragraph, [731.0, 681.0, 672.0, 36.0], shoonya_2sERB6EK8IAKPN, 5712402]
[paragraph, [731.0, 717.0, 672.0, 36.0], shoonya_2sERB6EK8IAKPN, 5712402]
[paragraph, [731.0, 753.0, 672.0, 36.0], shoonya_2sERB6EK8IAKPN, 5712402]
[paragraph, [731.0, 789.0, 672.0, 36.0], shoonya_2sERB6EK8IAKPN, 5712402]
[paragraph, [731.0, 825.0, 672.0, 36.0], shoonya_2sERB6EK8IAKPN, 5712402]
[paragraph, [53.0, 757.0, 673.0, 36.0], LuZIUijSel, 5712402]
[paragraph, [53.0, 793.0, 673.0, 36.0], LuZIUijSel, 5712402]
[paragraph, [53.0, 829.0, 673.0, 36.0], LuZIUijSel, 5712402]
[paragraph, [45.0, 863.0, 688.0, 36.0], xnb02ZQvdu, 5712402]
[paragraph, [45.0, 899.0, 688.0, 36.0], xnb02ZQvdu, 5712402]
[paragraph, [45.0, 935.0, 688.0, 36.0], xnb02ZQvdu, 5712402]
[paragraph, [45.0, 971.0, 688.0, 36.0], xnb02ZQvdu, 5712402]
[paragraph, [731.0, 892.0, 671.0, 36.0], shoonya_5sWTXSMSLZKRGB, 5712402]
[paragraph, [731.0, 928.0, 671.0, 36.0], shoonya_5sWTXSMSLZKRGB, 5712402]
[paragraph, [731.0, 964.0, 671.0, 36.0], shoonya_5sWTXSMSLZKRGB, 5712402]
[paragraph, [731.0, 1000.0, 671.0, 36.0], shoonya_5sWTXSMSLZKRGB, 5712402]
[paragraph, [731.0, 1036.0, 671.0, 36.0], shoonya_5sWTXSMSLZKRGB, 5712402]
[paragraph, [731.0, 1072.0, 671.0, 36.0], shoonya_5sWTXSMSLZKRGB, 5712402]
[paragraph, [731.0, 1108.0, 671.0, 36.0], shoonya_5sWTXSMSLZKRGB, 5712402]
[paragraph, [731.0, 1144.0, 671.0, 36.0], shoonya_5sWTXSMSLZKRGB, 5712402]
[paragraph, [731.0, 1180.0, 671.0, 36.0], shoonya_5sWTXSMSLZKRGB, 5712402]
[paragraph, [731.0, 1216.0, 671.0, 36.0], shoonya_5sWTXSMSLZKRGB, 5712402]
[paragraph, [731.0, 1252.0, 671.0, 36.0], shoonya_5sWTXSMSLZKRGB, 5712402]
[paragraph, [731.0, 1288.0, 671.0, 36.0], shoonya_5sWTXSMSLZKRGB, 5712402]
[paragraph, [731.0, 1324.0, 671.0, 36.0], shoonya_5sWTXSMSLZKRGB, 5712402]
[paragraph, [52.0, 1023.0, 681.0, 36.0], shoonya_7sH838MMLNWBVL, 5712402]
[paragraph, [52.0, 1059.0, 681.0, 36.0], shoonya_7sH838MMLNWBVL, 5712402]
[paragraph, [52.0, 1095.0, 681.0, 36.0], shoonya_7sH838MMLNWBVL, 5712402]
[paragraph, [52.0, 1131.0, 681.0, 36.0], shoonya_7sH838MMLNWBVL, 5712402]
[paragraph, [52.0, 1167.0, 681.0, 36.0], shoonya_7sH838MMLNWBVL, 5712402]
[paragraph, [48.0, 1229.0, 689.0, 36.0], shoonya_1sHU28HTZ7UB9F, 5712402]
[paragraph, [48.0, 1265.0, 689.0, 36.0], shoonya_1sHU28HTZ7UB9F, 5712402]
[paragraph, [48.0, 1301.0, 689.0, 36.0], shoonya_1sHU28HTZ7UB9F, 5712402]
[paragraph, [48.0, 1337.0, 689.0, 36.0], shoonya_1sHU28HTZ7UB9F, 5712402]
[paragraph, [48.0, 1373.0, 689.0, 36.0], shoonya_1sHU28HTZ7UB9F, 5712402]
[paragraph, [48.0, 1409.0, 689.0, 36.0], shoonya_1sHU28HTZ7UB9F, 5712402]
[paragraph, [48.0, 1445.0, 689.0, 36.0], shoonya_1sHU28HTZ7UB9F, 5712402]
[paragraph, [48.0, 1481.0, 689.0, 36.0], shoonya_1sHU28HTZ7UB9F, 5712402]
[paragraph, [48.0, 1517.0, 689.0, 36.0], shoonya_1sHU28HTZ7UB9F, 5712402]
[paragraph, [48.0, 1553.0, 689.0, 36.0], shoonya_1sHU28HTZ7UB9F, 5712402]
[paragraph, [48.0, 1589.0, 689.0, 36.0], shoonya_1sHU28HTZ7UB9F, 5712402]
[paragraph, [48.0, 1625.0, 689.0, 36.0], shoonya_1sHU28HTZ7UB9F, 5712402]
[paragraph, [48.0, 1661.0, 689.0, 36.0], shoonya_1sHU28HTZ7UB9F, 5712402]
[paragraph, [48.0, 1697.0, 689.0, 36.0], shoonya_1sHU28HTZ7UB9F, 5712402]
[paragraph, [48.0, 1733.0, 689.0, 36.0], shoonya_1sHU28HTZ7UB9F, 5712402]
[paragraph, [736.0, 1391.0, 663.0, 36.0], shoonya_6sA3RT1G0RGRXY, 5712402]
[paragraph, [736.0, 1427.0, 663.0, 36.0], shoonya_6sA3RT1G0RGRXY, 5712402]
[paragraph, [736.0, 1463.0, 663.0, 36.0], shoonya_6sA3RT1G0RGRXY, 5712402]
[paragraph, [736.0, 1499.0, 663.0, 36.0], shoonya_6sA3RT1G0RGRXY, 5712402]
[paragraph, [736.0, 1535.0, 663.0, 36.0], shoonya_6sA3RT1G0RGRXY, 5712402]
[paragraph, [736.0, 1571.0, 663.0, 36.0], shoonya_6sA3RT1G0RGRXY, 5712402]
