[1261, 909]
[chapter-title, [273.0, 36.0, 253.0, 30.0], shoonya_8sU1RNHL0MLOWU, 5776257]
[paragraph, [83.0, 74.0, 642.0, 18.0], shoonya_0s4OAPGP6VU6V5, 5776257]
[paragraph, [83.0, 92.0, 642.0, 18.0], shoonya_0s4OAPGP6VU6V5, 5776257]
[paragraph, [83.0, 110.0, 642.0, 18.0], shoonya_0s4OAPGP6VU6V5, 5776257]
[paragraph, [83.0, 128.0, 642.0, 18.0], shoonya_0s4OAPGP6VU6V5, 5776257]
[paragraph, [83.0, 146.0, 642.0, 18.0], shoonya_0s4OAPGP6VU6V5, 5776257]
[paragraph, [83.0, 164.0, 642.0, 18.0], shoonya_0s4OAPGP6VU6V5, 5776257]
[paragraph, [83.0, 182.0, 642.0, 18.0], shoonya_0s4OAPGP6VU6V5, 5776257]
[paragraph, [83.0, 200.0, 642.0, 18.0], shoonya_0s4OAPGP6VU6V5, 5776257]
[paragraph, [84.0, 227.0, 642.0, 18.0], shoonya_3sMVQIWAP57AE0, 5776257]
[paragraph, [84.0, 245.0, 642.0, 18.0], shoonya_3sMVQIWAP57AE0, 5776257]
[paragraph, [84.0, 263.0, 642.0, 18.0], shoonya_3sMVQIWAP57AE0, 5776257]
[paragraph, [84.0, 281.0, 642.0, 18.0], shoonya_3sMVQIWAP57AE0, 5776257]
[paragraph, [84.0, 299.0, 642.0, 18.0], shoonya_3sMVQIWAP57AE0, 5776257]
[paragraph, [82.0, 328.0, 651.0, 18.0], bKIFPPkFiR, 5776257]
[paragraph, [82.0, 346.0, 651.0, 18.0], bKIFPPkFiR, 5776257]
[paragraph, [82.0, 364.0, 651.0, 18.0], bKIFPPkFiR, 5776257]
[paragraph, [108.0, 379.0, 271.0, 18.0], shoonya_7s8N1TRYZAD4L0, 5776257]
[paragraph, [86.0, 405.0, 638.0, 18.0], shoonya_4s95SK810H57PS, 5776257]
[paragraph, [86.0, 423.0, 638.0, 18.0], shoonya_4s95SK810H57PS, 5776257]
[paragraph, [86.0, 441.0, 638.0, 18.0], shoonya_4s95SK810H57PS, 5776257]
[paragraph, [86.0, 459.0, 638.0, 18.0], shoonya_4s95SK810H57PS, 5776257]
[paragraph, [86.0, 477.0, 638.0, 18.0], shoonya_4s95SK810H57PS, 5776257]
[paragraph, [86.0, 495.0, 638.0, 18.0], shoonya_4s95SK810H57PS, 5776257]
[paragraph, [86.0, 513.0, 638.0, 18.0], shoonya_4s95SK810H57PS, 5776257]
[paragraph, [86.0, 534.0, 638.0, 18.0], shoonya_2s81YPM4YRFDWF, 5776257]
[paragraph, [86.0, 552.0, 638.0, 18.0], shoonya_2s81YPM4YRFDWF, 5776257]
[paragraph, [86.0, 570.0, 638.0, 18.0], shoonya_2s81YPM4YRFDWF, 5776257]
[paragraph, [86.0, 588.0, 638.0, 18.0], shoonya_2s81YPM4YRFDWF, 5776257]
[paragraph, [86.0, 606.0, 638.0, 18.0], shoonya_2s81YPM4YRFDWF, 5776257]
[paragraph, [86.0, 624.0, 638.0, 18.0], shoonya_2s81YPM4YRFDWF, 5776257]
[paragraph, [89.0, 658.0, 634.0, 18.0], shoonya_5s6OX6W83XCQAE, 5776257]
[paragraph, [89.0, 676.0, 634.0, 18.0], shoonya_5s6OX6W83XCQAE, 5776257]
[paragraph, [89.0, 694.0, 634.0, 18.0], shoonya_5s6OX6W83XCQAE, 5776257]
[paragraph, [89.0, 712.0, 634.0, 18.0], shoonya_5s6OX6W83XCQAE, 5776257]
[paragraph, [89.0, 730.0, 634.0, 18.0], shoonya_5s6OX6W83XCQAE, 5776257]
[paragraph, [89.0, 748.0, 634.0, 18.0], shoonya_5s6OX6W83XCQAE, 5776257]
[paragraph, [89.0, 766.0, 634.0, 18.0], shoonya_5s6OX6W83XCQAE, 5776257]
[paragraph, [89.0, 784.0, 634.0, 18.0], shoonya_5s6OX6W83XCQAE, 5776257]
[paragraph, [83.0, 809.0, 644.0, 18.0], shoonya_1sZX9LC5DZTW09, 5776257]
[paragraph, [83.0, 827.0, 644.0, 18.0], shoonya_1sZX9LC5DZTW09, 5776257]
[paragraph, [83.0, 845.0, 644.0, 18.0], shoonya_1sZX9LC5DZTW09, 5776257]
[paragraph, [83.0, 863.0, 644.0, 18.0], shoonya_1sZX9LC5DZTW09, 5776257]
[paragraph, [83.0, 881.0, 644.0, 18.0], shoonya_1sZX9LC5DZTW09, 5776257]
[paragraph, [83.0, 899.0, 644.0, 18.0], shoonya_1sZX9LC5DZTW09, 5776257]
[paragraph, [83.0, 917.0, 644.0, 18.0], shoonya_1sZX9LC5DZTW09, 5776257]
[paragraph, [83.0, 935.0, 644.0, 18.0], shoonya_1sZX9LC5DZTW09, 5776257]
[paragraph, [83.0, 953.0, 644.0, 18.0], shoonya_1sZX9LC5DZTW09, 5776257]
[paragraph, [83.0, 971.0, 644.0, 18.0], shoonya_1sZX9LC5DZTW09, 5776257]
[paragraph, [83.0, 989.0, 644.0, 18.0], shoonya_1sZX9LC5DZTW09, 5776257]
[paragraph, [83.0, 1007.0, 644.0, 18.0], shoonya_1sZX9LC5DZTW09, 5776257]
[paragraph, [83.0, 1025.0, 644.0, 18.0], shoonya_1sZX9LC5DZTW09, 5776257]
[paragraph, [83.0, 1043.0, 644.0, 18.0], shoonya_1sZX9LC5DZTW09, 5776257]
[paragraph, [83.0, 1061.0, 644.0, 18.0], shoonya_1sZX9LC5DZTW09, 5776257]
