[1200, 825]
[paragraph, [136.0, 105.0, 550.0, 18.0], shoonya_1sT9DW16GY1EVX, 5691182]
[paragraph, [136.0, 123.0, 550.0, 18.0], shoonya_1sT9DW16GY1EVX, 5691182]
[paragraph, [136.0, 141.0, 550.0, 18.0], shoonya_1sT9DW16GY1EVX, 5691182]
[paragraph, [136.0, 159.0, 550.0, 18.0], shoonya_1sT9DW16GY1EVX, 5691182]
[paragraph, [136.0, 177.0, 550.0, 18.0], shoonya_1sT9DW16GY1EVX, 5691182]
[paragraph, [136.0, 195.0, 550.0, 18.0], shoonya_1sT9DW16GY1EVX, 5691182]
[paragraph, [136.0, 213.0, 550.0, 18.0], shoonya_1sT9DW16GY1EVX, 5691182]
[paragraph, [136.0, 231.0, 550.0, 18.0], shoonya_1sT9DW16GY1EVX, 5691182]
[paragraph, [136.0, 249.0, 550.0, 18.0], shoonya_1sT9DW16GY1EVX, 5691182]
[paragraph, [136.0, 267.0, 550.0, 18.0], shoonya_1sT9DW16GY1EVX, 5691182]
[paragraph, [136.0, 285.0, 550.0, 18.0], shoonya_1sT9DW16GY1EVX, 5691182]
[paragraph, [136.0, 303.0, 550.0, 18.0], shoonya_1sT9DW16GY1EVX, 5691182]
[paragraph, [136.0, 324.0, 550.0, 18.0], shoonya_2sXKSP0QUAOWAB, 5691182]
[paragraph, [136.0, 342.0, 550.0, 18.0], shoonya_2sXKSP0QUAOWAB, 5691182]
[paragraph, [136.0, 360.0, 550.0, 18.0], shoonya_2sXKSP0QUAOWAB, 5691182]
[paragraph, [136.0, 378.0, 550.0, 18.0], shoonya_2sXKSP0QUAOWAB, 5691182]
[paragraph, [136.0, 396.0, 550.0, 18.0], shoonya_2sXKSP0QUAOWAB, 5691182]
[paragraph, [136.0, 414.0, 550.0, 18.0], shoonya_2sXKSP0QUAOWAB, 5691182]
[paragraph, [136.0, 432.0, 550.0, 18.0], shoonya_2sXKSP0QUAOWAB, 5691182]
[paragraph, [136.0, 450.0, 550.0, 18.0], shoonya_2sXKSP0QUAOWAB, 5691182]
[paragraph, [136.0, 468.0, 550.0, 18.0], shoonya_2sXKSP0QUAOWAB, 5691182]
[paragraph, [136.0, 486.0, 550.0, 18.0], shoonya_2sXKSP0QUAOWAB, 5691182]
[paragraph, [136.0, 504.0, 550.0, 18.0], shoonya_2sXKSP0QUAOWAB, 5691182]
[paragraph, [136.0, 522.0, 550.0, 18.0], shoonya_2sXKSP0QUAOWAB, 5691182]
[paragraph, [136.0, 540.0, 550.0, 18.0], shoonya_2sXKSP0QUAOWAB, 5691182]
[paragraph, [136.0, 558.0, 550.0, 18.0], shoonya_2sXKSP0QUAOWAB, 5691182]
[paragraph, [136.0, 576.0, 550.0, 18.0], shoonya_2sXKSP0QUAOWAB, 5691182]
[paragraph, [136.0, 594.0, 550.0, 18.0], shoonya_2sXKSP0QUAOWAB, 5691182]
[paragraph, [136.0, 612.0, 550.0, 18.0], shoonya_2sXKSP0QUAOWAB, 5691182]
[paragraph, [136.0, 630.0, 550.0, 18.0], shoonya_2sXKSP0QUAOWAB, 5691182]
[paragraph, [136.0, 648.0, 550.0, 18.0], shoonya_2sXKSP0QUAOWAB, 5691182]
[paragraph, [136.0, 666.0, 550.0, 18.0], shoonya_2sXKSP0QUAOWAB, 5691182]
[paragraph, [136.0, 684.0, 550.0, 18.0], shoonya_2sXKSP0QUAOWAB, 5691182]
[paragraph, [136.0, 702.0, 550.0, 18.0], shoonya_2sXKSP0QUAOWAB, 5691182]
[paragraph, [133.0, 723.0, 553.0, 18.0], shoonya_0sFEACSKBD0D6Z, 5691182]
[paragraph, [133.0, 741.0, 553.0, 18.0], shoonya_0sFEACSKBD0D6Z, 5691182]
[paragraph, [133.0, 759.0, 553.0, 18.0], shoonya_0sFEACSKBD0D6Z, 5691182]
[paragraph, [133.0, 777.0, 553.0, 18.0], shoonya_0sFEACSKBD0D6Z, 5691182]
[paragraph, [133.0, 795.0, 553.0, 18.0], shoonya_0sFEACSKBD0D6Z, 5691182]
[paragraph, [133.0, 813.0, 553.0, 18.0], shoonya_0sFEACSKBD0D6Z, 5691182]
[paragraph, [133.0, 831.0, 553.0, 18.0], shoonya_0sFEACSKBD0D6Z, 5691182]
[paragraph, [133.0, 849.0, 553.0, 18.0], shoonya_0sFEACSKBD0D6Z, 5691182]
[paragraph, [133.0, 867.0, 553.0, 18.0], shoonya_0sFEACSKBD0D6Z, 5691182]
[paragraph, [133.0, 885.0, 553.0, 18.0], shoonya_0sFEACSKBD0D6Z, 5691182]
[paragraph, [133.0, 903.0, 553.0, 18.0], shoonya_0sFEACSKBD0D6Z, 5691182]
[paragraph, [133.0, 921.0, 553.0, 18.0], shoonya_0sFEACSKBD0D6Z, 5691182]
[paragraph, [133.0, 939.0, 553.0, 18.0], shoonya_0sFEACSKBD0D6Z, 5691182]
[paragraph, [133.0, 957.0, 553.0, 18.0], shoonya_0sFEACSKBD0D6Z, 5691182]
[paragraph, [133.0, 975.0, 553.0, 18.0], shoonya_0sFEACSKBD0D6Z, 5691182]
[paragraph, [133.0, 993.0, 553.0, 18.0], shoonya_0sFEACSKBD0D6Z, 5691182]
[paragraph, [133.0, 1011.0, 553.0, 18.0], shoonya_0sFEACSKBD0D6Z, 5691182]
[paragraph, [133.0, 1029.0, 553.0, 18.0], shoonya_0sFEACSKBD0D6Z, 5691182]
