[834, 618]
[folio, [45.0, 52.0, 35.0, 18.0], ZYd2N9CoGo, 5713173]
[headline, [52.0, 90.0, 264.0, 25.5], shoonya_5sDXBE2HG2BTDV, 5713173]
[headline, [52.0, 115.5, 264.0, 25.5], shoonya_5sDXBE2HG2BTDV, 5713173]
[headline, [52.0, 141.0, 264.0, 25.5], shoonya_5sDXBE2HG2BTDV, 5713173]
[paragraph, [52.0, 180.0, 299.0, 18.0], shoonya_4s66JAUF9M5TVS, 5713173]
[paragraph, [52.0, 198.0, 299.0, 18.0], shoonya_4s66JAUF9M5TVS, 5713173]
[paragraph, [52.0, 216.0, 299.0, 18.0], shoonya_4s66JAUF9M5TVS, 5713173]
[paragraph, [52.0, 234.0, 299.0, 18.0], shoonya_4s66JAUF9M5TVS, 5713173]
[paragraph, [52.0, 252.0, 299.0, 18.0], shoonya_4s66JAUF9M5TVS, 5713173]
[paragraph, [52.0, 270.0, 299.0, 18.0], shoonya_4s66JAUF9M5TVS, 5713173]
[paragraph, [52.0, 288.0, 299.0, 18.0], shoonya_4s66JAUF9M5TVS, 5713173]
[quote, [345.0, 323.0, 232.0, 18.0], shoonya_9sN08I53YJSYOT, 5713173]
[quote, [345.0, 341.0, 232.0, 18.0], shoonya_9sN08I53YJSYOT, 5713173]
[quote, [345.0, 359.0, 232.0, 18.0], shoonya_9sN08I53YJSYOT, 5713173]
[quote, [345.0, 377.0, 232.0, 18.0], shoonya_9sN08I53YJSYOT, 5713173]
[quote, [345.0, 395.0, 232.0, 18.0], shoonya_9sN08I53YJSYOT, 5713173]
[quote, [345.0, 413.0, 232.0, 18.0], shoonya_9sN08I53YJSYOT, 5713173]
[paragraph, [50.0, 324.0, 260.0, 18.0], shoonya_1sVETZOUMDMZC9, 5713173]
[paragraph, [50.0, 342.0, 260.0, 18.0], shoonya_1sVETZOUMDMZC9, 5713173]
[paragraph, [50.0, 360.0, 260.0, 18.0], shoonya_1sVETZOUMDMZC9, 5713173]
[paragraph, [50.0, 378.0, 260.0, 18.0], shoonya_1sVETZOUMDMZC9, 5713173]
[paragraph, [50.0, 396.0, 260.0, 18.0], shoonya_1sVETZOUMDMZC9, 5713173]
[paragraph, [50.0, 414.0, 260.0, 18.0], shoonya_1sVETZOUMDMZC9, 5713173]
[paragraph, [50.0, 432.0, 260.0, 18.0], shoonya_1sVETZOUMDMZC9, 5713173]
[paragraph, [46.0, 465.0, 259.0, 18.0], shoonya_0sALOL4403S7VA, 5713173]
[paragraph, [46.0, 483.0, 259.0, 18.0], shoonya_0sALOL4403S7VA, 5713173]
[paragraph, [46.0, 501.0, 259.0, 18.0], shoonya_0sALOL4403S7VA, 5713173]
[paragraph, [46.0, 519.0, 259.0, 18.0], shoonya_0sALOL4403S7VA, 5713173]
[paragraph, [46.0, 537.0, 259.0, 18.0], shoonya_0sALOL4403S7VA, 5713173]
[paragraph, [46.0, 555.0, 259.0, 18.0], shoonya_0sALOL4403S7VA, 5713173]
[paragraph, [46.0, 573.0, 259.0, 18.0], shoonya_0sALOL4403S7VA, 5713173]
[paragraph, [46.0, 591.0, 259.0, 18.0], shoonya_0sALOL4403S7VA, 5713173]
[paragraph, [46.0, 609.0, 259.0, 18.0], shoonya_0sALOL4403S7VA, 5713173]
[paragraph, [46.0, 627.0, 259.0, 18.0], shoonya_0sALOL4403S7VA, 5713173]
[paragraph, [46.0, 645.0, 259.0, 18.0], shoonya_0sALOL4403S7VA, 5713173]
[paragraph, [46.0, 663.0, 259.0, 18.0], shoonya_0sALOL4403S7VA, 5713173]
[paragraph, [46.0, 681.0, 259.0, 18.0], shoonya_0sALOL4403S7VA, 5713173]
[paragraph, [46.0, 699.0, 259.0, 18.0], shoonya_0sALOL4403S7VA, 5713173]
[paragraph, [46.0, 717.0, 259.0, 18.0], shoonya_0sALOL4403S7VA, 5713173]
[paragraph, [46.0, 735.0, 259.0, 18.0], shoonya_0sALOL4403S7VA, 5713173]
[paragraph, [46.0, 753.0, 259.0, 18.0], shoonya_0sALOL4403S7VA, 5713173]
[paragraph, [309.0, 481.0, 265.0, 18.0], shoonya_6sSCQBVFYQ7541, 5713173]
[paragraph, [309.0, 499.0, 265.0, 18.0], shoonya_6sSCQBVFYQ7541, 5713173]
[paragraph, [309.0, 533.0, 262.0, 18.0], shoonya_2sKR4D2XJUJDLI, 5713173]
[paragraph, [309.0, 551.0, 262.0, 18.0], shoonya_2sKR4D2XJUJDLI, 5713173]
[paragraph, [309.0, 569.0, 262.0, 18.0], shoonya_2sKR4D2XJUJDLI, 5713173]
[paragraph, [309.0, 587.0, 262.0, 18.0], shoonya_2sKR4D2XJUJDLI, 5713173]
[paragraph, [309.0, 605.0, 262.0, 18.0], shoonya_2sKR4D2XJUJDLI, 5713173]
[paragraph, [309.0, 623.0, 262.0, 18.0], shoonya_2sKR4D2XJUJDLI, 5713173]
[paragraph, [309.0, 641.0, 262.0, 18.0], shoonya_2sKR4D2XJUJDLI, 5713173]
[paragraph, [309.0, 660.0, 264.0, 18.0], UlvfiubgUL, 5713173]
[paragraph, [309.0, 678.0, 264.0, 18.0], UlvfiubgUL, 5713173]
[paragraph, [309.0, 696.0, 264.0, 18.0], UlvfiubgUL, 5713173]
[paragraph, [309.0, 714.0, 264.0, 18.0], UlvfiubgUL, 5713173]
[paragraph, [309.0, 732.0, 264.0, 18.0], UlvfiubgUL, 5713173]
[folio, [72.0, 774.0, 123.0, 18.0], Rv9s7F5FnI, 5713173]
