[1268, 840]
[paragraph, [22.0, 33.0, 788.0, 18.0], shoonya_1sUYVCI9XEHC4G, 5750681]
[paragraph, [22.0, 51.0, 788.0, 18.0], shoonya_1sUYVCI9XEHC4G, 5750681]
[paragraph, [22.0, 69.0, 788.0, 18.0], shoonya_1sUYVCI9XEHC4G, 5750681]
[paragraph, [22.0, 87.0, 788.0, 18.0], shoonya_1sUYVCI9XEHC4G, 5750681]
[paragraph, [22.0, 105.0, 788.0, 18.0], shoonya_1sUYVCI9XEHC4G, 5750681]
[paragraph, [22.0, 123.0, 788.0, 18.0], shoonya_1sUYVCI9XEHC4G, 5750681]
[paragraph, [22.0, 141.0, 788.0, 18.0], shoonya_1sUYVCI9XEHC4G, 5750681]
[paragraph, [22.0, 159.0, 788.0, 18.0], shoonya_1sUYVCI9XEHC4G, 5750681]
[paragraph, [22.0, 177.0, 788.0, 18.0], shoonya_1sUYVCI9XEHC4G, 5750681]
[paragraph, [22.0, 195.0, 788.0, 18.0], shoonya_1sUYVCI9XEHC4G, 5750681]
[paragraph, [22.0, 213.0, 788.0, 18.0], shoonya_1sUYVCI9XEHC4G, 5750681]
[paragraph, [22.0, 231.0, 788.0, 18.0], shoonya_1sUYVCI9XEHC4G, 5750681]
[paragraph, [22.0, 249.0, 788.0, 18.0], shoonya_1sUYVCI9XEHC4G, 5750681]
[paragraph, [22.0, 267.0, 788.0, 18.0], shoonya_1sUYVCI9XEHC4G, 5750681]
[paragraph, [22.0, 285.0, 788.0, 18.0], shoonya_1sUYVCI9XEHC4G, 5750681]
[paragraph, [22.0, 303.0, 788.0, 18.0], shoonya_1sUYVCI9XEHC4G, 5750681]
[paragraph, [22.0, 321.0, 788.0, 18.0], shoonya_1sUYVCI9XEHC4G, 5750681]
[paragraph, [22.0, 339.0, 788.0, 18.0], shoonya_1sUYVCI9XEHC4G, 5750681]
[paragraph, [22.0, 357.0, 788.0, 18.0], shoonya_1sUYVCI9XEHC4G, 5750681]
[paragraph, [22.0, 375.0, 788.0, 18.0], shoonya_1sUYVCI9XEHC4G, 5750681]
[paragraph, [32.0, 397.0, 777.0, 18.0], ALt_zSa9e6, 5750681]
[paragraph, [32.0, 415.0, 777.0, 18.0], ALt_zSa9e6, 5750681]
[paragraph, [32.0, 433.0, 777.0, 18.0], ALt_zSa9e6, 5750681]
[paragraph, [32.0, 451.0, 777.0, 18.0], ALt_zSa9e6, 5750681]
[paragraph, [32.0, 469.0, 777.0, 18.0], ALt_zSa9e6, 5750681]
[paragraph, [32.0, 487.0, 777.0, 18.0], ALt_zSa9e6, 5750681]
[paragraph, [32.0, 505.0, 777.0, 18.0], ALt_zSa9e6, 5750681]
[paragraph, [32.0, 523.0, 777.0, 18.0], ALt_zSa9e6, 5750681]
[paragraph, [32.0, 541.0, 777.0, 18.0], ALt_zSa9e6, 5750681]
[paragraph, [32.0, 559.0, 777.0, 18.0], ALt_zSa9e6, 5750681]
[paragraph, [32.0, 577.0, 777.0, 18.0], ALt_zSa9e6, 5750681]
[paragraph, [32.0, 595.0, 777.0, 18.0], ALt_zSa9e6, 5750681]
[paragraph, [32.0, 613.0, 777.0, 18.0], ALt_zSa9e6, 5750681]
[paragraph, [32.0, 631.0, 777.0, 18.0], ALt_zSa9e6, 5750681]
[paragraph, [32.0, 649.0, 777.0, 18.0], ALt_zSa9e6, 5750681]
[paragraph, [32.0, 667.0, 777.0, 18.0], ALt_zSa9e6, 5750681]
[paragraph, [32.0, 685.0, 777.0, 18.0], ALt_zSa9e6, 5750681]
[paragraph, [32.0, 703.0, 777.0, 18.0], ALt_zSa9e6, 5750681]
[paragraph, [32.0, 721.0, 777.0, 18.0], ALt_zSa9e6, 5750681]
[paragraph, [32.0, 739.0, 777.0, 18.0], ALt_zSa9e6, 5750681]
[paragraph, [32.0, 757.0, 777.0, 18.0], ALt_zSa9e6, 5750681]
[paragraph, [32.0, 775.0, 777.0, 18.0], ALt_zSa9e6, 5750681]
[paragraph, [32.0, 793.0, 777.0, 18.0], ALt_zSa9e6, 5750681]
[paragraph, [32.0, 811.0, 777.0, 18.0], ALt_zSa9e6, 5750681]
[paragraph, [32.0, 829.0, 777.0, 18.0], ALt_zSa9e6, 5750681]
[paragraph, [32.0, 847.0, 777.0, 18.0], ALt_zSa9e6, 5750681]
[paragraph, [32.0, 865.0, 777.0, 18.0], ALt_zSa9e6, 5750681]
[paragraph, [32.0, 883.0, 777.0, 18.0], ALt_zSa9e6, 5750681]
[paragraph, [32.0, 901.0, 777.0, 18.0], ALt_zSa9e6, 5750681]
[paragraph, [32.0, 919.0, 777.0, 18.0], ALt_zSa9e6, 5750681]
[paragraph, [32.0, 937.0, 777.0, 18.0], ALt_zSa9e6, 5750681]
[paragraph, [32.0, 955.0, 777.0, 18.0], ALt_zSa9e6, 5750681]
[paragraph, [32.0, 973.0, 777.0, 18.0], ALt_zSa9e6, 5750681]
[paragraph, [32.0, 991.0, 777.0, 18.0], ALt_zSa9e6, 5750681]
[paragraph, [32.0, 1009.0, 777.0, 18.0], ALt_zSa9e6, 5750681]
[paragraph, [32.0, 1027.0, 777.0, 18.0], ALt_zSa9e6, 5750681]
[paragraph, [32.0, 1045.0, 777.0, 18.0], ALt_zSa9e6, 5750681]
[paragraph, [32.0, 1063.0, 777.0, 18.0], ALt_zSa9e6, 5750681]
[paragraph, [32.0, 1081.0, 777.0, 18.0], ALt_zSa9e6, 5750681]
[paragraph, [32.0, 1099.0, 777.0, 18.0], ALt_zSa9e6, 5750681]
[paragraph, [32.0, 1117.0, 777.0, 18.0], ALt_zSa9e6, 5750681]
[paragraph, [32.0, 1135.0, 777.0, 18.0], ALt_zSa9e6, 5750681]
[paragraph, [32.0, 1153.0, 777.0, 18.0], ALt_zSa9e6, 5750681]
[paragraph, [32.0, 1171.0, 777.0, 18.0], ALt_zSa9e6, 5750681]
