[1388, 886]
[folio, [33.0, 66.0, 144.0, 18.0], shoonya_0s0AZJQP1W2XE3, 5742127]
[folio, [33.0, 84.0, 144.0, 18.0], shoonya_0s0AZJQP1W2XE3, 5742127]
[folio, [367.0, 72.0, 126.0, 18.0], shoonya_4s4VHORF0FUWEK, 5742127]
[paragraph, [27.0, 120.0, 408.0, 18.0], m2Ud8s7sbp, 5742127]
[paragraph, [27.0, 138.0, 408.0, 18.0], m2Ud8s7sbp, 5742127]
[paragraph, [27.0, 156.0, 408.0, 18.0], m2Ud8s7sbp, 5742127]
[paragraph, [27.0, 174.0, 408.0, 18.0], m2Ud8s7sbp, 5742127]
[paragraph, [27.0, 192.0, 408.0, 18.0], m2Ud8s7sbp, 5742127]
[paragraph, [27.0, 210.0, 408.0, 18.0], m2Ud8s7sbp, 5742127]
[paragraph, [27.0, 228.0, 408.0, 18.0], m2Ud8s7sbp, 5742127]
[paragraph, [27.0, 246.0, 408.0, 18.0], m2Ud8s7sbp, 5742127]
[paragraph, [27.0, 264.0, 408.0, 18.0], m2Ud8s7sbp, 5742127]
[paragraph, [27.0, 282.0, 408.0, 18.0], m2Ud8s7sbp, 5742127]
[paragraph, [27.0, 300.0, 408.0, 18.0], m2Ud8s7sbp, 5742127]
[paragraph, [27.0, 318.0, 408.0, 18.0], m2Ud8s7sbp, 5742127]
[paragraph, [27.0, 336.0, 408.0, 18.0], m2Ud8s7sbp, 5742127]
[paragraph, [27.0, 354.0, 408.0, 18.0], m2Ud8s7sbp, 5742127]
[paragraph, [27.0, 372.0, 408.0, 18.0], m2Ud8s7sbp, 5742127]
[paragraph, [27.0, 390.0, 408.0, 18.0], m2Ud8s7sbp, 5742127]
[paragraph, [27.0, 408.0, 408.0, 18.0], m2Ud8s7sbp, 5742127]
[paragraph, [27.0, 426.0, 408.0, 18.0], m2Ud8s7sbp, 5742127]
[paragraph, [27.0, 444.0, 408.0, 18.0], m2Ud8s7sbp, 5742127]
[paragraph, [27.0, 462.0, 408.0, 18.0], m2Ud8s7sbp, 5742127]
[paragraph, [27.0, 480.0, 408.0, 18.0], m2Ud8s7sbp, 5742127]
[paragraph, [27.0, 498.0, 408.0, 18.0], m2Ud8s7sbp, 5742127]
[paragraph, [27.0, 516.0, 408.0, 18.0], m2Ud8s7sbp, 5742127]
[paragraph, [27.0, 534.0, 408.0, 18.0], m2Ud8s7sbp, 5742127]
[paragraph, [27.0, 552.0, 408.0, 18.0], m2Ud8s7sbp, 5742127]
[paragraph, [27.0, 570.0, 408.0, 18.0], m2Ud8s7sbp, 5742127]
[paragraph, [27.0, 588.0, 408.0, 18.0], m2Ud8s7sbp, 5742127]
[paragraph, [27.0, 606.0, 408.0, 18.0], m2Ud8s7sbp, 5742127]
[paragraph, [27.0, 624.0, 408.0, 18.0], m2Ud8s7sbp, 5742127]
[paragraph, [27.0, 642.0, 408.0, 18.0], m2Ud8s7sbp, 5742127]
[paragraph, [27.0, 660.0, 408.0, 18.0], m2Ud8s7sbp, 5742127]
[paragraph, [27.0, 678.0, 408.0, 18.0], m2Ud8s7sbp, 5742127]
[paragraph, [27.0, 696.0, 408.0, 18.0], m2Ud8s7sbp, 5742127]
[paragraph, [27.0, 714.0, 408.0, 18.0], m2Ud8s7sbp, 5742127]
[paragraph, [27.0, 732.0, 408.0, 18.0], m2Ud8s7sbp, 5742127]
[paragraph, [27.0, 750.0, 408.0, 18.0], m2Ud8s7sbp, 5742127]
[paragraph, [27.0, 768.0, 408.0, 18.0], m2Ud8s7sbp, 5742127]
[paragraph, [27.0, 786.0, 408.0, 18.0], m2Ud8s7sbp, 5742127]
[paragraph, [27.0, 804.0, 408.0, 18.0], m2Ud8s7sbp, 5742127]
[paragraph, [27.0, 822.0, 408.0, 18.0], m2Ud8s7sbp, 5742127]
[paragraph, [27.0, 840.0, 408.0, 18.0], m2Ud8s7sbp, 5742127]
[paragraph, [27.0, 858.0, 408.0, 18.0], m2Ud8s7sbp, 5742127]
[paragraph, [27.0, 876.0, 408.0, 18.0], m2Ud8s7sbp, 5742127]
[paragraph, [27.0, 894.0, 408.0, 18.0], m2Ud8s7sbp, 5742127]
[paragraph, [27.0, 912.0, 408.0, 18.0], m2Ud8s7sbp, 5742127]
[paragraph, [27.0, 930.0, 408.0, 18.0], m2Ud8s7sbp, 5742127]
[paragraph, [27.0, 948.0, 408.0, 18.0], m2Ud8s7sbp, 5742127]
[paragraph, [27.0, 966.0, 408.0, 18.0], m2Ud8s7sbp, 5742127]
[paragraph, [27.0, 984.0, 408.0, 18.0], m2Ud8s7sbp, 5742127]
