[2806, 1983]
[folio, [223.0, 233.0, 790.0, 46.5], TJeDyn_ZP2, 5683392]
[folio, [223.0, 279.5, 790.0, 46.5], TJeDyn_ZP2, 5683392]
[paragraph, [220.0, 431.0, 1539.0, 46.5], V6ZP7mkjzQ, 5683392]
[paragraph, [220.0, 477.5, 1539.0, 46.5], V6ZP7mkjzQ, 5683392]
[paragraph, [220.0, 524.0, 1539.0, 46.5], V6ZP7mkjzQ, 5683392]
[paragraph, [220.0, 570.5, 1539.0, 46.5], V6ZP7mkjzQ, 5683392]
[paragraph, [220.0, 617.0, 1539.0, 46.5], V6ZP7mkjzQ, 5683392]
[paragraph, [220.0, 663.5, 1539.0, 46.5], V6ZP7mkjzQ, 5683392]
[paragraph, [220.0, 710.0, 1539.0, 46.5], V6ZP7mkjzQ, 5683392]
[paragraph, [220.0, 756.5, 1539.0, 46.5], V6ZP7mkjzQ, 5683392]
[paragraph, [220.0, 803.0, 1539.0, 46.5], V6ZP7mkjzQ, 5683392]
[paragraph, [220.0, 849.5, 1539.0, 46.5], V6ZP7mkjzQ, 5683392]
[paragraph, [220.0, 896.0, 1539.0, 46.5], V6ZP7mkjzQ, 5683392]
[paragraph, [220.0, 942.5, 1539.0, 46.5], V6ZP7mkjzQ, 5683392]
[paragraph, [220.0, 989.0, 1539.0, 46.5], V6ZP7mkjzQ, 5683392]
[paragraph, [220.0, 1035.5, 1539.0, 46.5], V6ZP7mkjzQ, 5683392]
[paragraph, [218.0, 1235.0, 1558.0, 46.5], shoonya_0s99VTXBM9JAF3, 5683392]
[paragraph, [218.0, 1281.5, 1558.0, 46.5], shoonya_0s99VTXBM9JAF3, 5683392]
[paragraph, [218.0, 1328.0, 1558.0, 46.5], shoonya_0s99VTXBM9JAF3, 5683392]
[paragraph, [218.0, 1374.5, 1558.0, 46.5], shoonya_0s99VTXBM9JAF3, 5683392]
[paragraph, [218.0, 1421.0, 1558.0, 46.5], shoonya_0s99VTXBM9JAF3, 5683392]
[paragraph, [218.0, 1467.5, 1558.0, 46.5], shoonya_0s99VTXBM9JAF3, 5683392]
[paragraph, [218.0, 1514.0, 1558.0, 46.5], shoonya_0s99VTXBM9JAF3, 5683392]
[paragraph, [218.0, 1560.5, 1558.0, 46.5], shoonya_0s99VTXBM9JAF3, 5683392]
[paragraph, [218.0, 1607.0, 1558.0, 46.5], shoonya_0s99VTXBM9JAF3, 5683392]
[paragraph, [218.0, 1653.5, 1558.0, 46.5], shoonya_0s99VTXBM9JAF3, 5683392]
[paragraph, [218.0, 1700.0, 1558.0, 46.5], shoonya_0s99VTXBM9JAF3, 5683392]
[paragraph, [218.0, 1746.5, 1558.0, 46.5], shoonya_0s99VTXBM9JAF3, 5683392]
[paragraph, [218.0, 1793.0, 1558.0, 46.5], shoonya_0s99VTXBM9JAF3, 5683392]
[paragraph, [218.0, 1839.5, 1558.0, 46.5], shoonya_0s99VTXBM9JAF3, 5683392]
[paragraph, [218.0, 1886.0, 1558.0, 46.5], shoonya_0s99VTXBM9JAF3, 5683392]
[paragraph, [218.0, 1932.5, 1558.0, 46.5], shoonya_0s99VTXBM9JAF3, 5683392]
[paragraph, [218.0, 1979.0, 1558.0, 46.5], shoonya_0s99VTXBM9JAF3, 5683392]
[paragraph, [218.0, 2025.5, 1558.0, 46.5], shoonya_0s99VTXBM9JAF3, 5683392]
[paragraph, [218.0, 2072.0, 1558.0, 46.5], shoonya_0s99VTXBM9JAF3, 5683392]
[paragraph, [218.0, 2118.5, 1558.0, 46.5], shoonya_0s99VTXBM9JAF3, 5683392]
[paragraph, [218.0, 2165.0, 1558.0, 46.5], shoonya_0s99VTXBM9JAF3, 5683392]
[paragraph, [218.0, 2211.5, 1558.0, 46.5], shoonya_0s99VTXBM9JAF3, 5683392]
[paragraph, [218.0, 2258.0, 1558.0, 46.5], shoonya_0s99VTXBM9JAF3, 5683392]
[paragraph, [218.0, 2304.5, 1558.0, 46.5], shoonya_0s99VTXBM9JAF3, 5683392]
[paragraph, [218.0, 2351.0, 1558.0, 46.5], shoonya_0s99VTXBM9JAF3, 5683392]
[paragraph, [218.0, 2397.5, 1558.0, 46.5], shoonya_0s99VTXBM9JAF3, 5683392]
[paragraph, [218.0, 2444.0, 1558.0, 46.5], shoonya_0s99VTXBM9JAF3, 5683392]
