[1447, 1093]
[section-title, [115.0, 57.0, 578.0, 30.0], -SC1BoBF6Y, 5715364]
[section-title, [115.0, 87.0, 578.0, 30.0], -SC1BoBF6Y, 5715364]
[headline, [182.0, 136.0, 748.0, 25.5], 3WY2eEOffW, 5715364]
[headline, [182.0, 161.5, 748.0, 25.5], 3WY2eEOffW, 5715364]
[headline, [182.0, 187.0, 748.0, 25.5], 3WY2eEOffW, 5715364]
[headline, [182.0, 212.5, 748.0, 25.5], 3WY2eEOffW, 5715364]
[headline, [182.0, 238.0, 748.0, 25.5], 3WY2eEOffW, 5715364]
[headline, [182.0, 263.5, 748.0, 25.5], 3WY2eEOffW, 5715364]
[section-title, [545.0, 322.0, 281.0, 30.0], rvUJCPSeji, 5715364]
[section-title, [545.0, 352.0, 281.0, 30.0], rvUJCPSeji, 5715364]
[section-title, [545.0, 382.0, 281.0, 30.0], rvUJCPSeji, 5715364]
[unordered-list, [557.0, 414.0, 392.0, 18.0], shoonya_1s1GHN7Y8G5A2K, 5715364]
[unordered-list, [557.0, 432.0, 392.0, 18.0], shoonya_1s1GHN7Y8G5A2K, 5715364]
[unordered-list, [557.0, 450.0, 392.0, 18.0], shoonya_1s1GHN7Y8G5A2K, 5715364]
[unordered-list, [557.0, 468.0, 392.0, 18.0], shoonya_1s1GHN7Y8G5A2K, 5715364]
[unordered-list, [557.0, 486.0, 392.0, 18.0], shoonya_1s1GHN7Y8G5A2K, 5715364]
[unordered-list, [557.0, 504.0, 392.0, 18.0], shoonya_1s1GHN7Y8G5A2K, 5715364]
[unordered-list, [557.0, 522.0, 392.0, 18.0], shoonya_1s1GHN7Y8G5A2K, 5715364]
[unordered-list, [557.0, 540.0, 392.0, 18.0], shoonya_1s1GHN7Y8G5A2K, 5715364]
[unordered-list, [557.0, 558.0, 392.0, 18.0], shoonya_1s1GHN7Y8G5A2K, 5715364]
[unordered-list, [557.0, 576.0, 392.0, 18.0], shoonya_1s1GHN7Y8G5A2K, 5715364]
[unordered-list, [557.0, 594.0, 392.0, 18.0], shoonya_1s1GHN7Y8G5A2K, 5715364]
[unordered-list, [557.0, 612.0, 392.0, 18.0], shoonya_1s1GHN7Y8G5A2K, 5715364]
[unordered-list, [557.0, 630.0, 392.0, 18.0], shoonya_1s1GHN7Y8G5A2K, 5715364]
[unordered-list, [557.0, 648.0, 392.0, 18.0], shoonya_1s1GHN7Y8G5A2K, 5715364]
[unordered-list, [557.0, 666.0, 392.0, 18.0], shoonya_1s1GHN7Y8G5A2K, 5715364]
[unordered-list, [557.0, 684.0, 392.0, 18.0], shoonya_1s1GHN7Y8G5A2K, 5715364]
[unordered-list, [557.0, 702.0, 392.0, 18.0], shoonya_1s1GHN7Y8G5A2K, 5715364]
[unordered-list, [557.0, 720.0, 392.0, 18.0], shoonya_1s1GHN7Y8G5A2K, 5715364]
[section-title, [119.0, 517.0, 396.0, 30.0], shoonya_4sALG6QTB7SOJY, 5715364]
[section-title, [119.0, 547.0, 396.0, 30.0], shoonya_4sALG6QTB7SOJY, 5715364]
[section-title, [119.0, 577.0, 396.0, 30.0], shoonya_4sALG6QTB7SOJY, 5715364]
[section-title, [119.0, 607.0, 396.0, 30.0], shoonya_4sALG6QTB7SOJY, 5715364]
[unordered-list, [105.0, 651.0, 406.0, 18.0], shoonya_0s6GD1SE3DHH22, 5715364]
[unordered-list, [105.0, 669.0, 406.0, 18.0], shoonya_0s6GD1SE3DHH22, 5715364]
[unordered-list, [105.0, 687.0, 406.0, 18.0], shoonya_0s6GD1SE3DHH22, 5715364]
[unordered-list, [105.0, 705.0, 406.0, 18.0], shoonya_0s6GD1SE3DHH22, 5715364]
[unordered-list, [105.0, 723.0, 406.0, 18.0], shoonya_0s6GD1SE3DHH22, 5715364]
[unordered-list, [105.0, 741.0, 406.0, 18.0], shoonya_0s6GD1SE3DHH22, 5715364]
[unordered-list, [105.0, 759.0, 406.0, 18.0], shoonya_0s6GD1SE3DHH22, 5715364]
[unordered-list, [105.0, 777.0, 406.0, 18.0], shoonya_0s6GD1SE3DHH22, 5715364]
[unordered-list, [105.0, 795.0, 406.0, 18.0], shoonya_0s6GD1SE3DHH22, 5715364]
[unordered-list, [105.0, 813.0, 406.0, 18.0], shoonya_0s6GD1SE3DHH22, 5715364]
[unordered-list, [105.0, 831.0, 406.0, 18.0], shoonya_0s6GD1SE3DHH22, 5715364]
[unordered-list, [105.0, 849.0, 406.0, 18.0], shoonya_0s6GD1SE3DHH22, 5715364]
[unordered-list, [105.0, 867.0, 406.0, 18.0], shoonya_0s6GD1SE3DHH22, 5715364]
[unordered-list, [105.0, 885.0, 406.0, 18.0], shoonya_0s6GD1SE3DHH22, 5715364]
[unordered-list, [105.0, 903.0, 406.0, 18.0], shoonya_0s6GD1SE3DHH22, 5715364]
[unordered-list, [105.0, 921.0, 406.0, 18.0], shoonya_0s6GD1SE3DHH22, 5715364]
[unordered-list, [105.0, 939.0, 406.0, 18.0], shoonya_0s6GD1SE3DHH22, 5715364]
[unordered-list, [105.0, 957.0, 406.0, 18.0], shoonya_0s6GD1SE3DHH22, 5715364]
[unordered-list, [105.0, 975.0, 406.0, 18.0], shoonya_0s6GD1SE3DHH22, 5715364]
[unordered-list, [105.0, 993.0, 406.0, 18.0], shoonya_0s6GD1SE3DHH22, 5715364]
[unordered-list, [105.0, 1011.0, 406.0, 18.0], shoonya_0s6GD1SE3DHH22, 5715364]
[unordered-list, [105.0, 1029.0, 406.0, 18.0], shoonya_0s6GD1SE3DHH22, 5715364]
[unordered-list, [105.0, 1047.0, 406.0, 18.0], shoonya_0s6GD1SE3DHH22, 5715364]
[unordered-list, [105.0, 1065.0, 406.0, 18.0], shoonya_0s6GD1SE3DHH22, 5715364]
[unordered-list, [105.0, 1083.0, 406.0, 18.0], shoonya_0s6GD1SE3DHH22, 5715364]
[unordered-list, [105.0, 1101.0, 406.0, 18.0], shoonya_0s6GD1SE3DHH22, 5715364]
