[1359, 917]
[section-title, [97.0, 118.0, 219.0, 30.0], shoonya_5sIH1HOH4QQPKH, 5661080]
[paragraph, [91.0, 168.0, 750.0, 18.0], shoonya_0s7GPE5STN6P53, 5661080]
[paragraph, [91.0, 186.0, 750.0, 18.0], shoonya_0s7GPE5STN6P53, 5661080]
[paragraph, [91.0, 204.0, 750.0, 18.0], shoonya_0s7GPE5STN6P53, 5661080]
[paragraph, [91.0, 222.0, 750.0, 18.0], shoonya_0s7GPE5STN6P53, 5661080]
[paragraph, [91.0, 240.0, 750.0, 18.0], shoonya_0s7GPE5STN6P53, 5661080]
[paragraph, [91.0, 258.0, 750.0, 18.0], shoonya_0s7GPE5STN6P53, 5661080]
[paragraph, [91.0, 276.0, 750.0, 18.0], shoonya_0s7GPE5STN6P53, 5661080]
[paragraph, [91.0, 294.0, 750.0, 18.0], shoonya_0s7GPE5STN6P53, 5661080]
[paragraph, [91.0, 312.0, 750.0, 18.0], shoonya_0s7GPE5STN6P53, 5661080]
[paragraph, [91.0, 330.0, 750.0, 18.0], shoonya_0s7GPE5STN6P53, 5661080]
[paragraph, [91.0, 348.0, 750.0, 18.0], shoonya_0s7GPE5STN6P53, 5661080]
[paragraph, [91.0, 366.0, 750.0, 18.0], shoonya_0s7GPE5STN6P53, 5661080]
[paragraph, [91.0, 384.0, 750.0, 18.0], shoonya_0s7GPE5STN6P53, 5661080]
[paragraph, [95.0, 415.0, 749.0, 18.0], shoonya_2sAFA37RMLDL9U, 5661080]
[paragraph, [95.0, 433.0, 749.0, 18.0], shoonya_2sAFA37RMLDL9U, 5661080]
[paragraph, [95.0, 451.0, 749.0, 18.0], shoonya_2sAFA37RMLDL9U, 5661080]
[paragraph, [95.0, 469.0, 749.0, 18.0], shoonya_2sAFA37RMLDL9U, 5661080]
[paragraph, [95.0, 487.0, 749.0, 18.0], shoonya_2sAFA37RMLDL9U, 5661080]
[paragraph, [95.0, 505.0, 749.0, 18.0], shoonya_2sAFA37RMLDL9U, 5661080]
[paragraph, [95.0, 523.0, 749.0, 18.0], shoonya_2sAFA37RMLDL9U, 5661080]
[paragraph, [95.0, 541.0, 749.0, 18.0], shoonya_2sAFA37RMLDL9U, 5661080]
[paragraph, [95.0, 559.0, 749.0, 18.0], shoonya_2sAFA37RMLDL9U, 5661080]
[paragraph, [95.0, 577.0, 749.0, 18.0], shoonya_2sAFA37RMLDL9U, 5661080]
[paragraph, [95.0, 595.0, 749.0, 18.0], shoonya_2sAFA37RMLDL9U, 5661080]
[paragraph, [95.0, 613.0, 749.0, 18.0], shoonya_2sAFA37RMLDL9U, 5661080]
[paragraph, [95.0, 631.0, 749.0, 18.0], shoonya_2sAFA37RMLDL9U, 5661080]
[paragraph, [95.0, 649.0, 749.0, 18.0], shoonya_2sAFA37RMLDL9U, 5661080]
[paragraph, [95.0, 667.0, 749.0, 18.0], shoonya_2sAFA37RMLDL9U, 5661080]
[paragraph, [95.0, 685.0, 749.0, 18.0], shoonya_2sAFA37RMLDL9U, 5661080]
[paragraph, [95.0, 703.0, 749.0, 18.0], shoonya_2sAFA37RMLDL9U, 5661080]
[section-title, [299.0, 744.0, 437.0, 30.0], BDl_nBK-ez, 5661080]
[paragraph, [310.0, 804.0, 353.0, 18.0], 5IaO27c31t, 5661080]
[paragraph, [310.0, 822.0, 353.0, 18.0], 5IaO27c31t, 5661080]
[figure-caption, [128.0, 1206.0, 164.0, 18.0], shoonya_3s6JZFWT8A4P0T, 5661080]
