[1823, 1375]
[folio, [571.0, 97.0, 295.0, 36.0], shoonya_3sPOH3D7PHLACA, 5683923]
[paragraph, [694.0, 164.0, 582.0, 36.0], shoonya_2sGISME386YUTY, 5683923]
[paragraph, [694.0, 200.0, 582.0, 36.0], shoonya_2sGISME386YUTY, 5683923]
[paragraph, [694.0, 236.0, 582.0, 36.0], shoonya_2sGISME386YUTY, 5683923]
[paragraph, [694.0, 272.0, 582.0, 36.0], shoonya_2sGISME386YUTY, 5683923]
[paragraph, [694.0, 308.0, 582.0, 36.0], shoonya_2sGISME386YUTY, 5683923]
[paragraph, [694.0, 344.0, 582.0, 36.0], shoonya_2sGISME386YUTY, 5683923]
[paragraph, [110.0, 167.0, 572.0, 36.0], shoonya_0s9HX8J8E32MG8, 5683923]
[paragraph, [110.0, 203.0, 572.0, 36.0], shoonya_0s9HX8J8E32MG8, 5683923]
[paragraph, [110.0, 239.0, 572.0, 36.0], shoonya_0s9HX8J8E32MG8, 5683923]
[paragraph, [110.0, 275.0, 572.0, 36.0], shoonya_0s9HX8J8E32MG8, 5683923]
[paragraph, [110.0, 311.0, 572.0, 36.0], shoonya_0s9HX8J8E32MG8, 5683923]
[paragraph, [110.0, 347.0, 572.0, 36.0], shoonya_0s9HX8J8E32MG8, 5683923]
[paragraph, [110.0, 383.0, 572.0, 36.0], shoonya_0s9HX8J8E32MG8, 5683923]
[paragraph, [110.0, 419.0, 572.0, 36.0], shoonya_0s9HX8J8E32MG8, 5683923]
[paragraph, [110.0, 455.0, 572.0, 36.0], shoonya_0s9HX8J8E32MG8, 5683923]
[paragraph, [110.0, 491.0, 572.0, 36.0], shoonya_0s9HX8J8E32MG8, 5683923]
[paragraph, [110.0, 527.0, 572.0, 36.0], shoonya_0s9HX8J8E32MG8, 5683923]
[paragraph, [110.0, 563.0, 572.0, 36.0], shoonya_0s9HX8J8E32MG8, 5683923]
[paragraph, [110.0, 599.0, 572.0, 36.0], shoonya_0s9HX8J8E32MG8, 5683923]
[paragraph, [110.0, 635.0, 572.0, 36.0], shoonya_0s9HX8J8E32MG8, 5683923]
[paragraph, [110.0, 671.0, 572.0, 36.0], shoonya_0s9HX8J8E32MG8, 5683923]
[paragraph, [693.0, 408.0, 579.0, 36.0], shoonya_4sHZU35M1NCAXJ, 5683923]
[paragraph, [693.0, 444.0, 579.0, 36.0], shoonya_4sHZU35M1NCAXJ, 5683923]
[paragraph, [693.0, 480.0, 579.0, 36.0], shoonya_4sHZU35M1NCAXJ, 5683923]
[paragraph, [693.0, 516.0, 579.0, 36.0], shoonya_4sHZU35M1NCAXJ, 5683923]
[paragraph, [693.0, 552.0, 579.0, 36.0], shoonya_4sHZU35M1NCAXJ, 5683923]
[paragraph, [693.0, 588.0, 579.0, 36.0], shoonya_4sHZU35M1NCAXJ, 5683923]
[paragraph, [693.0, 624.0, 579.0, 36.0], shoonya_4sHZU35M1NCAXJ, 5683923]
[paragraph, [693.0, 660.0, 579.0, 36.0], shoonya_4sHZU35M1NCAXJ, 5683923]
[paragraph, [693.0, 696.0, 579.0, 36.0], shoonya_4sHZU35M1NCAXJ, 5683923]
[paragraph, [693.0, 732.0, 579.0, 36.0], shoonya_4sHZU35M1NCAXJ, 5683923]
[paragraph, [693.0, 768.0, 579.0, 36.0], shoonya_4sHZU35M1NCAXJ, 5683923]
[paragraph, [693.0, 804.0, 579.0, 36.0], shoonya_4sHZU35M1NCAXJ, 5683923]
[paragraph, [693.0, 840.0, 579.0, 36.0], shoonya_4sHZU35M1NCAXJ, 5683923]
[paragraph, [693.0, 876.0, 579.0, 36.0], shoonya_4sHZU35M1NCAXJ, 5683923]
[paragraph, [693.0, 912.0, 579.0, 36.0], shoonya_4sHZU35M1NCAXJ, 5683923]
[paragraph, [693.0, 948.0, 579.0, 36.0], shoonya_4sHZU35M1NCAXJ, 5683923]
[paragraph, [693.0, 984.0, 579.0, 36.0], shoonya_4sHZU35M1NCAXJ, 5683923]
[paragraph, [693.0, 1020.0, 579.0, 36.0], shoonya_4sHZU35M1NCAXJ, 5683923]
[paragraph, [693.0, 1056.0, 579.0, 36.0], shoonya_4sHZU35M1NCAXJ, 5683923]
[paragraph, [693.0, 1092.0, 579.0, 36.0], shoonya_4sHZU35M1NCAXJ, 5683923]
[paragraph, [693.0, 1128.0, 579.0, 36.0], shoonya_4sHZU35M1NCAXJ, 5683923]
[paragraph, [693.0, 1164.0, 579.0, 36.0], shoonya_4sHZU35M1NCAXJ, 5683923]
[paragraph, [693.0, 1200.0, 579.0, 36.0], shoonya_4sHZU35M1NCAXJ, 5683923]
[paragraph, [693.0, 1236.0, 579.0, 36.0], shoonya_4sHZU35M1NCAXJ, 5683923]
[paragraph, [693.0, 1272.0, 579.0, 36.0], shoonya_4sHZU35M1NCAXJ, 5683923]
[paragraph, [693.0, 1308.0, 579.0, 36.0], shoonya_4sHZU35M1NCAXJ, 5683923]
[paragraph, [693.0, 1344.0, 579.0, 36.0], shoonya_4sHZU35M1NCAXJ, 5683923]
[paragraph, [693.0, 1380.0, 579.0, 36.0], shoonya_4sHZU35M1NCAXJ, 5683923]
[paragraph, [693.0, 1416.0, 579.0, 36.0], shoonya_4sHZU35M1NCAXJ, 5683923]
[paragraph, [693.0, 1452.0, 579.0, 36.0], shoonya_4sHZU35M1NCAXJ, 5683923]
[paragraph, [693.0, 1488.0, 579.0, 36.0], shoonya_4sHZU35M1NCAXJ, 5683923]
[paragraph, [693.0, 1524.0, 579.0, 36.0], shoonya_4sHZU35M1NCAXJ, 5683923]
[paragraph, [693.0, 1560.0, 579.0, 36.0], shoonya_4sHZU35M1NCAXJ, 5683923]
[paragraph, [693.0, 1596.0, 579.0, 36.0], shoonya_4sHZU35M1NCAXJ, 5683923]
[paragraph, [693.0, 1632.0, 579.0, 36.0], shoonya_4sHZU35M1NCAXJ, 5683923]
[paragraph, [693.0, 1668.0, 579.0, 36.0], shoonya_4sHZU35M1NCAXJ, 5683923]
[paragraph, [111.0, 738.0, 572.0, 36.0], shoonya_1s6N4GWOLVXHHU, 5683923]
[paragraph, [111.0, 774.0, 572.0, 36.0], shoonya_1s6N4GWOLVXHHU, 5683923]
[paragraph, [111.0, 810.0, 572.0, 36.0], shoonya_1s6N4GWOLVXHHU, 5683923]
[paragraph, [111.0, 846.0, 572.0, 36.0], shoonya_1s6N4GWOLVXHHU, 5683923]
[paragraph, [111.0, 882.0, 572.0, 36.0], shoonya_1s6N4GWOLVXHHU, 5683923]
[paragraph, [111.0, 918.0, 572.0, 36.0], shoonya_1s6N4GWOLVXHHU, 5683923]
[paragraph, [111.0, 954.0, 572.0, 36.0], shoonya_1s6N4GWOLVXHHU, 5683923]
[paragraph, [111.0, 990.0, 572.0, 36.0], shoonya_1s6N4GWOLVXHHU, 5683923]
[paragraph, [111.0, 1026.0, 572.0, 36.0], shoonya_1s6N4GWOLVXHHU, 5683923]
[paragraph, [111.0, 1062.0, 572.0, 36.0], shoonya_1s6N4GWOLVXHHU, 5683923]
[paragraph, [111.0, 1098.0, 572.0, 36.0], shoonya_1s6N4GWOLVXHHU, 5683923]
[paragraph, [111.0, 1134.0, 572.0, 36.0], shoonya_1s6N4GWOLVXHHU, 5683923]
[paragraph, [111.0, 1170.0, 572.0, 36.0], shoonya_1s6N4GWOLVXHHU, 5683923]
[paragraph, [111.0, 1206.0, 572.0, 36.0], shoonya_1s6N4GWOLVXHHU, 5683923]
[paragraph, [111.0, 1242.0, 572.0, 36.0], shoonya_1s6N4GWOLVXHHU, 5683923]
[paragraph, [111.0, 1278.0, 572.0, 36.0], shoonya_1s6N4GWOLVXHHU, 5683923]
[paragraph, [111.0, 1314.0, 572.0, 36.0], shoonya_1s6N4GWOLVXHHU, 5683923]
[paragraph, [111.0, 1350.0, 572.0, 36.0], shoonya_1s6N4GWOLVXHHU, 5683923]
[paragraph, [111.0, 1386.0, 572.0, 36.0], shoonya_1s6N4GWOLVXHHU, 5683923]
[paragraph, [111.0, 1422.0, 572.0, 36.0], shoonya_1s6N4GWOLVXHHU, 5683923]
[paragraph, [111.0, 1458.0, 572.0, 36.0], shoonya_1s6N4GWOLVXHHU, 5683923]
[paragraph, [111.0, 1494.0, 572.0, 36.0], shoonya_1s6N4GWOLVXHHU, 5683923]
[paragraph, [111.0, 1530.0, 572.0, 36.0], shoonya_1s6N4GWOLVXHHU, 5683923]
[paragraph, [111.0, 1566.0, 572.0, 36.0], shoonya_1s6N4GWOLVXHHU, 5683923]
[paragraph, [111.0, 1602.0, 572.0, 36.0], shoonya_1s6N4GWOLVXHHU, 5683923]
[paragraph, [111.0, 1638.0, 572.0, 36.0], shoonya_1s6N4GWOLVXHHU, 5683923]
