[2339, 1653]
[paragraph, [223.0, 209.0, 1201.0, 36.0], ArDt6uwwkw, 5686516]
[paragraph, [223.0, 245.0, 1201.0, 36.0], ArDt6uwwkw, 5686516]
[paragraph, [223.0, 281.0, 1201.0, 36.0], ArDt6uwwkw, 5686516]
[paragraph, [223.0, 317.0, 1201.0, 36.0], ArDt6uwwkw, 5686516]
[paragraph, [223.0, 353.0, 1201.0, 36.0], ArDt6uwwkw, 5686516]
[paragraph, [221.0, 427.0, 1215.0, 36.0], shoonya_1s43U9NTOJZBGT, 5686516]
[paragraph, [221.0, 463.0, 1215.0, 36.0], shoonya_1s43U9NTOJZBGT, 5686516]
[paragraph, [221.0, 499.0, 1215.0, 36.0], shoonya_1s43U9NTOJZBGT, 5686516]
[paragraph, [221.0, 535.0, 1215.0, 36.0], shoonya_1s43U9NTOJZBGT, 5686516]
[paragraph, [221.0, 571.0, 1215.0, 36.0], shoonya_1s43U9NTOJZBGT, 5686516]
[paragraph, [221.0, 607.0, 1215.0, 36.0], shoonya_1s43U9NTOJZBGT, 5686516]
[paragraph, [221.0, 643.0, 1215.0, 36.0], shoonya_1s43U9NTOJZBGT, 5686516]
[paragraph, [221.0, 679.0, 1215.0, 36.0], shoonya_1s43U9NTOJZBGT, 5686516]
[paragraph, [221.0, 715.0, 1215.0, 36.0], shoonya_1s43U9NTOJZBGT, 5686516]
[paragraph, [221.0, 751.0, 1215.0, 36.0], shoonya_1s43U9NTOJZBGT, 5686516]
[paragraph, [221.0, 787.0, 1215.0, 36.0], shoonya_1s43U9NTOJZBGT, 5686516]
[paragraph, [221.0, 823.0, 1215.0, 36.0], shoonya_1s43U9NTOJZBGT, 5686516]
[paragraph, [221.0, 859.0, 1215.0, 36.0], shoonya_1s43U9NTOJZBGT, 5686516]
[paragraph, [221.0, 895.0, 1215.0, 36.0], shoonya_1s43U9NTOJZBGT, 5686516]
[paragraph, [221.0, 931.0, 1215.0, 36.0], shoonya_1s43U9NTOJZBGT, 5686516]
[paragraph, [221.0, 967.0, 1215.0, 36.0], shoonya_1s43U9NTOJZBGT, 5686516]
[paragraph, [221.0, 1003.0, 1215.0, 36.0], shoonya_1s43U9NTOJZBGT, 5686516]
[paragraph, [221.0, 1039.0, 1215.0, 36.0], shoonya_1s43U9NTOJZBGT, 5686516]
[paragraph, [221.0, 1075.0, 1215.0, 36.0], shoonya_1s43U9NTOJZBGT, 5686516]
[paragraph, [221.0, 1111.0, 1215.0, 36.0], shoonya_1s43U9NTOJZBGT, 5686516]
[paragraph, [221.0, 1147.0, 1215.0, 36.0], shoonya_1s43U9NTOJZBGT, 5686516]
[paragraph, [221.0, 1183.0, 1215.0, 36.0], shoonya_1s43U9NTOJZBGT, 5686516]
[paragraph, [221.0, 1219.0, 1215.0, 36.0], shoonya_1s43U9NTOJZBGT, 5686516]
[paragraph, [221.0, 1255.0, 1215.0, 36.0], shoonya_1s43U9NTOJZBGT, 5686516]
[paragraph, [221.0, 1291.0, 1215.0, 36.0], shoonya_1s43U9NTOJZBGT, 5686516]
[paragraph, [221.0, 1327.0, 1215.0, 36.0], shoonya_1s43U9NTOJZBGT, 5686516]
[paragraph, [221.0, 1363.0, 1215.0, 36.0], shoonya_1s43U9NTOJZBGT, 5686516]
[paragraph, [221.0, 1399.0, 1215.0, 36.0], shoonya_1s43U9NTOJZBGT, 5686516]
[paragraph, [221.0, 1435.0, 1215.0, 36.0], shoonya_1s43U9NTOJZBGT, 5686516]
[paragraph, [221.0, 1471.0, 1215.0, 36.0], shoonya_1s43U9NTOJZBGT, 5686516]
[paragraph, [221.0, 1507.0, 1215.0, 36.0], shoonya_1s43U9NTOJZBGT, 5686516]
[paragraph, [221.0, 1543.0, 1215.0, 36.0], shoonya_1s43U9NTOJZBGT, 5686516]
[paragraph, [221.0, 1579.0, 1215.0, 36.0], shoonya_1s43U9NTOJZBGT, 5686516]
[paragraph, [221.0, 1615.0, 1215.0, 36.0], shoonya_1s43U9NTOJZBGT, 5686516]
[paragraph, [221.0, 1651.0, 1215.0, 36.0], shoonya_1s43U9NTOJZBGT, 5686516]
[paragraph, [221.0, 1687.0, 1215.0, 36.0], shoonya_1s43U9NTOJZBGT, 5686516]
[paragraph, [221.0, 1723.0, 1215.0, 36.0], shoonya_1s43U9NTOJZBGT, 5686516]
[paragraph, [221.0, 1759.0, 1215.0, 36.0], shoonya_1s43U9NTOJZBGT, 5686516]
[paragraph, [221.0, 1795.0, 1215.0, 36.0], shoonya_1s43U9NTOJZBGT, 5686516]
[reference, [227.0, 1881.0, 1199.0, 36.0], shoonya_0sSMHM64TBEALJ, 5686516]
[reference, [227.0, 1917.0, 1199.0, 36.0], shoonya_0sSMHM64TBEALJ, 5686516]
[reference, [227.0, 1953.0, 1199.0, 36.0], shoonya_0sSMHM64TBEALJ, 5686516]
[reference, [227.0, 1989.0, 1199.0, 36.0], shoonya_0sSMHM64TBEALJ, 5686516]
[reference, [227.0, 2025.0, 1199.0, 36.0], shoonya_0sSMHM64TBEALJ, 5686516]
[reference, [227.0, 2061.0, 1199.0, 36.0], shoonya_0sSMHM64TBEALJ, 5686516]
[reference, [227.0, 2097.0, 1199.0, 36.0], shoonya_0sSMHM64TBEALJ, 5686516]
