[1625, 1211]
[headline, [302.0, 116.0, 838.0, 37.5], RArtUELiqI, 5742175]
[headline, [302.0, 153.5, 838.0, 37.5], RArtUELiqI, 5742175]
[sub-headline, [122.0, 218.0, 991.0, 36.0], VK2YN_jlI3, 5742175]
[sub-headline, [122.0, 254.0, 991.0, 36.0], VK2YN_jlI3, 5742175]
[author, [549.0, 310.0, 245.0, 36.0], mYvHikZ7dj, 5742175]
[paragraph, [56.0, 393.0, 362.0, 36.0], shoonya_0s973LY8SO0KJH, 5742175]
[paragraph, [56.0, 429.0, 362.0, 36.0], shoonya_0s973LY8SO0KJH, 5742175]
[paragraph, [56.0, 465.0, 362.0, 36.0], shoonya_0s973LY8SO0KJH, 5742175]
[paragraph, [56.0, 501.0, 362.0, 36.0], shoonya_0s973LY8SO0KJH, 5742175]
[paragraph, [56.0, 537.0, 362.0, 36.0], shoonya_0s973LY8SO0KJH, 5742175]
[paragraph, [56.0, 573.0, 362.0, 36.0], shoonya_0s973LY8SO0KJH, 5742175]
[paragraph, [56.0, 609.0, 362.0, 36.0], shoonya_0s973LY8SO0KJH, 5742175]
[paragraph, [56.0, 645.0, 362.0, 36.0], shoonya_0s973LY8SO0KJH, 5742175]
[paragraph, [56.0, 681.0, 362.0, 36.0], shoonya_0s973LY8SO0KJH, 5742175]
[paragraph, [429.0, 393.0, 357.0, 36.0], shoonya_3sVZHZ94NI2PV0, 5742175]
[paragraph, [429.0, 429.0, 357.0, 36.0], shoonya_3sVZHZ94NI2PV0, 5742175]
[paragraph, [429.0, 465.0, 357.0, 36.0], shoonya_3sVZHZ94NI2PV0, 5742175]
[paragraph, [429.0, 501.0, 357.0, 36.0], shoonya_3sVZHZ94NI2PV0, 5742175]
[paragraph, [429.0, 537.0, 357.0, 36.0], shoonya_3sVZHZ94NI2PV0, 5742175]
[paragraph, [429.0, 573.0, 357.0, 36.0], shoonya_3sVZHZ94NI2PV0, 5742175]
[paragraph, [429.0, 609.0, 357.0, 36.0], shoonya_3sVZHZ94NI2PV0, 5742175]
[paragraph, [795.0, 393.0, 353.0, 36.0], shoonya_2sER0BHTEHP6GF, 5742175]
[paragraph, [795.0, 429.0, 353.0, 36.0], shoonya_2sER0BHTEHP6GF, 5742175]
[paragraph, [795.0, 465.0, 353.0, 36.0], shoonya_2sER0BHTEHP6GF, 5742175]
[paragraph, [795.0, 501.0, 353.0, 36.0], shoonya_2sER0BHTEHP6GF, 5742175]
[paragraph, [795.0, 537.0, 353.0, 36.0], shoonya_2sER0BHTEHP6GF, 5742175]
[paragraph, [795.0, 573.0, 353.0, 36.0], shoonya_2sER0BHTEHP6GF, 5742175]
[paragraph, [795.0, 609.0, 353.0, 36.0], shoonya_2sER0BHTEHP6GF, 5742175]
[paragraph, [795.0, 645.0, 353.0, 36.0], shoonya_2sER0BHTEHP6GF, 5742175]
[paragraph, [795.0, 681.0, 353.0, 36.0], shoonya_2sER0BHTEHP6GF, 5742175]
[paragraph, [795.0, 717.0, 353.0, 36.0], shoonya_2sER0BHTEHP6GF, 5742175]
[paragraph, [795.0, 753.0, 353.0, 36.0], shoonya_2sER0BHTEHP6GF, 5742175]
[paragraph, [795.0, 789.0, 353.0, 36.0], shoonya_2sER0BHTEHP6GF, 5742175]
[paragraph, [795.0, 825.0, 353.0, 36.0], shoonya_2sER0BHTEHP6GF, 5742175]
[paragraph, [795.0, 861.0, 353.0, 36.0], shoonya_2sER0BHTEHP6GF, 5742175]
[paragraph, [424.0, 660.0, 360.0, 36.0], shoonya_5sV75I7PDP06HY, 5742175]
[paragraph, [424.0, 696.0, 360.0, 36.0], shoonya_5sV75I7PDP06HY, 5742175]
[paragraph, [424.0, 732.0, 360.0, 36.0], shoonya_5sV75I7PDP06HY, 5742175]
[paragraph, [424.0, 768.0, 360.0, 36.0], shoonya_5sV75I7PDP06HY, 5742175]
[paragraph, [424.0, 804.0, 360.0, 36.0], shoonya_5sV75I7PDP06HY, 5742175]
[paragraph, [424.0, 840.0, 360.0, 36.0], shoonya_5sV75I7PDP06HY, 5742175]
[paragraph, [424.0, 876.0, 360.0, 36.0], shoonya_5sV75I7PDP06HY, 5742175]
[paragraph, [424.0, 912.0, 360.0, 36.0], shoonya_5sV75I7PDP06HY, 5742175]
[paragraph, [424.0, 948.0, 360.0, 36.0], shoonya_5sV75I7PDP06HY, 5742175]
[paragraph, [424.0, 984.0, 360.0, 36.0], shoonya_5sV75I7PDP06HY, 5742175]
[paragraph, [424.0, 1020.0, 360.0, 36.0], shoonya_5sV75I7PDP06HY, 5742175]
[paragraph, [424.0, 1056.0, 360.0, 36.0], shoonya_5sV75I7PDP06HY, 5742175]
[paragraph, [424.0, 1092.0, 360.0, 36.0], shoonya_5sV75I7PDP06HY, 5742175]
[paragraph, [424.0, 1128.0, 360.0, 36.0], shoonya_5sV75I7PDP06HY, 5742175]
[paragraph, [424.0, 1164.0, 360.0, 36.0], shoonya_5sV75I7PDP06HY, 5742175]
[paragraph, [57.0, 747.0, 357.0, 36.0], shoonya_1sXJZU7Z5OXDWK, 5742175]
[paragraph, [57.0, 783.0, 357.0, 36.0], shoonya_1sXJZU7Z5OXDWK, 5742175]
[paragraph, [57.0, 819.0, 357.0, 36.0], shoonya_1sXJZU7Z5OXDWK, 5742175]
[paragraph, [57.0, 855.0, 357.0, 36.0], shoonya_1sXJZU7Z5OXDWK, 5742175]
[paragraph, [57.0, 891.0, 357.0, 36.0], shoonya_1sXJZU7Z5OXDWK, 5742175]
[paragraph, [57.0, 927.0, 357.0, 36.0], shoonya_1sXJZU7Z5OXDWK, 5742175]
[paragraph, [57.0, 963.0, 357.0, 36.0], shoonya_1sXJZU7Z5OXDWK, 5742175]
[paragraph, [57.0, 999.0, 357.0, 36.0], shoonya_1sXJZU7Z5OXDWK, 5742175]
[paragraph, [57.0, 1035.0, 357.0, 36.0], shoonya_1sXJZU7Z5OXDWK, 5742175]
[paragraph, [57.0, 1071.0, 357.0, 36.0], shoonya_1sXJZU7Z5OXDWK, 5742175]
[paragraph, [57.0, 1107.0, 357.0, 36.0], shoonya_1sXJZU7Z5OXDWK, 5742175]
[paragraph, [57.0, 1143.0, 357.0, 36.0], shoonya_1sXJZU7Z5OXDWK, 5742175]
[paragraph, [57.0, 1179.0, 357.0, 36.0], shoonya_1sXJZU7Z5OXDWK, 5742175]
[paragraph, [57.0, 1215.0, 357.0, 36.0], shoonya_1sXJZU7Z5OXDWK, 5742175]
[paragraph, [57.0, 1251.0, 357.0, 36.0], shoonya_1sXJZU7Z5OXDWK, 5742175]
[paragraph, [57.0, 1287.0, 357.0, 36.0], shoonya_1sXJZU7Z5OXDWK, 5742175]
[paragraph, [57.0, 1323.0, 357.0, 36.0], shoonya_1sXJZU7Z5OXDWK, 5742175]
[paragraph, [57.0, 1359.0, 357.0, 36.0], shoonya_1sXJZU7Z5OXDWK, 5742175]
[paragraph, [57.0, 1395.0, 357.0, 36.0], shoonya_1sXJZU7Z5OXDWK, 5742175]
[paragraph, [793.0, 907.0, 352.0, 36.0], 4-tGaUFvi6, 5742175]
[paragraph, [793.0, 943.0, 352.0, 36.0], 4-tGaUFvi6, 5742175]
[paragraph, [793.0, 979.0, 352.0, 36.0], 4-tGaUFvi6, 5742175]
[paragraph, [793.0, 1015.0, 352.0, 36.0], 4-tGaUFvi6, 5742175]
[paragraph, [793.0, 1051.0, 352.0, 36.0], 4-tGaUFvi6, 5742175]
[paragraph, [793.0, 1087.0, 352.0, 36.0], 4-tGaUFvi6, 5742175]
[paragraph, [793.0, 1123.0, 352.0, 36.0], 4-tGaUFvi6, 5742175]
[unordered-list, [800.0, 1220.0, 342.0, 36.0], shoonya_6s93QQC579SSRU, 5742175]
[unordered-list, [800.0, 1256.0, 342.0, 36.0], shoonya_6s93QQC579SSRU, 5742175]
[unordered-list, [800.0, 1292.0, 342.0, 36.0], shoonya_6s93QQC579SSRU, 5742175]
[unordered-list, [800.0, 1328.0, 342.0, 36.0], shoonya_6s93QQC579SSRU, 5742175]
[unordered-list, [800.0, 1364.0, 342.0, 36.0], shoonya_6s93QQC579SSRU, 5742175]
[unordered-list, [800.0, 1400.0, 342.0, 36.0], shoonya_6s93QQC579SSRU, 5742175]
[paragraph, [423.0, 1231.0, 358.0, 36.0], T6ZUGi6fCE, 5742175]
[paragraph, [423.0, 1267.0, 358.0, 36.0], T6ZUGi6fCE, 5742175]
