[842, 596]
[sub-section-title, [67.0, 76.0, 494.0, 25.5], 5w6zk3gqIa, 5658409]
[unordered-list, [71.0, 112.0, 454.0, 18.0], shoonya_0s4I6769ZY61YQ, 5658409]
[unordered-list, [71.0, 130.0, 454.0, 18.0], shoonya_0s4I6769ZY61YQ, 5658409]
[unordered-list, [71.0, 148.0, 454.0, 18.0], shoonya_0s4I6769ZY61YQ, 5658409]
[unordered-list, [71.0, 166.0, 454.0, 18.0], shoonya_0s4I6769ZY61YQ, 5658409]
[unordered-list, [71.0, 184.0, 454.0, 18.0], shoonya_0s4I6769ZY61YQ, 5658409]
[unordered-list, [71.0, 202.0, 454.0, 18.0], shoonya_0s4I6769ZY61YQ, 5658409]
[unordered-list, [71.0, 220.0, 454.0, 18.0], shoonya_0s4I6769ZY61YQ, 5658409]
[unordered-list, [71.0, 238.0, 454.0, 18.0], shoonya_0s4I6769ZY61YQ, 5658409]
[unordered-list, [71.0, 256.0, 454.0, 18.0], shoonya_0s4I6769ZY61YQ, 5658409]
[unordered-list, [71.0, 274.0, 454.0, 18.0], shoonya_0s4I6769ZY61YQ, 5658409]
[unordered-list, [71.0, 292.0, 454.0, 18.0], shoonya_0s4I6769ZY61YQ, 5658409]
[unordered-list, [71.0, 310.0, 454.0, 18.0], shoonya_0s4I6769ZY61YQ, 5658409]
[unordered-list, [71.0, 328.0, 454.0, 18.0], shoonya_0s4I6769ZY61YQ, 5658409]
[unordered-list, [71.0, 346.0, 454.0, 18.0], shoonya_0s4I6769ZY61YQ, 5658409]
[unordered-list, [71.0, 364.0, 454.0, 18.0], shoonya_0s4I6769ZY61YQ, 5658409]
[unordered-list, [71.0, 382.0, 454.0, 18.0], shoonya_0s4I6769ZY61YQ, 5658409]
[unordered-list, [71.0, 400.0, 454.0, 18.0], shoonya_0s4I6769ZY61YQ, 5658409]
[unordered-list, [71.0, 418.0, 454.0, 18.0], shoonya_0s4I6769ZY61YQ, 5658409]
[unordered-list, [71.0, 436.0, 454.0, 18.0], shoonya_0s4I6769ZY61YQ, 5658409]
[unordered-list, [71.0, 454.0, 454.0, 18.0], shoonya_0s4I6769ZY61YQ, 5658409]
[unordered-list, [71.0, 472.0, 454.0, 18.0], shoonya_0s4I6769ZY61YQ, 5658409]
[unordered-list, [71.0, 490.0, 454.0, 18.0], shoonya_0s4I6769ZY61YQ, 5658409]
[unordered-list, [71.0, 508.0, 454.0, 18.0], shoonya_0s4I6769ZY61YQ, 5658409]
[unordered-list, [71.0, 526.0, 454.0, 18.0], shoonya_0s4I6769ZY61YQ, 5658409]
[unordered-list, [71.0, 544.0, 454.0, 18.0], shoonya_0s4I6769ZY61YQ, 5658409]
[unordered-list, [71.0, 562.0, 454.0, 18.0], shoonya_0s4I6769ZY61YQ, 5658409]
[unordered-list, [71.0, 580.0, 454.0, 18.0], shoonya_0s4I6769ZY61YQ, 5658409]
[unordered-list, [71.0, 598.0, 454.0, 18.0], shoonya_0s4I6769ZY61YQ, 5658409]
[unordered-list, [71.0, 616.0, 454.0, 18.0], shoonya_0s4I6769ZY61YQ, 5658409]
[unordered-list, [71.0, 634.0, 454.0, 18.0], shoonya_0s4I6769ZY61YQ, 5658409]
[unordered-list, [71.0, 652.0, 454.0, 18.0], shoonya_0s4I6769ZY61YQ, 5658409]
[unordered-list, [71.0, 670.0, 454.0, 18.0], shoonya_0s4I6769ZY61YQ, 5658409]
[unordered-list, [71.0, 688.0, 454.0, 18.0], shoonya_0s4I6769ZY61YQ, 5658409]
[unordered-list, [71.0, 706.0, 454.0, 18.0], shoonya_0s4I6769ZY61YQ, 5658409]
[unordered-list, [71.0, 724.0, 454.0, 18.0], shoonya_0s4I6769ZY61YQ, 5658409]
[footnote, [78.0, 772.0, 466.0, 18.0], 9WnUw5hzsW, 5658409]
[footnote, [78.0, 790.0, 466.0, 18.0], 9WnUw5hzsW, 5658409]
