[792, 612]
[paragraph, [57.0, 420.0, 162.0, 18.0], shoonya_8s0DHQ6Q5E6WK3, 6516017]
[paragraph, [57.0, 438.0, 162.0, 18.0], shoonya_8s0DHQ6Q5E6WK3, 6516017]
[paragraph, [57.0, 456.0, 162.0, 18.0], shoonya_8s0DHQ6Q5E6WK3, 6516017]
[paragraph, [57.0, 474.0, 162.0, 18.0], shoonya_8s0DHQ6Q5E6WK3, 6516017]
[paragraph, [57.0, 492.0, 162.0, 18.0], shoonya_8s0DHQ6Q5E6WK3, 6516017]
[paragraph, [57.0, 510.0, 162.0, 18.0], shoonya_8s0DHQ6Q5E6WK3, 6516017]
[paragraph, [226.0, 421.0, 161.0, 18.0], shoonya_4sT8HCZUGD1G5I, 6516017]
[paragraph, [226.0, 439.0, 161.0, 18.0], shoonya_4sT8HCZUGD1G5I, 6516017]
[paragraph, [226.0, 457.0, 161.0, 18.0], shoonya_4sT8HCZUGD1G5I, 6516017]
[section-title, [402.0, 428.0, 125.0, 30.0], shoonya_7sH1GZW2TO10VX, 6516017]
[sidebar, [403.0, 463.0, 139.0, 18.0], shoonya_3s4SMGEXXJJXBQ, 6516017]
[sidebar, [403.0, 481.0, 139.0, 18.0], shoonya_3s4SMGEXXJJXBQ, 6516017]
[sidebar, [403.0, 499.0, 139.0, 18.0], shoonya_3s4SMGEXXJJXBQ, 6516017]
[sidebar, [403.0, 517.0, 139.0, 18.0], shoonya_3s4SMGEXXJJXBQ, 6516017]
[sidebar, [403.0, 535.0, 139.0, 18.0], shoonya_3s4SMGEXXJJXBQ, 6516017]
[sidebar, [403.0, 553.0, 139.0, 18.0], shoonya_3s4SMGEXXJJXBQ, 6516017]
[sidebar, [403.0, 571.0, 139.0, 18.0], shoonya_3s4SMGEXXJJXBQ, 6516017]
[sidebar, [403.0, 589.0, 139.0, 18.0], shoonya_3s4SMGEXXJJXBQ, 6516017]
[sidebar, [403.0, 607.0, 139.0, 18.0], shoonya_3s4SMGEXXJJXBQ, 6516017]
[sidebar, [403.0, 625.0, 139.0, 18.0], shoonya_3s4SMGEXXJJXBQ, 6516017]
[paragraph, [226.0, 483.0, 161.0, 18.0], shoonya_1s646YD8X0J5AB, 6516017]
[paragraph, [226.0, 501.0, 161.0, 18.0], shoonya_1s646YD8X0J5AB, 6516017]
[paragraph, [226.0, 519.0, 161.0, 18.0], shoonya_1s646YD8X0J5AB, 6516017]
[paragraph, [226.0, 537.0, 161.0, 18.0], shoonya_1s646YD8X0J5AB, 6516017]
[paragraph, [226.0, 555.0, 161.0, 18.0], shoonya_1s646YD8X0J5AB, 6516017]
[paragraph, [226.0, 573.0, 161.0, 18.0], shoonya_1s646YD8X0J5AB, 6516017]
[paragraph, [226.0, 591.0, 161.0, 18.0], shoonya_1s646YD8X0J5AB, 6516017]
[paragraph, [58.0, 543.0, 159.0, 18.0], shoonya_5sS32ISC6G0Q42, 6516017]
[paragraph, [58.0, 561.0, 159.0, 18.0], shoonya_5sS32ISC6G0Q42, 6516017]
[paragraph, [58.0, 579.0, 159.0, 18.0], shoonya_5sS32ISC6G0Q42, 6516017]
[paragraph, [58.0, 597.0, 159.0, 18.0], shoonya_5sS32ISC6G0Q42, 6516017]
[paragraph, [58.0, 615.0, 159.0, 18.0], shoonya_5sS32ISC6G0Q42, 6516017]
[paragraph, [58.0, 633.0, 159.0, 18.0], shoonya_5sS32ISC6G0Q42, 6516017]
[paragraph, [58.0, 651.0, 159.0, 18.0], shoonya_5sS32ISC6G0Q42, 6516017]
[paragraph, [58.0, 669.0, 159.0, 18.0], shoonya_5sS32ISC6G0Q42, 6516017]
[paragraph, [58.0, 687.0, 159.0, 18.0], shoonya_5sS32ISC6G0Q42, 6516017]
[paragraph, [58.0, 705.0, 159.0, 18.0], shoonya_5sS32ISC6G0Q42, 6516017]
[paragraph, [58.0, 723.0, 159.0, 18.0], shoonya_5sS32ISC6G0Q42, 6516017]
[paragraph, [225.0, 627.0, 82.0, 18.0], shoonya_12sAFO60UCC6JG, 6516017]
[paragraph, [225.0, 645.0, 82.0, 18.0], shoonya_12sAFO60UCC6JG, 6516017]
[paragraph, [225.0, 663.0, 82.0, 18.0], shoonya_12sAFO60UCC6JG, 6516017]
[sidebar, [435.0, 645.0, 100.0, 18.0], shoonya_2sBGQFYGLSQRB2, 6516017]
[sidebar, [435.0, 663.0, 100.0, 18.0], shoonya_2sBGQFYGLSQRB2, 6516017]
[sidebar, [485.0, 686.0, 53.0, 18.0], P-5YFkGFSt, 6516017]
[sidebar, [485.0, 704.0, 53.0, 18.0], P-5YFkGFSt, 6516017]
[paragraph, [225.0, 687.0, 88.0, 18.0], shoonya_10sOO3P8B503OZ, 6516017]
[paragraph, [225.0, 705.0, 88.0, 18.0], shoonya_10sOO3P8B503OZ, 6516017]
[paragraph, [225.0, 723.0, 88.0, 18.0], shoonya_10sOO3P8B503OZ, 6516017]
