[2200, 1700]
[paragraph, [353.0, 86.0, 1080.0, 36.0], shoonya_0sC0MPBNLFISUA, 5730634]
[paragraph, [353.0, 122.0, 1080.0, 36.0], shoonya_0sC0MPBNLFISUA, 5730634]
[paragraph, [353.0, 158.0, 1080.0, 36.0], shoonya_0sC0MPBNLFISUA, 5730634]
[paragraph, [351.0, 203.0, 1084.0, 36.0], shoonya_1sDUH2H4T44OMT, 5730634]
[paragraph, [351.0, 239.0, 1084.0, 36.0], shoonya_1sDUH2H4T44OMT, 5730634]
[paragraph, [351.0, 275.0, 1084.0, 36.0], shoonya_1sDUH2H4T44OMT, 5730634]
[paragraph, [348.0, 312.0, 1093.0, 36.0], shoonya_2sTZ5SJNNCZUBQ, 5730634]
[paragraph, [348.0, 348.0, 1093.0, 36.0], shoonya_2sTZ5SJNNCZUBQ, 5730634]
[paragraph, [348.0, 384.0, 1093.0, 36.0], shoonya_2sTZ5SJNNCZUBQ, 5730634]
[paragraph, [348.0, 420.0, 1093.0, 36.0], shoonya_2sTZ5SJNNCZUBQ, 5730634]
[paragraph, [348.0, 456.0, 1093.0, 36.0], shoonya_2sTZ5SJNNCZUBQ, 5730634]
[paragraph, [348.0, 492.0, 1093.0, 36.0], shoonya_2sTZ5SJNNCZUBQ, 5730634]
[paragraph, [348.0, 528.0, 1093.0, 36.0], shoonya_2sTZ5SJNNCZUBQ, 5730634]
[paragraph, [348.0, 564.0, 1093.0, 36.0], shoonya_2sTZ5SJNNCZUBQ, 5730634]
[paragraph, [348.0, 600.0, 1093.0, 36.0], shoonya_2sTZ5SJNNCZUBQ, 5730634]
[paragraph, [348.0, 636.0, 1093.0, 36.0], shoonya_2sTZ5SJNNCZUBQ, 5730634]
[paragraph, [348.0, 672.0, 1093.0, 36.0], shoonya_2sTZ5SJNNCZUBQ, 5730634]
[paragraph, [348.0, 708.0, 1093.0, 36.0], shoonya_2sTZ5SJNNCZUBQ, 5730634]
[paragraph, [348.0, 744.0, 1093.0, 36.0], shoonya_2sTZ5SJNNCZUBQ, 5730634]
[paragraph, [348.0, 780.0, 1093.0, 36.0], shoonya_2sTZ5SJNNCZUBQ, 5730634]
[paragraph, [348.0, 816.0, 1093.0, 36.0], shoonya_2sTZ5SJNNCZUBQ, 5730634]
[paragraph, [348.0, 852.0, 1093.0, 36.0], shoonya_2sTZ5SJNNCZUBQ, 5730634]
[paragraph, [348.0, 888.0, 1093.0, 36.0], shoonya_2sTZ5SJNNCZUBQ, 5730634]
[paragraph, [348.0, 924.0, 1093.0, 36.0], shoonya_2sTZ5SJNNCZUBQ, 5730634]
[paragraph, [348.0, 960.0, 1093.0, 36.0], shoonya_2sTZ5SJNNCZUBQ, 5730634]
[paragraph, [348.0, 996.0, 1093.0, 36.0], shoonya_2sTZ5SJNNCZUBQ, 5730634]
[paragraph, [348.0, 1032.0, 1093.0, 36.0], shoonya_2sTZ5SJNNCZUBQ, 5730634]
[paragraph, [348.0, 1068.0, 1093.0, 36.0], shoonya_2sTZ5SJNNCZUBQ, 5730634]
[paragraph, [348.0, 1104.0, 1093.0, 36.0], shoonya_2sTZ5SJNNCZUBQ, 5730634]
[paragraph, [348.0, 1140.0, 1093.0, 36.0], shoonya_2sTZ5SJNNCZUBQ, 5730634]
[paragraph, [348.0, 1176.0, 1093.0, 36.0], shoonya_2sTZ5SJNNCZUBQ, 5730634]
[paragraph, [348.0, 1212.0, 1093.0, 36.0], shoonya_2sTZ5SJNNCZUBQ, 5730634]
[paragraph, [348.0, 1248.0, 1093.0, 36.0], shoonya_2sTZ5SJNNCZUBQ, 5730634]
[paragraph, [348.0, 1284.0, 1093.0, 36.0], shoonya_2sTZ5SJNNCZUBQ, 5730634]
[paragraph, [348.0, 1320.0, 1093.0, 36.0], shoonya_2sTZ5SJNNCZUBQ, 5730634]
[paragraph, [348.0, 1356.0, 1093.0, 36.0], shoonya_2sTZ5SJNNCZUBQ, 5730634]
[paragraph, [348.0, 1392.0, 1093.0, 36.0], shoonya_2sTZ5SJNNCZUBQ, 5730634]
[paragraph, [348.0, 1428.0, 1093.0, 36.0], shoonya_2sTZ5SJNNCZUBQ, 5730634]
[paragraph, [348.0, 1464.0, 1093.0, 36.0], shoonya_2sTZ5SJNNCZUBQ, 5730634]
[paragraph, [348.0, 1500.0, 1093.0, 36.0], shoonya_2sTZ5SJNNCZUBQ, 5730634]
[paragraph, [343.0, 1558.0, 1092.0, 36.0], shoonya_3sUMOGJIUSON9K, 5730634]
[paragraph, [343.0, 1594.0, 1092.0, 36.0], shoonya_3sUMOGJIUSON9K, 5730634]
[paragraph, [343.0, 1630.0, 1092.0, 36.0], shoonya_3sUMOGJIUSON9K, 5730634]
[paragraph, [343.0, 1666.0, 1092.0, 36.0], shoonya_3sUMOGJIUSON9K, 5730634]
[paragraph, [343.0, 1702.0, 1092.0, 36.0], shoonya_3sUMOGJIUSON9K, 5730634]
[paragraph, [348.0, 1730.0, 1090.0, 36.0], Aol-9sayOT, 5730634]
[paragraph, [348.0, 1766.0, 1090.0, 36.0], Aol-9sayOT, 5730634]
[paragraph, [348.0, 1802.0, 1090.0, 36.0], Aol-9sayOT, 5730634]
[paragraph, [348.0, 1838.0, 1090.0, 36.0], Aol-9sayOT, 5730634]
[paragraph, [348.0, 1874.0, 1090.0, 36.0], Aol-9sayOT, 5730634]
[paragraph, [348.0, 1910.0, 1090.0, 36.0], Aol-9sayOT, 5730634]
[folio, [681.0, 2030.0, 672.0, 36.0], 3kkV9Lxawz, 5730634]
