[3300, 2550]
[paragraph, [252.0, 270.0, 2037.0, 52.5], shoonya_1sEKBW9MAZ67PL, 5720460]
[paragraph, [252.0, 322.5, 2037.0, 52.5], shoonya_1sEKBW9MAZ67PL, 5720460]
[paragraph, [252.0, 375.0, 2037.0, 52.5], shoonya_1sEKBW9MAZ67PL, 5720460]
[paragraph, [252.0, 427.5, 2037.0, 52.5], shoonya_1sEKBW9MAZ67PL, 5720460]
[paragraph, [252.0, 480.0, 2037.0, 52.5], shoonya_1sEKBW9MAZ67PL, 5720460]
[paragraph, [252.0, 532.5, 2037.0, 52.5], shoonya_1sEKBW9MAZ67PL, 5720460]
[paragraph, [252.0, 585.0, 2037.0, 52.5], shoonya_1sEKBW9MAZ67PL, 5720460]
[paragraph, [252.0, 637.5, 2037.0, 52.5], shoonya_1sEKBW9MAZ67PL, 5720460]
[paragraph, [252.0, 690.0, 2037.0, 52.5], shoonya_1sEKBW9MAZ67PL, 5720460]
[paragraph, [252.0, 742.5, 2037.0, 52.5], shoonya_1sEKBW9MAZ67PL, 5720460]
[paragraph, [252.0, 795.0, 2037.0, 52.5], shoonya_1sEKBW9MAZ67PL, 5720460]
[paragraph, [252.0, 847.5, 2037.0, 52.5], shoonya_1sEKBW9MAZ67PL, 5720460]
[paragraph, [252.0, 900.0, 2037.0, 52.5], shoonya_1sEKBW9MAZ67PL, 5720460]
[paragraph, [252.0, 952.5, 2037.0, 52.5], shoonya_1sEKBW9MAZ67PL, 5720460]
[paragraph, [252.0, 1005.0, 2037.0, 52.5], shoonya_1sEKBW9MAZ67PL, 5720460]
[paragraph, [252.0, 1057.5, 2037.0, 52.5], shoonya_1sEKBW9MAZ67PL, 5720460]
[paragraph, [252.0, 1110.0, 2037.0, 52.5], shoonya_1sEKBW9MAZ67PL, 5720460]
[paragraph, [252.0, 1162.5, 2037.0, 52.5], shoonya_1sEKBW9MAZ67PL, 5720460]
[paragraph, [252.0, 1215.0, 2037.0, 52.5], shoonya_1sEKBW9MAZ67PL, 5720460]
[paragraph, [252.0, 1267.5, 2037.0, 52.5], shoonya_1sEKBW9MAZ67PL, 5720460]
[paragraph, [252.0, 1320.0, 2037.0, 52.5], shoonya_1sEKBW9MAZ67PL, 5720460]
[paragraph, [252.0, 1372.5, 2037.0, 52.5], shoonya_1sEKBW9MAZ67PL, 5720460]
[paragraph, [252.0, 1425.0, 2037.0, 52.5], shoonya_1sEKBW9MAZ67PL, 5720460]
[paragraph, [252.0, 1477.5, 2037.0, 52.5], shoonya_1sEKBW9MAZ67PL, 5720460]
[paragraph, [252.0, 1530.0, 2037.0, 52.5], shoonya_1sEKBW9MAZ67PL, 5720460]
[paragraph, [252.0, 1582.5, 2037.0, 52.5], shoonya_1sEKBW9MAZ67PL, 5720460]
[paragraph, [252.0, 1635.0, 2037.0, 52.5], shoonya_1sEKBW9MAZ67PL, 5720460]
[paragraph, [252.0, 1687.5, 2037.0, 52.5], shoonya_1sEKBW9MAZ67PL, 5720460]
[paragraph, [252.0, 1740.0, 2037.0, 52.5], shoonya_1sEKBW9MAZ67PL, 5720460]
[paragraph, [252.0, 1792.5, 2037.0, 52.5], shoonya_1sEKBW9MAZ67PL, 5720460]
[paragraph, [280.0, 2091.0, 2001.0, 52.5], ugXMImVZvK, 5720460]
[paragraph, [280.0, 2143.5, 2001.0, 52.5], ugXMImVZvK, 5720460]
[paragraph, [280.0, 2196.0, 2001.0, 52.5], ugXMImVZvK, 5720460]
[paragraph, [280.0, 2248.5, 2001.0, 52.5], ugXMImVZvK, 5720460]
[paragraph, [280.0, 2301.0, 2001.0, 52.5], ugXMImVZvK, 5720460]
[paragraph, [280.0, 2353.5, 2001.0, 52.5], ugXMImVZvK, 5720460]
[paragraph, [280.0, 2406.0, 2001.0, 52.5], ugXMImVZvK, 5720460]
[paragraph, [280.0, 2458.5, 2001.0, 52.5], ugXMImVZvK, 5720460]
[paragraph, [280.0, 2511.0, 2001.0, 52.5], ugXMImVZvK, 5720460]
[paragraph, [280.0, 2563.5, 2001.0, 52.5], ugXMImVZvK, 5720460]
[paragraph, [280.0, 2616.0, 2001.0, 52.5], ugXMImVZvK, 5720460]
[paragraph, [280.0, 2668.5, 2001.0, 52.5], ugXMImVZvK, 5720460]
[paragraph, [280.0, 2721.0, 2001.0, 52.5], ugXMImVZvK, 5720460]
[paragraph, [280.0, 2773.5, 2001.0, 52.5], ugXMImVZvK, 5720460]
[paragraph, [280.0, 2826.0, 2001.0, 52.5], ugXMImVZvK, 5720460]
[paragraph, [280.0, 2878.5, 2001.0, 52.5], ugXMImVZvK, 5720460]
