[1253, 886]
[chapter-title, [364.0, 45.0, 243.0, 30.0], tkJ_627NAc, 5776637]
[paragraph, [174.0, 83.0, 628.0, 18.0], shoonya_6sUD371LIAL5XD, 5776637]
[paragraph, [174.0, 101.0, 628.0, 18.0], shoonya_6sUD371LIAL5XD, 5776637]
[paragraph, [176.0, 132.0, 629.0, 18.0], shoonya_2sPJVSJOOHNZSF, 5776637]
[paragraph, [176.0, 150.0, 629.0, 18.0], shoonya_2sPJVSJOOHNZSF, 5776637]
[paragraph, [176.0, 168.0, 629.0, 18.0], shoonya_2sPJVSJOOHNZSF, 5776637]
[paragraph, [176.0, 186.0, 629.0, 18.0], shoonya_2sPJVSJOOHNZSF, 5776637]
[paragraph, [176.0, 204.0, 629.0, 18.0], shoonya_2sPJVSJOOHNZSF, 5776637]
[paragraph, [176.0, 222.0, 629.0, 18.0], shoonya_2sPJVSJOOHNZSF, 5776637]
[paragraph, [176.0, 240.0, 629.0, 18.0], shoonya_2sPJVSJOOHNZSF, 5776637]
[paragraph, [176.0, 258.0, 629.0, 18.0], shoonya_2sPJVSJOOHNZSF, 5776637]
[paragraph, [176.0, 276.0, 629.0, 18.0], shoonya_2sPJVSJOOHNZSF, 5776637]
[paragraph, [176.0, 294.0, 629.0, 18.0], shoonya_2sPJVSJOOHNZSF, 5776637]
[paragraph, [176.0, 312.0, 629.0, 18.0], shoonya_2sPJVSJOOHNZSF, 5776637]
[paragraph, [176.0, 330.0, 629.0, 18.0], shoonya_2sPJVSJOOHNZSF, 5776637]
[paragraph, [176.0, 348.0, 629.0, 18.0], shoonya_2sPJVSJOOHNZSF, 5776637]
[paragraph, [176.0, 366.0, 629.0, 18.0], shoonya_2sPJVSJOOHNZSF, 5776637]
[paragraph, [176.0, 384.0, 629.0, 18.0], shoonya_2sPJVSJOOHNZSF, 5776637]
[paragraph, [177.0, 413.0, 627.0, 18.0], shoonya_4sECL83GPWJ5Q0, 5776637]
[paragraph, [177.0, 431.0, 627.0, 18.0], shoonya_4sECL83GPWJ5Q0, 5776637]
[paragraph, [178.0, 461.0, 629.0, 18.0], shoonya_3s33Z2IH5E6MZV, 5776637]
[paragraph, [178.0, 479.0, 629.0, 18.0], shoonya_3s33Z2IH5E6MZV, 5776637]
[paragraph, [178.0, 497.0, 629.0, 18.0], shoonya_3s33Z2IH5E6MZV, 5776637]
[paragraph, [178.0, 515.0, 629.0, 18.0], shoonya_3s33Z2IH5E6MZV, 5776637]
[paragraph, [178.0, 533.0, 629.0, 18.0], shoonya_3s33Z2IH5E6MZV, 5776637]
[paragraph, [178.0, 551.0, 629.0, 18.0], shoonya_3s33Z2IH5E6MZV, 5776637]
[paragraph, [178.0, 569.0, 629.0, 18.0], shoonya_3s33Z2IH5E6MZV, 5776637]
[paragraph, [181.0, 588.0, 626.0, 18.0], shoonya_0s2GS3WCBM4HZ6, 5776637]
[paragraph, [181.0, 606.0, 626.0, 18.0], shoonya_0s2GS3WCBM4HZ6, 5776637]
[paragraph, [181.0, 624.0, 626.0, 18.0], shoonya_0s2GS3WCBM4HZ6, 5776637]
[paragraph, [181.0, 642.0, 626.0, 18.0], shoonya_0s2GS3WCBM4HZ6, 5776637]
[paragraph, [181.0, 660.0, 626.0, 18.0], shoonya_0s2GS3WCBM4HZ6, 5776637]
[paragraph, [181.0, 678.0, 626.0, 18.0], shoonya_0s2GS3WCBM4HZ6, 5776637]
[paragraph, [181.0, 696.0, 626.0, 18.0], shoonya_0s2GS3WCBM4HZ6, 5776637]
[paragraph, [181.0, 714.0, 626.0, 18.0], shoonya_0s2GS3WCBM4HZ6, 5776637]
[paragraph, [181.0, 732.0, 626.0, 18.0], shoonya_0s2GS3WCBM4HZ6, 5776637]
[paragraph, [181.0, 750.0, 626.0, 18.0], shoonya_0s2GS3WCBM4HZ6, 5776637]
[paragraph, [181.0, 768.0, 626.0, 18.0], shoonya_0s2GS3WCBM4HZ6, 5776637]
[paragraph, [183.0, 789.0, 626.0, 18.0], shoonya_1sHA5TOH4G9DL1, 5776637]
[paragraph, [183.0, 807.0, 626.0, 18.0], shoonya_1sHA5TOH4G9DL1, 5776637]
[paragraph, [183.0, 825.0, 626.0, 18.0], shoonya_1sHA5TOH4G9DL1, 5776637]
[paragraph, [183.0, 843.0, 626.0, 18.0], shoonya_1sHA5TOH4G9DL1, 5776637]
[paragraph, [183.0, 861.0, 626.0, 18.0], shoonya_1sHA5TOH4G9DL1, 5776637]
[paragraph, [183.0, 879.0, 626.0, 18.0], shoonya_1sHA5TOH4G9DL1, 5776637]
[paragraph, [183.0, 897.0, 626.0, 18.0], shoonya_1sHA5TOH4G9DL1, 5776637]
[paragraph, [183.0, 915.0, 626.0, 18.0], shoonya_1sHA5TOH4G9DL1, 5776637]
[paragraph, [183.0, 933.0, 626.0, 18.0], shoonya_1sHA5TOH4G9DL1, 5776637]
[paragraph, [185.0, 964.0, 627.0, 18.0], shoonya_5sJNP13GQ8GPOU, 5776637]
[paragraph, [185.0, 982.0, 627.0, 18.0], shoonya_5sJNP13GQ8GPOU, 5776637]
[paragraph, [185.0, 1000.0, 627.0, 18.0], shoonya_5sJNP13GQ8GPOU, 5776637]
[paragraph, [185.0, 1018.0, 627.0, 18.0], shoonya_5sJNP13GQ8GPOU, 5776637]
[paragraph, [185.0, 1036.0, 627.0, 18.0], shoonya_5sJNP13GQ8GPOU, 5776637]
[paragraph, [185.0, 1054.0, 627.0, 18.0], shoonya_5sJNP13GQ8GPOU, 5776637]
[paragraph, [185.0, 1072.0, 627.0, 18.0], shoonya_5sJNP13GQ8GPOU, 5776637]
