[1650, 1275]
[headline, [275.0, 146.0, 814.0, 37.5], shoonya_0sNWYAJYWCSYMV, 5771325]
[headline, [275.0, 183.5, 814.0, 37.5], shoonya_0sNWYAJYWCSYMV, 5771325]
[paragraph, [138.0, 269.0, 534.0, 36.0], QFgEOoVryo, 5771325]
[paragraph, [687.0, 274.0, 550.0, 36.0], job1Evo6Ew, 5771325]
[paragraph, [687.0, 310.0, 550.0, 36.0], job1Evo6Ew, 5771325]
[paragraph, [687.0, 346.0, 550.0, 36.0], job1Evo6Ew, 5771325]
[paragraph, [687.0, 382.0, 550.0, 36.0], job1Evo6Ew, 5771325]
[paragraph, [687.0, 418.0, 550.0, 36.0], job1Evo6Ew, 5771325]
[author, [317.0, 346.0, 371.0, 36.0], wC9bVf-EX8, 5771325]
[paragraph, [146.0, 389.0, 537.0, 36.0], yk-m0LzXVr, 5771325]
[paragraph, [146.0, 425.0, 537.0, 36.0], yk-m0LzXVr, 5771325]
[sub-section-title, [746.0, 459.0, 422.0, 36.0], K_kwHAgUs9, 5771325]
[paragraph, [138.0, 480.0, 550.0, 36.0], KY6LFlxQGL, 5771325]
[paragraph, [138.0, 516.0, 550.0, 36.0], KY6LFlxQGL, 5771325]
[paragraph, [138.0, 552.0, 550.0, 36.0], KY6LFlxQGL, 5771325]
[paragraph, [692.0, 496.0, 531.0, 36.0], Cqh0AyrsaG, 5771325]
[paragraph, [692.0, 532.0, 531.0, 36.0], Cqh0AyrsaG, 5771325]
[paragraph, [692.0, 568.0, 531.0, 36.0], Cqh0AyrsaG, 5771325]
[paragraph, [692.0, 604.0, 531.0, 36.0], Cqh0AyrsaG, 5771325]
[paragraph, [692.0, 640.0, 531.0, 36.0], Cqh0AyrsaG, 5771325]
[paragraph, [684.0, 706.0, 545.0, 36.0], EkmJA4o0J2, 5771325]
[paragraph, [684.0, 742.0, 545.0, 36.0], EkmJA4o0J2, 5771325]
[paragraph, [684.0, 778.0, 545.0, 36.0], EkmJA4o0J2, 5771325]
[paragraph, [682.0, 828.0, 547.0, 36.0], xrc4VixAiF, 5771325]
[paragraph, [682.0, 864.0, 547.0, 36.0], xrc4VixAiF, 5771325]
[paragraph, [682.0, 900.0, 547.0, 36.0], xrc4VixAiF, 5771325]
[paragraph, [682.0, 936.0, 547.0, 36.0], xrc4VixAiF, 5771325]
[paragraph, [682.0, 972.0, 547.0, 36.0], xrc4VixAiF, 5771325]
[paragraph, [682.0, 1008.0, 547.0, 36.0], xrc4VixAiF, 5771325]
[paragraph, [682.0, 1044.0, 547.0, 36.0], xrc4VixAiF, 5771325]
[paragraph, [153.0, 1002.0, 529.0, 36.0], 6JCtXOvJtA, 5771325]
[paragraph, [153.0, 1038.0, 529.0, 36.0], 6JCtXOvJtA, 5771325]
[paragraph, [153.0, 1074.0, 529.0, 36.0], 6JCtXOvJtA, 5771325]
[paragraph, [686.0, 1101.0, 548.0, 36.0], eyMTGFw71D, 5771325]
[paragraph, [686.0, 1137.0, 548.0, 36.0], eyMTGFw71D, 5771325]
[paragraph, [136.0, 1169.0, 542.0, 36.0], glS6wi7B4z, 5771325]
[paragraph, [136.0, 1205.0, 542.0, 36.0], glS6wi7B4z, 5771325]
[paragraph, [136.0, 1241.0, 542.0, 36.0], glS6wi7B4z, 5771325]
[paragraph, [136.0, 1277.0, 542.0, 36.0], glS6wi7B4z, 5771325]
[paragraph, [136.0, 1313.0, 542.0, 36.0], glS6wi7B4z, 5771325]
[paragraph, [686.0, 1195.0, 550.0, 36.0], dgu2zfYnmB, 5771325]
[paragraph, [686.0, 1231.0, 550.0, 36.0], dgu2zfYnmB, 5771325]
[paragraph, [686.0, 1267.0, 550.0, 36.0], dgu2zfYnmB, 5771325]
[paragraph, [686.0, 1303.0, 550.0, 36.0], dgu2zfYnmB, 5771325]
[unordered-list, [140.0, 1377.0, 542.0, 36.0], 1hKIoM-jZp, 5771325]
[unordered-list, [140.0, 1413.0, 542.0, 36.0], 1hKIoM-jZp, 5771325]
[unordered-list, [140.0, 1449.0, 542.0, 36.0], 1hKIoM-jZp, 5771325]
[unordered-list, [140.0, 1485.0, 542.0, 36.0], 1hKIoM-jZp, 5771325]
[unordered-list, [140.0, 1521.0, 542.0, 36.0], 1hKIoM-jZp, 5771325]
[paragraph, [687.0, 1410.0, 536.0, 36.0], 3ywcHMAUt1, 5771325]
[paragraph, [687.0, 1446.0, 536.0, 36.0], 3ywcHMAUt1, 5771325]
[paragraph, [687.0, 1482.0, 536.0, 36.0], 3ywcHMAUt1, 5771325]
[paragraph, [687.0, 1518.0, 536.0, 36.0], 3ywcHMAUt1, 5771325]
[folio, [617.0, 1603.0, 153.0, 36.0], WE-VAowFLq, 5771325]
