[2200, 1700]
[paragraph, [374.0, 111.0, 1133.0, 36.0], shoonya_1sRYRXXAHTZ5AS, 5734029]
[paragraph, [374.0, 147.0, 1133.0, 36.0], shoonya_1sRYRXXAHTZ5AS, 5734029]
[paragraph, [374.0, 183.0, 1133.0, 36.0], shoonya_1sRYRXXAHTZ5AS, 5734029]
[paragraph, [374.0, 219.0, 1133.0, 36.0], shoonya_1sRYRXXAHTZ5AS, 5734029]
[paragraph, [374.0, 255.0, 1133.0, 36.0], shoonya_1sRYRXXAHTZ5AS, 5734029]
[paragraph, [374.0, 291.0, 1133.0, 36.0], shoonya_1sRYRXXAHTZ5AS, 5734029]
[paragraph, [374.0, 327.0, 1133.0, 36.0], shoonya_1sRYRXXAHTZ5AS, 5734029]
[paragraph, [374.0, 363.0, 1133.0, 36.0], shoonya_1sRYRXXAHTZ5AS, 5734029]
[paragraph, [374.0, 399.0, 1133.0, 36.0], shoonya_1sRYRXXAHTZ5AS, 5734029]
[paragraph, [374.0, 435.0, 1133.0, 36.0], shoonya_1sRYRXXAHTZ5AS, 5734029]
[paragraph, [374.0, 471.0, 1133.0, 36.0], shoonya_1sRYRXXAHTZ5AS, 5734029]
[paragraph, [374.0, 507.0, 1133.0, 36.0], shoonya_1sRYRXXAHTZ5AS, 5734029]
[paragraph, [374.0, 543.0, 1133.0, 36.0], shoonya_1sRYRXXAHTZ5AS, 5734029]
[paragraph, [374.0, 579.0, 1133.0, 36.0], shoonya_1sRYRXXAHTZ5AS, 5734029]
[paragraph, [374.0, 615.0, 1133.0, 36.0], shoonya_1sRYRXXAHTZ5AS, 5734029]
[paragraph, [374.0, 651.0, 1133.0, 36.0], shoonya_1sRYRXXAHTZ5AS, 5734029]
[paragraph, [374.0, 687.0, 1133.0, 36.0], shoonya_1sRYRXXAHTZ5AS, 5734029]
[paragraph, [374.0, 723.0, 1133.0, 36.0], shoonya_1sRYRXXAHTZ5AS, 5734029]
[paragraph, [374.0, 759.0, 1133.0, 36.0], shoonya_1sRYRXXAHTZ5AS, 5734029]
[paragraph, [374.0, 795.0, 1133.0, 36.0], shoonya_1sRYRXXAHTZ5AS, 5734029]
[paragraph, [374.0, 831.0, 1133.0, 36.0], shoonya_1sRYRXXAHTZ5AS, 5734029]
[paragraph, [374.0, 867.0, 1133.0, 36.0], shoonya_1sRYRXXAHTZ5AS, 5734029]
[paragraph, [374.0, 903.0, 1133.0, 36.0], shoonya_1sRYRXXAHTZ5AS, 5734029]
[paragraph, [374.0, 939.0, 1133.0, 36.0], shoonya_1sRYRXXAHTZ5AS, 5734029]
[paragraph, [374.0, 975.0, 1133.0, 36.0], shoonya_1sRYRXXAHTZ5AS, 5734029]
[paragraph, [374.0, 1011.0, 1133.0, 36.0], shoonya_1sRYRXXAHTZ5AS, 5734029]
[paragraph, [374.0, 1047.0, 1133.0, 36.0], shoonya_1sRYRXXAHTZ5AS, 5734029]
[paragraph, [370.0, 1152.0, 1135.0, 36.0], shoonya_0sSJSD9N6UB34L, 5734029]
[paragraph, [370.0, 1188.0, 1135.0, 36.0], shoonya_0sSJSD9N6UB34L, 5734029]
[paragraph, [370.0, 1224.0, 1135.0, 36.0], shoonya_0sSJSD9N6UB34L, 5734029]
[paragraph, [370.0, 1260.0, 1135.0, 36.0], shoonya_0sSJSD9N6UB34L, 5734029]
[paragraph, [370.0, 1296.0, 1135.0, 36.0], shoonya_0sSJSD9N6UB34L, 5734029]
[paragraph, [370.0, 1332.0, 1135.0, 36.0], shoonya_0sSJSD9N6UB34L, 5734029]
[paragraph, [370.0, 1368.0, 1135.0, 36.0], shoonya_0sSJSD9N6UB34L, 5734029]
[paragraph, [370.0, 1404.0, 1135.0, 36.0], shoonya_0sSJSD9N6UB34L, 5734029]
[paragraph, [370.0, 1440.0, 1135.0, 36.0], shoonya_0sSJSD9N6UB34L, 5734029]
[paragraph, [370.0, 1476.0, 1135.0, 36.0], shoonya_0sSJSD9N6UB34L, 5734029]
[paragraph, [370.0, 1512.0, 1135.0, 36.0], shoonya_0sSJSD9N6UB34L, 5734029]
[paragraph, [370.0, 1548.0, 1135.0, 36.0], shoonya_0sSJSD9N6UB34L, 5734029]
[paragraph, [370.0, 1584.0, 1135.0, 36.0], shoonya_0sSJSD9N6UB34L, 5734029]
[paragraph, [370.0, 1620.0, 1135.0, 36.0], shoonya_0sSJSD9N6UB34L, 5734029]
[paragraph, [370.0, 1656.0, 1135.0, 36.0], shoonya_0sSJSD9N6UB34L, 5734029]
[paragraph, [370.0, 1692.0, 1135.0, 36.0], shoonya_0sSJSD9N6UB34L, 5734029]
[paragraph, [370.0, 1728.0, 1135.0, 36.0], shoonya_0sSJSD9N6UB34L, 5734029]
[section-title, [378.0, 1778.0, 987.0, 52.5], shoonya_4sPWZ6R3BX46BV, 5734029]
[unordered-list, [420.0, 1842.0, 1089.0, 36.0], shoonya_2sI6UZJSUPT77P, 5734029]
[unordered-list, [420.0, 1878.0, 1089.0, 36.0], shoonya_2sI6UZJSUPT77P, 5734029]
[unordered-list, [420.0, 1914.0, 1089.0, 36.0], shoonya_2sI6UZJSUPT77P, 5734029]
[unordered-list, [420.0, 1950.0, 1089.0, 36.0], shoonya_2sI6UZJSUPT77P, 5734029]
[unordered-list, [420.0, 1986.0, 1089.0, 36.0], shoonya_2sI6UZJSUPT77P, 5734029]
