[2339, 1653]
[paragraph, [325.0, 154.0, 1142.0, 36.0], shoonya_1sGTK8RCRBZUL7, 5733621]
[paragraph, [325.0, 190.0, 1142.0, 36.0], shoonya_1sGTK8RCRBZUL7, 5733621]
[paragraph, [325.0, 226.0, 1142.0, 36.0], shoonya_1sGTK8RCRBZUL7, 5733621]
[paragraph, [325.0, 262.0, 1142.0, 36.0], shoonya_1sGTK8RCRBZUL7, 5733621]
[paragraph, [325.0, 298.0, 1142.0, 36.0], shoonya_1sGTK8RCRBZUL7, 5733621]
[paragraph, [325.0, 334.0, 1142.0, 36.0], shoonya_1sGTK8RCRBZUL7, 5733621]
[paragraph, [325.0, 370.0, 1142.0, 36.0], shoonya_1sGTK8RCRBZUL7, 5733621]
[paragraph, [325.0, 406.0, 1142.0, 36.0], shoonya_1sGTK8RCRBZUL7, 5733621]
[paragraph, [325.0, 442.0, 1142.0, 36.0], shoonya_1sGTK8RCRBZUL7, 5733621]
[paragraph, [325.0, 478.0, 1142.0, 36.0], shoonya_1sGTK8RCRBZUL7, 5733621]
[paragraph, [325.0, 514.0, 1142.0, 36.0], shoonya_1sGTK8RCRBZUL7, 5733621]
[paragraph, [325.0, 550.0, 1142.0, 36.0], shoonya_1sGTK8RCRBZUL7, 5733621]
[paragraph, [325.0, 586.0, 1142.0, 36.0], shoonya_1sGTK8RCRBZUL7, 5733621]
[paragraph, [325.0, 622.0, 1142.0, 36.0], shoonya_1sGTK8RCRBZUL7, 5733621]
[paragraph, [325.0, 658.0, 1142.0, 36.0], shoonya_1sGTK8RCRBZUL7, 5733621]
[paragraph, [325.0, 694.0, 1142.0, 36.0], shoonya_1sGTK8RCRBZUL7, 5733621]
[paragraph, [325.0, 730.0, 1142.0, 36.0], shoonya_1sGTK8RCRBZUL7, 5733621]
[paragraph, [325.0, 766.0, 1142.0, 36.0], shoonya_1sGTK8RCRBZUL7, 5733621]
[paragraph, [325.0, 802.0, 1142.0, 36.0], shoonya_1sGTK8RCRBZUL7, 5733621]
[paragraph, [325.0, 838.0, 1142.0, 36.0], shoonya_1sGTK8RCRBZUL7, 5733621]
[paragraph, [325.0, 874.0, 1142.0, 36.0], shoonya_1sGTK8RCRBZUL7, 5733621]
[paragraph, [325.0, 910.0, 1142.0, 36.0], shoonya_1sGTK8RCRBZUL7, 5733621]
[paragraph, [325.0, 946.0, 1142.0, 36.0], shoonya_1sGTK8RCRBZUL7, 5733621]
[paragraph, [325.0, 982.0, 1142.0, 36.0], shoonya_1sGTK8RCRBZUL7, 5733621]
[paragraph, [325.0, 1018.0, 1142.0, 36.0], shoonya_1sGTK8RCRBZUL7, 5733621]
[paragraph, [325.0, 1054.0, 1142.0, 36.0], shoonya_1sGTK8RCRBZUL7, 5733621]
[paragraph, [325.0, 1090.0, 1142.0, 36.0], shoonya_1sGTK8RCRBZUL7, 5733621]
[paragraph, [325.0, 1126.0, 1142.0, 36.0], shoonya_1sGTK8RCRBZUL7, 5733621]
[paragraph, [325.0, 1162.0, 1142.0, 36.0], shoonya_1sGTK8RCRBZUL7, 5733621]
[paragraph, [325.0, 1198.0, 1142.0, 36.0], shoonya_1sGTK8RCRBZUL7, 5733621]
[paragraph, [325.0, 1278.0, 1134.0, 36.0], shoonya_0s5H32GGHPHR7P, 5733621]
[paragraph, [325.0, 1314.0, 1134.0, 36.0], shoonya_0s5H32GGHPHR7P, 5733621]
[paragraph, [325.0, 1350.0, 1134.0, 36.0], shoonya_0s5H32GGHPHR7P, 5733621]
[paragraph, [325.0, 1386.0, 1134.0, 36.0], shoonya_0s5H32GGHPHR7P, 5733621]
[paragraph, [325.0, 1422.0, 1134.0, 36.0], shoonya_0s5H32GGHPHR7P, 5733621]
[paragraph, [325.0, 1458.0, 1134.0, 36.0], shoonya_0s5H32GGHPHR7P, 5733621]
[paragraph, [325.0, 1494.0, 1134.0, 36.0], shoonya_0s5H32GGHPHR7P, 5733621]
[paragraph, [325.0, 1530.0, 1134.0, 36.0], shoonya_0s5H32GGHPHR7P, 5733621]
[paragraph, [325.0, 1566.0, 1134.0, 36.0], shoonya_0s5H32GGHPHR7P, 5733621]
[paragraph, [325.0, 1602.0, 1134.0, 36.0], shoonya_0s5H32GGHPHR7P, 5733621]
[paragraph, [325.0, 1638.0, 1134.0, 36.0], shoonya_0s5H32GGHPHR7P, 5733621]
[paragraph, [325.0, 1674.0, 1134.0, 36.0], shoonya_0s5H32GGHPHR7P, 5733621]
[paragraph, [325.0, 1710.0, 1134.0, 36.0], shoonya_0s5H32GGHPHR7P, 5733621]
[paragraph, [325.0, 1780.0, 1139.0, 36.0], shoonya_2sGB9ZPFAFY76X, 5733621]
[paragraph, [325.0, 1816.0, 1139.0, 36.0], shoonya_2sGB9ZPFAFY76X, 5733621]
[paragraph, [325.0, 1852.0, 1139.0, 36.0], shoonya_2sGB9ZPFAFY76X, 5733621]
[paragraph, [325.0, 1888.0, 1139.0, 36.0], shoonya_2sGB9ZPFAFY76X, 5733621]
[paragraph, [325.0, 1924.0, 1139.0, 36.0], shoonya_2sGB9ZPFAFY76X, 5733621]
[paragraph, [325.0, 1960.0, 1139.0, 36.0], shoonya_2sGB9ZPFAFY76X, 5733621]
[paragraph, [325.0, 1996.0, 1139.0, 36.0], shoonya_2sGB9ZPFAFY76X, 5733621]
[paragraph, [325.0, 2032.0, 1139.0, 36.0], shoonya_2sGB9ZPFAFY76X, 5733621]
[paragraph, [325.0, 2068.0, 1139.0, 36.0], shoonya_2sGB9ZPFAFY76X, 5733621]
[folio, [1122.0, 2159.0, 272.0, 36.0], 7ba3wJLwJh, 5733621]
