[1248, 907]
[chapter-title, [273.0, 48.0, 244.0, 30.0], shoonya_17s1YVI2L8XM39, 5776045]
[paragraph, [88.0, 84.0, 619.0, 18.0], shoonya_0sC1T96KL465S5, 5776045]
[paragraph, [88.0, 102.0, 619.0, 18.0], shoonya_0sC1T96KL465S5, 5776045]
[paragraph, [88.0, 120.0, 619.0, 18.0], shoonya_0sC1T96KL465S5, 5776045]
[paragraph, [88.0, 138.0, 619.0, 18.0], shoonya_0sC1T96KL465S5, 5776045]
[paragraph, [88.0, 156.0, 619.0, 18.0], shoonya_0sC1T96KL465S5, 5776045]
[paragraph, [88.0, 174.0, 619.0, 18.0], shoonya_0sC1T96KL465S5, 5776045]
[paragraph, [88.0, 192.0, 619.0, 18.0], shoonya_0sC1T96KL465S5, 5776045]
[paragraph, [88.0, 210.0, 619.0, 18.0], shoonya_0sC1T96KL465S5, 5776045]
[paragraph, [88.0, 228.0, 619.0, 18.0], shoonya_0sC1T96KL465S5, 5776045]
[paragraph, [88.0, 246.0, 619.0, 18.0], shoonya_0sC1T96KL465S5, 5776045]
[paragraph, [88.0, 264.0, 619.0, 18.0], shoonya_0sC1T96KL465S5, 5776045]
[paragraph, [88.0, 282.0, 619.0, 18.0], shoonya_0sC1T96KL465S5, 5776045]
[paragraph, [88.0, 300.0, 619.0, 18.0], shoonya_0sC1T96KL465S5, 5776045]
[paragraph, [88.0, 318.0, 619.0, 18.0], shoonya_0sC1T96KL465S5, 5776045]
[paragraph, [91.0, 362.0, 616.0, 18.0], shoonya_4sQ9X60CI7SZHU, 5776045]
[paragraph, [91.0, 380.0, 616.0, 18.0], shoonya_4sQ9X60CI7SZHU, 5776045]
[paragraph, [91.0, 398.0, 616.0, 18.0], shoonya_4sQ9X60CI7SZHU, 5776045]
[paragraph, [91.0, 416.0, 616.0, 18.0], shoonya_4sQ9X60CI7SZHU, 5776045]
[paragraph, [93.0, 437.0, 614.0, 18.0], shoonya_3sTCAT9R731ZQI, 5776045]
[paragraph, [93.0, 455.0, 614.0, 18.0], shoonya_3sTCAT9R731ZQI, 5776045]
[paragraph, [111.0, 488.0, 128.0, 18.0], shoonya_16sC1S4PPNOKTX, 5776045]
[paragraph, [109.0, 512.0, 599.0, 18.0], shoonya_13s0NPHXNFGJU9, 5776045]
[paragraph, [109.0, 530.0, 599.0, 18.0], shoonya_13s0NPHXNFGJU9, 5776045]
[paragraph, [109.0, 548.0, 599.0, 18.0], shoonya_13s0NPHXNFGJU9, 5776045]
[paragraph, [114.0, 561.0, 371.0, 18.0], shoonya_15s6FVMUP9Q405, 5776045]
[paragraph, [95.0, 589.0, 616.0, 18.0], shoonya_11sKEH13V9V72X, 5776045]
[paragraph, [95.0, 607.0, 616.0, 18.0], shoonya_11sKEH13V9V72X, 5776045]
[paragraph, [119.0, 641.0, 239.0, 18.0], shoonya_12sD3F1XMJD7S0, 5776045]
[paragraph, [118.0, 667.0, 182.0, 18.0], shoonya_6sCFWDZRW5YM20, 5776045]
[paragraph, [117.0, 692.0, 126.0, 18.0], shoonya_8sGG4OXMCZOCSK, 5776045]
[paragraph, [118.0, 719.0, 103.0, 18.0], shoonya_10s64HOZBEA7CI, 5776045]
[paragraph, [120.0, 743.0, 432.0, 18.0], shoonya_9sD4HLVUBQKMTG, 5776045]
[paragraph, [118.0, 771.0, 166.0, 18.0], shoonya_5s4V8UYG0EK4DK, 5776045]
[paragraph, [100.0, 793.0, 617.0, 18.0], shoonya_2sYBS9W0T2VJWK, 5776045]
[paragraph, [100.0, 811.0, 617.0, 18.0], shoonya_2sYBS9W0T2VJWK, 5776045]
[paragraph, [100.0, 829.0, 617.0, 18.0], shoonya_2sYBS9W0T2VJWK, 5776045]
[paragraph, [100.0, 847.0, 617.0, 18.0], shoonya_2sYBS9W0T2VJWK, 5776045]
[paragraph, [100.0, 865.0, 617.0, 18.0], shoonya_2sYBS9W0T2VJWK, 5776045]
[paragraph, [97.0, 899.0, 620.0, 18.0], shoonya_1s5A5GJYKRQXBW, 5776045]
[paragraph, [97.0, 917.0, 620.0, 18.0], shoonya_1s5A5GJYKRQXBW, 5776045]
[paragraph, [97.0, 935.0, 620.0, 18.0], shoonya_1s5A5GJYKRQXBW, 5776045]
[paragraph, [97.0, 953.0, 620.0, 18.0], shoonya_1s5A5GJYKRQXBW, 5776045]
[paragraph, [97.0, 971.0, 620.0, 18.0], shoonya_1s5A5GJYKRQXBW, 5776045]
[paragraph, [97.0, 989.0, 620.0, 18.0], shoonya_1s5A5GJYKRQXBW, 5776045]
[paragraph, [97.0, 1007.0, 620.0, 18.0], shoonya_1s5A5GJYKRQXBW, 5776045]
[paragraph, [101.0, 1025.0, 621.0, 18.0], shoonya_7sNX0T80YMJHNN, 5776045]
[paragraph, [101.0, 1043.0, 621.0, 18.0], shoonya_7sNX0T80YMJHNN, 5776045]
[paragraph, [101.0, 1061.0, 621.0, 18.0], shoonya_7sNX0T80YMJHNN, 5776045]
