[2481, 1654]
[folio, [1182.0, 99.0, 142.0, 36.0], t9Lmy9t6Y6, 5721253]
[paragraph, [219.0, 215.0, 901.0, 36.0], wFwmFw4BVp, 5721253]
[paragraph, [165.0, 268.0, 1277.0, 36.0], B5YaYSwnQ5, 5721253]
[paragraph, [165.0, 304.0, 1277.0, 36.0], B5YaYSwnQ5, 5721253]
[paragraph, [165.0, 340.0, 1277.0, 36.0], B5YaYSwnQ5, 5721253]
[paragraph, [165.0, 376.0, 1277.0, 36.0], B5YaYSwnQ5, 5721253]
[paragraph, [165.0, 412.0, 1277.0, 36.0], B5YaYSwnQ5, 5721253]
[paragraph, [165.0, 448.0, 1277.0, 36.0], B5YaYSwnQ5, 5721253]
[paragraph, [165.0, 484.0, 1277.0, 36.0], B5YaYSwnQ5, 5721253]
[paragraph, [165.0, 520.0, 1277.0, 36.0], B5YaYSwnQ5, 5721253]
[paragraph, [159.0, 572.0, 1279.0, 36.0], -ePBQrF_sU, 5721253]
[paragraph, [159.0, 608.0, 1279.0, 36.0], -ePBQrF_sU, 5721253]
[paragraph, [223.0, 676.0, 479.0, 36.0], PBwIUSDQT6, 5721253]
[paragraph, [167.0, 723.0, 1271.0, 36.0], XEBK6fRr8Z, 5721253]
[paragraph, [167.0, 759.0, 1271.0, 36.0], XEBK6fRr8Z, 5721253]
[paragraph, [223.0, 826.0, 1205.0, 36.0], 5rMhSnshsb, 5721253]
[paragraph, [223.0, 876.0, 614.0, 36.0], cw7-ydbSxD, 5721253]
[paragraph, [221.0, 926.0, 818.0, 36.0], hzgikW1Q69, 5721253]
[paragraph, [223.0, 977.0, 235.0, 36.0], 8vf_KZYIMj, 5721253]
[paragraph, [225.0, 1027.0, 880.0, 36.0], 7gYo0KGBk8, 5721253]
[paragraph, [225.0, 1077.0, 680.0, 36.0], b6319KYW_L, 5721253]
[paragraph, [167.0, 1126.0, 1269.0, 36.0], VEvm9R5K0Z, 5721253]
[paragraph, [167.0, 1162.0, 1269.0, 36.0], VEvm9R5K0Z, 5721253]
[paragraph, [165.0, 1229.0, 1271.0, 36.0], shoonya_2sAIJDME20AXV0, 5721253]
[paragraph, [165.0, 1265.0, 1271.0, 36.0], shoonya_2sAIJDME20AXV0, 5721253]
[paragraph, [165.0, 1301.0, 1271.0, 36.0], shoonya_2sAIJDME20AXV0, 5721253]
[paragraph, [165.0, 1337.0, 1271.0, 36.0], shoonya_2sAIJDME20AXV0, 5721253]
[paragraph, [165.0, 1373.0, 1271.0, 36.0], shoonya_2sAIJDME20AXV0, 5721253]
[paragraph, [165.0, 1409.0, 1271.0, 36.0], shoonya_2sAIJDME20AXV0, 5721253]
[paragraph, [165.0, 1445.0, 1271.0, 36.0], shoonya_2sAIJDME20AXV0, 5721253]
[paragraph, [165.0, 1481.0, 1271.0, 36.0], shoonya_2sAIJDME20AXV0, 5721253]
[paragraph, [165.0, 1517.0, 1271.0, 36.0], shoonya_2sAIJDME20AXV0, 5721253]
[paragraph, [165.0, 1553.0, 1271.0, 36.0], shoonya_2sAIJDME20AXV0, 5721253]
[paragraph, [165.0, 1589.0, 1271.0, 36.0], shoonya_2sAIJDME20AXV0, 5721253]
[paragraph, [165.0, 1625.0, 1271.0, 36.0], shoonya_2sAIJDME20AXV0, 5721253]
[paragraph, [165.0, 1661.0, 1271.0, 36.0], shoonya_2sAIJDME20AXV0, 5721253]
[paragraph, [165.0, 1697.0, 1271.0, 36.0], shoonya_2sAIJDME20AXV0, 5721253]
[paragraph, [219.0, 1734.0, 508.0, 36.0], 7Tbe_iQslb, 5721253]
[paragraph, [163.0, 1782.0, 1273.0, 36.0], _utqJksmnV, 5721253]
[paragraph, [163.0, 1818.0, 1273.0, 36.0], _utqJksmnV, 5721253]
[paragraph, [163.0, 1854.0, 1273.0, 36.0], _utqJksmnV, 5721253]
[paragraph, [163.0, 1890.0, 1273.0, 36.0], _utqJksmnV, 5721253]
[paragraph, [161.0, 1934.0, 1275.0, 36.0], shoonya_1s406ZB2M1GA7S, 5721253]
[paragraph, [161.0, 1970.0, 1275.0, 36.0], shoonya_1s406ZB2M1GA7S, 5721253]
[paragraph, [161.0, 2006.0, 1275.0, 36.0], shoonya_1s406ZB2M1GA7S, 5721253]
[paragraph, [161.0, 2042.0, 1275.0, 36.0], shoonya_1s406ZB2M1GA7S, 5721253]
[paragraph, [161.0, 2078.0, 1275.0, 36.0], shoonya_1s406ZB2M1GA7S, 5721253]
[paragraph, [161.0, 2114.0, 1275.0, 36.0], shoonya_1s406ZB2M1GA7S, 5721253]
[paragraph, [161.0, 2150.0, 1275.0, 36.0], shoonya_1s406ZB2M1GA7S, 5721253]
