[842, 595]
[headline, [36.0, 47.0, 513.0, 25.5], BFt66-w6lq, 5707413]
[headline, [36.0, 72.5, 513.0, 25.5], BFt66-w6lq, 5707413]
[headline, [36.0, 98.0, 513.0, 25.5], BFt66-w6lq, 5707413]
[contact-info, [306.0, 54.0, 244.0, 18.0], PxAd1FDB06, 5707413]
[contact-info, [306.0, 72.0, 244.0, 18.0], PxAd1FDB06, 5707413]
[contact-info, [306.0, 90.0, 244.0, 18.0], PxAd1FDB06, 5707413]
[headline, [52.0, 60.0, 67.0, 25.5], 73HMcqn_dE, 5707413]
[paragraph, [48.0, 133.0, 155.0, 18.0], r9oLlpawk2, 5707413]
[paragraph, [48.0, 151.0, 155.0, 18.0], r9oLlpawk2, 5707413]
[paragraph, [48.0, 169.0, 155.0, 18.0], r9oLlpawk2, 5707413]
[paragraph, [75.0, 195.0, 476.0, 18.0], nie6MCxPvS, 5707413]
[paragraph, [75.0, 213.0, 476.0, 18.0], nie6MCxPvS, 5707413]
[ordered-list, [47.0, 233.0, 495.0, 18.0], shoonya_0sC4899RQM4FX7, 5707413]
[ordered-list, [47.0, 251.0, 495.0, 18.0], shoonya_0sC4899RQM4FX7, 5707413]
[ordered-list, [47.0, 269.0, 495.0, 18.0], shoonya_0sC4899RQM4FX7, 5707413]
[ordered-list, [47.0, 287.0, 495.0, 18.0], shoonya_0sC4899RQM4FX7, 5707413]
[ordered-list, [47.0, 305.0, 495.0, 18.0], shoonya_0sC4899RQM4FX7, 5707413]
[ordered-list, [47.0, 323.0, 495.0, 18.0], shoonya_0sC4899RQM4FX7, 5707413]
[ordered-list, [47.0, 341.0, 495.0, 18.0], shoonya_0sC4899RQM4FX7, 5707413]
[ordered-list, [47.0, 359.0, 495.0, 18.0], shoonya_0sC4899RQM4FX7, 5707413]
[ordered-list, [47.0, 377.0, 495.0, 18.0], shoonya_0sC4899RQM4FX7, 5707413]
[ordered-list, [47.0, 395.0, 495.0, 18.0], shoonya_0sC4899RQM4FX7, 5707413]
[ordered-list, [47.0, 413.0, 495.0, 18.0], shoonya_0sC4899RQM4FX7, 5707413]
[ordered-list, [47.0, 431.0, 495.0, 18.0], shoonya_0sC4899RQM4FX7, 5707413]
[ordered-list, [47.0, 449.0, 495.0, 18.0], shoonya_0sC4899RQM4FX7, 5707413]
[ordered-list, [47.0, 467.0, 495.0, 18.0], shoonya_0sC4899RQM4FX7, 5707413]
[ordered-list, [47.0, 485.0, 495.0, 18.0], shoonya_0sC4899RQM4FX7, 5707413]
[ordered-list, [47.0, 503.0, 495.0, 18.0], shoonya_0sC4899RQM4FX7, 5707413]
[ordered-list, [47.0, 521.0, 495.0, 18.0], shoonya_0sC4899RQM4FX7, 5707413]
[ordered-list, [47.0, 539.0, 495.0, 18.0], shoonya_0sC4899RQM4FX7, 5707413]
[ordered-list, [47.0, 557.0, 495.0, 18.0], shoonya_0sC4899RQM4FX7, 5707413]
[ordered-list, [47.0, 575.0, 495.0, 18.0], shoonya_0sC4899RQM4FX7, 5707413]
[ordered-list, [47.0, 593.0, 495.0, 18.0], shoonya_0sC4899RQM4FX7, 5707413]
[ordered-list, [47.0, 611.0, 495.0, 18.0], shoonya_0sC4899RQM4FX7, 5707413]
[ordered-list, [47.0, 629.0, 495.0, 18.0], shoonya_0sC4899RQM4FX7, 5707413]
[ordered-list, [47.0, 647.0, 495.0, 18.0], shoonya_0sC4899RQM4FX7, 5707413]
[ordered-list, [47.0, 665.0, 495.0, 18.0], shoonya_0sC4899RQM4FX7, 5707413]
[ordered-list, [47.0, 683.0, 495.0, 18.0], shoonya_0sC4899RQM4FX7, 5707413]
[ordered-list, [47.0, 701.0, 495.0, 18.0], shoonya_0sC4899RQM4FX7, 5707413]
[ordered-list, [47.0, 719.0, 495.0, 18.0], shoonya_0sC4899RQM4FX7, 5707413]
[ordered-list, [47.0, 737.0, 495.0, 18.0], shoonya_0sC4899RQM4FX7, 5707413]
[sub-ordered-list, [45.0, 608.0, 501.0, 18.0], ya4oMZTn3S, 5707413]
[sub-ordered-list, [45.0, 626.0, 501.0, 18.0], ya4oMZTn3S, 5707413]
[sub-ordered-list, [45.0, 644.0, 501.0, 18.0], ya4oMZTn3S, 5707413]
[sub-ordered-list, [45.0, 662.0, 501.0, 18.0], ya4oMZTn3S, 5707413]
[sub-ordered-list, [45.0, 680.0, 501.0, 18.0], ya4oMZTn3S, 5707413]
[sub-ordered-list, [45.0, 698.0, 501.0, 18.0], ya4oMZTn3S, 5707413]
[sub-ordered-list, [45.0, 716.0, 501.0, 18.0], ya4oMZTn3S, 5707413]
[sub-ordered-list, [45.0, 734.0, 501.0, 18.0], ya4oMZTn3S, 5707413]
