[2200, 1700]
[paragraph, [306.0, 52.0, 1101.0, 36.0], shoonya_2sJPHQ2TX5F9FN, 5730895]
[paragraph, [306.0, 88.0, 1101.0, 36.0], shoonya_2sJPHQ2TX5F9FN, 5730895]
[paragraph, [306.0, 124.0, 1101.0, 36.0], shoonya_2sJPHQ2TX5F9FN, 5730895]
[paragraph, [306.0, 160.0, 1101.0, 36.0], shoonya_2sJPHQ2TX5F9FN, 5730895]
[paragraph, [306.0, 196.0, 1101.0, 36.0], shoonya_2sJPHQ2TX5F9FN, 5730895]
[paragraph, [306.0, 232.0, 1101.0, 36.0], shoonya_2sJPHQ2TX5F9FN, 5730895]
[paragraph, [306.0, 268.0, 1101.0, 36.0], shoonya_2sJPHQ2TX5F9FN, 5730895]
[paragraph, [306.0, 304.0, 1101.0, 36.0], shoonya_2sJPHQ2TX5F9FN, 5730895]
[paragraph, [306.0, 340.0, 1101.0, 36.0], shoonya_2sJPHQ2TX5F9FN, 5730895]
[paragraph, [306.0, 376.0, 1101.0, 36.0], shoonya_2sJPHQ2TX5F9FN, 5730895]
[paragraph, [306.0, 412.0, 1101.0, 36.0], shoonya_2sJPHQ2TX5F9FN, 5730895]
[paragraph, [306.0, 448.0, 1101.0, 36.0], shoonya_2sJPHQ2TX5F9FN, 5730895]
[paragraph, [306.0, 484.0, 1101.0, 36.0], shoonya_2sJPHQ2TX5F9FN, 5730895]
[paragraph, [312.0, 510.0, 1095.0, 36.0], shoonya_1sENGV968A68U7, 5730895]
[paragraph, [312.0, 546.0, 1095.0, 36.0], shoonya_1sENGV968A68U7, 5730895]
[paragraph, [312.0, 582.0, 1095.0, 36.0], shoonya_1sENGV968A68U7, 5730895]
[paragraph, [312.0, 618.0, 1095.0, 36.0], shoonya_1sENGV968A68U7, 5730895]
[paragraph, [312.0, 654.0, 1095.0, 36.0], shoonya_1sENGV968A68U7, 5730895]
[paragraph, [312.0, 690.0, 1095.0, 36.0], shoonya_1sENGV968A68U7, 5730895]
[paragraph, [312.0, 726.0, 1095.0, 36.0], shoonya_1sENGV968A68U7, 5730895]
[paragraph, [312.0, 762.0, 1095.0, 36.0], shoonya_1sENGV968A68U7, 5730895]
[paragraph, [312.0, 798.0, 1095.0, 36.0], shoonya_1sENGV968A68U7, 5730895]
[paragraph, [312.0, 834.0, 1095.0, 36.0], shoonya_1sENGV968A68U7, 5730895]
[paragraph, [312.0, 870.0, 1095.0, 36.0], shoonya_1sENGV968A68U7, 5730895]
[paragraph, [312.0, 906.0, 1095.0, 36.0], shoonya_1sENGV968A68U7, 5730895]
[paragraph, [312.0, 942.0, 1095.0, 36.0], shoonya_1sENGV968A68U7, 5730895]
[paragraph, [312.0, 978.0, 1095.0, 36.0], shoonya_1sENGV968A68U7, 5730895]
[paragraph, [312.0, 1014.0, 1095.0, 36.0], shoonya_1sENGV968A68U7, 5730895]
[paragraph, [312.0, 1050.0, 1095.0, 36.0], shoonya_1sENGV968A68U7, 5730895]
[paragraph, [312.0, 1086.0, 1095.0, 36.0], shoonya_1sENGV968A68U7, 5730895]
[paragraph, [312.0, 1122.0, 1095.0, 36.0], shoonya_1sENGV968A68U7, 5730895]
[paragraph, [312.0, 1158.0, 1095.0, 36.0], shoonya_1sENGV968A68U7, 5730895]
[paragraph, [312.0, 1194.0, 1095.0, 36.0], shoonya_1sENGV968A68U7, 5730895]
[paragraph, [312.0, 1230.0, 1095.0, 36.0], shoonya_1sENGV968A68U7, 5730895]
[paragraph, [316.0, 1306.0, 1092.0, 36.0], shoonya_0sU1ASKU1JF4X4, 5730895]
[paragraph, [316.0, 1342.0, 1092.0, 36.0], shoonya_0sU1ASKU1JF4X4, 5730895]
[paragraph, [316.0, 1378.0, 1092.0, 36.0], shoonya_0sU1ASKU1JF4X4, 5730895]
[paragraph, [316.0, 1414.0, 1092.0, 36.0], shoonya_0sU1ASKU1JF4X4, 5730895]
[paragraph, [316.0, 1450.0, 1092.0, 36.0], shoonya_0sU1ASKU1JF4X4, 5730895]
[paragraph, [316.0, 1486.0, 1092.0, 36.0], shoonya_0sU1ASKU1JF4X4, 5730895]
[paragraph, [316.0, 1522.0, 1092.0, 36.0], shoonya_0sU1ASKU1JF4X4, 5730895]
[paragraph, [316.0, 1558.0, 1092.0, 36.0], shoonya_0sU1ASKU1JF4X4, 5730895]
[paragraph, [316.0, 1594.0, 1092.0, 36.0], shoonya_0sU1ASKU1JF4X4, 5730895]
[paragraph, [316.0, 1630.0, 1092.0, 36.0], shoonya_0sU1ASKU1JF4X4, 5730895]
[paragraph, [316.0, 1666.0, 1092.0, 36.0], shoonya_0sU1ASKU1JF4X4, 5730895]
[paragraph, [316.0, 1702.0, 1092.0, 36.0], shoonya_0sU1ASKU1JF4X4, 5730895]
[paragraph, [316.0, 1738.0, 1092.0, 36.0], shoonya_0sU1ASKU1JF4X4, 5730895]
[paragraph, [316.0, 1774.0, 1092.0, 36.0], shoonya_0sU1ASKU1JF4X4, 5730895]
[paragraph, [316.0, 1810.0, 1092.0, 36.0], shoonya_0sU1ASKU1JF4X4, 5730895]
[paragraph, [316.0, 1846.0, 1092.0, 36.0], shoonya_0sU1ASKU1JF4X4, 5730895]
[paragraph, [316.0, 1882.0, 1092.0, 36.0], shoonya_0sU1ASKU1JF4X4, 5730895]
[folio, [817.0, 2004.0, 477.0, 36.0], gi4A5xplZy, 5730895]
