[596, 393]
[chapter-title, [67.0, 46.0, 271.0, 30.0], shoonya_0sN3U5Y61X586A, 6533567]
[paragraph, [48.0, 100.0, 305.0, 18.0], etBTXcg3SZ, 6533567]
[paragraph, [48.0, 118.0, 305.0, 18.0], etBTXcg3SZ, 6533567]
[paragraph, [48.0, 136.0, 305.0, 18.0], etBTXcg3SZ, 6533567]
[paragraph, [48.0, 154.0, 305.0, 18.0], etBTXcg3SZ, 6533567]
[paragraph, [48.0, 172.0, 305.0, 18.0], etBTXcg3SZ, 6533567]
[paragraph, [48.0, 190.0, 305.0, 18.0], etBTXcg3SZ, 6533567]
[paragraph, [48.0, 208.0, 305.0, 18.0], etBTXcg3SZ, 6533567]
[paragraph, [48.0, 226.0, 305.0, 18.0], etBTXcg3SZ, 6533567]
[paragraph, [48.0, 244.0, 305.0, 18.0], etBTXcg3SZ, 6533567]
[paragraph, [48.0, 262.0, 305.0, 18.0], etBTXcg3SZ, 6533567]
[paragraph, [48.0, 280.0, 305.0, 18.0], etBTXcg3SZ, 6533567]
[paragraph, [48.0, 298.0, 305.0, 18.0], etBTXcg3SZ, 6533567]
[paragraph, [48.0, 316.0, 305.0, 18.0], etBTXcg3SZ, 6533567]
[paragraph, [48.0, 334.0, 305.0, 18.0], etBTXcg3SZ, 6533567]
[paragraph, [48.0, 352.0, 305.0, 18.0], etBTXcg3SZ, 6533567]
[paragraph, [47.0, 392.0, 305.0, 18.0], qYqHnzrwmO, 6533567]
[paragraph, [47.0, 410.0, 305.0, 18.0], qYqHnzrwmO, 6533567]
[paragraph, [47.0, 428.0, 305.0, 18.0], qYqHnzrwmO, 6533567]
[paragraph, [47.0, 446.0, 305.0, 18.0], qYqHnzrwmO, 6533567]
[paragraph, [47.0, 464.0, 305.0, 18.0], qYqHnzrwmO, 6533567]
[paragraph, [47.0, 482.0, 305.0, 18.0], qYqHnzrwmO, 6533567]
[paragraph, [47.0, 500.0, 305.0, 18.0], qYqHnzrwmO, 6533567]
