[1200, 825]
[chapter-title, [348.0, 262.0, 120.0, 30.0], shoonya_5sOUOHMVCX713O, 5691057]
[section-title, [297.0, 307.0, 226.0, 30.0], shoonya_3sTO5RPZWVLU7M, 5691057]
[paragraph, [134.0, 360.0, 554.0, 18.0], shoonya_0sLWFK4KH29DYJ, 5691057]
[paragraph, [134.0, 378.0, 554.0, 18.0], shoonya_0sLWFK4KH29DYJ, 5691057]
[paragraph, [134.0, 396.0, 554.0, 18.0], shoonya_0sLWFK4KH29DYJ, 5691057]
[paragraph, [134.0, 414.0, 554.0, 18.0], shoonya_0sLWFK4KH29DYJ, 5691057]
[paragraph, [134.0, 432.0, 554.0, 18.0], shoonya_0sLWFK4KH29DYJ, 5691057]
[paragraph, [134.0, 450.0, 554.0, 18.0], shoonya_0sLWFK4KH29DYJ, 5691057]
[paragraph, [134.0, 468.0, 554.0, 18.0], shoonya_0sLWFK4KH29DYJ, 5691057]
[paragraph, [134.0, 486.0, 554.0, 18.0], shoonya_0sLWFK4KH29DYJ, 5691057]
[paragraph, [134.0, 504.0, 554.0, 18.0], shoonya_0sLWFK4KH29DYJ, 5691057]
[paragraph, [134.0, 522.0, 554.0, 18.0], shoonya_0sLWFK4KH29DYJ, 5691057]
[paragraph, [134.0, 540.0, 554.0, 18.0], shoonya_0sLWFK4KH29DYJ, 5691057]
[paragraph, [134.0, 558.0, 554.0, 18.0], shoonya_0sLWFK4KH29DYJ, 5691057]
[paragraph, [134.0, 576.0, 554.0, 18.0], shoonya_0sLWFK4KH29DYJ, 5691057]
[paragraph, [134.0, 594.0, 554.0, 18.0], shoonya_0sLWFK4KH29DYJ, 5691057]
[paragraph, [134.0, 612.0, 554.0, 18.0], shoonya_0sLWFK4KH29DYJ, 5691057]
[paragraph, [134.0, 630.0, 554.0, 18.0], shoonya_0sLWFK4KH29DYJ, 5691057]
[paragraph, [134.0, 648.0, 554.0, 18.0], shoonya_0sLWFK4KH29DYJ, 5691057]
[paragraph, [134.0, 666.0, 554.0, 18.0], shoonya_0sLWFK4KH29DYJ, 5691057]
[paragraph, [134.0, 684.0, 554.0, 18.0], shoonya_0sLWFK4KH29DYJ, 5691057]
[paragraph, [134.0, 702.0, 554.0, 18.0], shoonya_0sLWFK4KH29DYJ, 5691057]
[paragraph, [134.0, 720.0, 554.0, 18.0], shoonya_0sLWFK4KH29DYJ, 5691057]
[paragraph, [134.0, 738.0, 554.0, 18.0], shoonya_0sLWFK4KH29DYJ, 5691057]
[paragraph, [134.0, 756.0, 554.0, 18.0], shoonya_0sLWFK4KH29DYJ, 5691057]
[paragraph, [134.0, 774.0, 554.0, 18.0], shoonya_0sLWFK4KH29DYJ, 5691057]
[paragraph, [134.0, 792.0, 554.0, 18.0], shoonya_0sLWFK4KH29DYJ, 5691057]
[paragraph, [134.0, 810.0, 554.0, 18.0], shoonya_0sLWFK4KH29DYJ, 5691057]
[paragraph, [134.0, 828.0, 554.0, 18.0], shoonya_0sLWFK4KH29DYJ, 5691057]
[paragraph, [134.0, 846.0, 554.0, 18.0], shoonya_0sLWFK4KH29DYJ, 5691057]
[paragraph, [134.0, 864.0, 554.0, 18.0], shoonya_0sLWFK4KH29DYJ, 5691057]
[paragraph, [135.0, 883.0, 552.0, 18.0], shoonya_1s90I1SK380U59, 5691057]
[paragraph, [135.0, 901.0, 552.0, 18.0], shoonya_1s90I1SK380U59, 5691057]
[paragraph, [135.0, 919.0, 552.0, 18.0], shoonya_1s90I1SK380U59, 5691057]
[paragraph, [135.0, 937.0, 552.0, 18.0], shoonya_1s90I1SK380U59, 5691057]
[paragraph, [135.0, 955.0, 552.0, 18.0], shoonya_1s90I1SK380U59, 5691057]
[paragraph, [135.0, 973.0, 552.0, 18.0], shoonya_1s90I1SK380U59, 5691057]
[paragraph, [135.0, 991.0, 552.0, 18.0], shoonya_1s90I1SK380U59, 5691057]
[paragraph, [135.0, 1009.0, 552.0, 18.0], shoonya_1s90I1SK380U59, 5691057]
[paragraph, [135.0, 1027.0, 552.0, 18.0], shoonya_1s90I1SK380U59, 5691057]
