[2200, 1700]
[paragraph, [370.0, 114.0, 1134.0, 36.0], shoonya_3s3FPP5KIAKP03, 5734327]
[paragraph, [370.0, 150.0, 1134.0, 36.0], shoonya_3s3FPP5KIAKP03, 5734327]
[paragraph, [370.0, 186.0, 1134.0, 36.0], shoonya_3s3FPP5KIAKP03, 5734327]
[paragraph, [370.0, 222.0, 1134.0, 36.0], shoonya_3s3FPP5KIAKP03, 5734327]
[paragraph, [371.0, 299.0, 1136.0, 36.0], shoonya_2sUAGM5EBL86J6, 5734327]
[paragraph, [371.0, 335.0, 1136.0, 36.0], shoonya_2sUAGM5EBL86J6, 5734327]
[paragraph, [371.0, 371.0, 1136.0, 36.0], shoonya_2sUAGM5EBL86J6, 5734327]
[paragraph, [371.0, 407.0, 1136.0, 36.0], shoonya_2sUAGM5EBL86J6, 5734327]
[paragraph, [371.0, 443.0, 1136.0, 36.0], shoonya_2sUAGM5EBL86J6, 5734327]
[paragraph, [371.0, 479.0, 1136.0, 36.0], shoonya_2sUAGM5EBL86J6, 5734327]
[paragraph, [371.0, 515.0, 1136.0, 36.0], shoonya_2sUAGM5EBL86J6, 5734327]
[paragraph, [371.0, 551.0, 1136.0, 36.0], shoonya_2sUAGM5EBL86J6, 5734327]
[paragraph, [371.0, 587.0, 1136.0, 36.0], shoonya_2sUAGM5EBL86J6, 5734327]
[paragraph, [371.0, 623.0, 1136.0, 36.0], shoonya_2sUAGM5EBL86J6, 5734327]
[paragraph, [371.0, 659.0, 1136.0, 36.0], shoonya_2sUAGM5EBL86J6, 5734327]
[paragraph, [371.0, 695.0, 1136.0, 36.0], shoonya_2sUAGM5EBL86J6, 5734327]
[paragraph, [371.0, 731.0, 1136.0, 36.0], shoonya_2sUAGM5EBL86J6, 5734327]
[paragraph, [371.0, 767.0, 1136.0, 36.0], shoonya_2sUAGM5EBL86J6, 5734327]
[paragraph, [371.0, 803.0, 1136.0, 36.0], shoonya_2sUAGM5EBL86J6, 5734327]
[paragraph, [373.0, 880.0, 1135.0, 36.0], shoonya_1s6SF9BQ9JDMTM, 5734327]
[paragraph, [373.0, 916.0, 1135.0, 36.0], shoonya_1s6SF9BQ9JDMTM, 5734327]
[paragraph, [373.0, 952.0, 1135.0, 36.0], shoonya_1s6SF9BQ9JDMTM, 5734327]
[paragraph, [373.0, 988.0, 1135.0, 36.0], shoonya_1s6SF9BQ9JDMTM, 5734327]
[paragraph, [373.0, 1024.0, 1135.0, 36.0], shoonya_1s6SF9BQ9JDMTM, 5734327]
[paragraph, [373.0, 1060.0, 1135.0, 36.0], shoonya_1s6SF9BQ9JDMTM, 5734327]
[paragraph, [373.0, 1096.0, 1135.0, 36.0], shoonya_1s6SF9BQ9JDMTM, 5734327]
[paragraph, [373.0, 1132.0, 1135.0, 36.0], shoonya_1s6SF9BQ9JDMTM, 5734327]
[paragraph, [373.0, 1168.0, 1135.0, 36.0], shoonya_1s6SF9BQ9JDMTM, 5734327]
[paragraph, [373.0, 1204.0, 1135.0, 36.0], shoonya_1s6SF9BQ9JDMTM, 5734327]
[paragraph, [373.0, 1297.0, 1131.0, 36.0], shoonya_0sR95WESUGAFMG, 5734327]
[paragraph, [373.0, 1333.0, 1131.0, 36.0], shoonya_0sR95WESUGAFMG, 5734327]
[paragraph, [373.0, 1369.0, 1131.0, 36.0], shoonya_0sR95WESUGAFMG, 5734327]
[paragraph, [373.0, 1405.0, 1131.0, 36.0], shoonya_0sR95WESUGAFMG, 5734327]
[paragraph, [373.0, 1441.0, 1131.0, 36.0], shoonya_0sR95WESUGAFMG, 5734327]
[paragraph, [373.0, 1477.0, 1131.0, 36.0], shoonya_0sR95WESUGAFMG, 5734327]
[paragraph, [373.0, 1513.0, 1131.0, 36.0], shoonya_0sR95WESUGAFMG, 5734327]
[paragraph, [373.0, 1549.0, 1131.0, 36.0], shoonya_0sR95WESUGAFMG, 5734327]
[paragraph, [373.0, 1585.0, 1131.0, 36.0], shoonya_0sR95WESUGAFMG, 5734327]
[paragraph, [373.0, 1621.0, 1131.0, 36.0], shoonya_0sR95WESUGAFMG, 5734327]
[paragraph, [373.0, 1657.0, 1131.0, 36.0], shoonya_0sR95WESUGAFMG, 5734327]
[paragraph, [373.0, 1693.0, 1131.0, 36.0], shoonya_0sR95WESUGAFMG, 5734327]
[paragraph, [373.0, 1729.0, 1131.0, 36.0], shoonya_0sR95WESUGAFMG, 5734327]
[paragraph, [373.0, 1765.0, 1131.0, 36.0], shoonya_0sR95WESUGAFMG, 5734327]
[paragraph, [373.0, 1801.0, 1131.0, 36.0], shoonya_0sR95WESUGAFMG, 5734327]
[paragraph, [373.0, 1837.0, 1131.0, 36.0], shoonya_0sR95WESUGAFMG, 5734327]
[paragraph, [373.0, 1873.0, 1131.0, 36.0], shoonya_0sR95WESUGAFMG, 5734327]
[paragraph, [373.0, 1909.0, 1131.0, 36.0], shoonya_0sR95WESUGAFMG, 5734327]
[paragraph, [373.0, 1945.0, 1131.0, 36.0], shoonya_0sR95WESUGAFMG, 5734327]
[paragraph, [373.0, 1981.0, 1131.0, 36.0], shoonya_0sR95WESUGAFMG, 5734327]
[paragraph, [373.0, 2017.0, 1131.0, 36.0], shoonya_0sR95WESUGAFMG, 5734327]
