[2339, 1653]
[paragraph, [613.0, 399.0, 802.0, 36.0], shoonya_2sPKPVN7Q85DCX, 5735829]
[paragraph, [613.0, 435.0, 802.0, 36.0], shoonya_2sPKPVN7Q85DCX, 5735829]
[paragraph, [613.0, 471.0, 802.0, 36.0], shoonya_2sPKPVN7Q85DCX, 5735829]
[paragraph, [613.0, 507.0, 802.0, 36.0], shoonya_2sPKPVN7Q85DCX, 5735829]
[paragraph, [613.0, 543.0, 802.0, 36.0], shoonya_2sPKPVN7Q85DCX, 5735829]
[paragraph, [613.0, 579.0, 802.0, 36.0], shoonya_2sPKPVN7Q85DCX, 5735829]
[paragraph, [613.0, 615.0, 802.0, 36.0], shoonya_2sPKPVN7Q85DCX, 5735829]
[paragraph, [613.0, 651.0, 802.0, 36.0], shoonya_2sPKPVN7Q85DCX, 5735829]
[paragraph, [612.0, 711.0, 801.0, 36.0], shoonya_0sVH1TOQWZ0UCM, 5735829]
[paragraph, [612.0, 747.0, 801.0, 36.0], shoonya_0sVH1TOQWZ0UCM, 5735829]
[paragraph, [612.0, 783.0, 801.0, 36.0], shoonya_0sVH1TOQWZ0UCM, 5735829]
[paragraph, [612.0, 819.0, 801.0, 36.0], shoonya_0sVH1TOQWZ0UCM, 5735829]
[paragraph, [612.0, 855.0, 801.0, 36.0], shoonya_0sVH1TOQWZ0UCM, 5735829]
[paragraph, [612.0, 891.0, 801.0, 36.0], shoonya_0sVH1TOQWZ0UCM, 5735829]
[paragraph, [612.0, 927.0, 801.0, 36.0], shoonya_0sVH1TOQWZ0UCM, 5735829]
[paragraph, [612.0, 963.0, 801.0, 36.0], shoonya_0sVH1TOQWZ0UCM, 5735829]
[paragraph, [612.0, 999.0, 801.0, 36.0], shoonya_0sVH1TOQWZ0UCM, 5735829]
[paragraph, [612.0, 1035.0, 801.0, 36.0], shoonya_0sVH1TOQWZ0UCM, 5735829]
[paragraph, [612.0, 1071.0, 801.0, 36.0], shoonya_0sVH1TOQWZ0UCM, 5735829]
[paragraph, [612.0, 1107.0, 801.0, 36.0], shoonya_0sVH1TOQWZ0UCM, 5735829]
[paragraph, [612.0, 1143.0, 801.0, 36.0], shoonya_0sVH1TOQWZ0UCM, 5735829]
[paragraph, [612.0, 1179.0, 801.0, 36.0], shoonya_0sVH1TOQWZ0UCM, 5735829]
[paragraph, [612.0, 1215.0, 801.0, 36.0], shoonya_0sVH1TOQWZ0UCM, 5735829]
[paragraph, [612.0, 1251.0, 801.0, 36.0], shoonya_0sVH1TOQWZ0UCM, 5735829]
[paragraph, [612.0, 1287.0, 801.0, 36.0], shoonya_0sVH1TOQWZ0UCM, 5735829]
[paragraph, [612.0, 1323.0, 801.0, 36.0], shoonya_0sVH1TOQWZ0UCM, 5735829]
[paragraph, [612.0, 1359.0, 801.0, 36.0], shoonya_0sVH1TOQWZ0UCM, 5735829]
[paragraph, [612.0, 1395.0, 801.0, 36.0], shoonya_0sVH1TOQWZ0UCM, 5735829]
[paragraph, [612.0, 1431.0, 801.0, 36.0], shoonya_0sVH1TOQWZ0UCM, 5735829]
[paragraph, [612.0, 1467.0, 801.0, 36.0], shoonya_0sVH1TOQWZ0UCM, 5735829]
[paragraph, [612.0, 1503.0, 801.0, 36.0], shoonya_0sVH1TOQWZ0UCM, 5735829]
[paragraph, [612.0, 1539.0, 801.0, 36.0], shoonya_0sVH1TOQWZ0UCM, 5735829]
[paragraph, [613.0, 1603.0, 804.0, 36.0], shoonya_1sQNQCA74ZSSP3, 5735829]
[paragraph, [613.0, 1639.0, 804.0, 36.0], shoonya_1sQNQCA74ZSSP3, 5735829]
[paragraph, [613.0, 1675.0, 804.0, 36.0], shoonya_1sQNQCA74ZSSP3, 5735829]
[paragraph, [613.0, 1711.0, 804.0, 36.0], shoonya_1sQNQCA74ZSSP3, 5735829]
[paragraph, [613.0, 1747.0, 804.0, 36.0], shoonya_1sQNQCA74ZSSP3, 5735829]
[paragraph, [613.0, 1783.0, 804.0, 36.0], shoonya_1sQNQCA74ZSSP3, 5735829]
[paragraph, [613.0, 1819.0, 804.0, 36.0], shoonya_1sQNQCA74ZSSP3, 5735829]
[paragraph, [613.0, 1855.0, 804.0, 36.0], shoonya_1sQNQCA74ZSSP3, 5735829]
[paragraph, [613.0, 1891.0, 804.0, 36.0], shoonya_1sQNQCA74ZSSP3, 5735829]
[folio, [1184.0, 1965.0, 237.0, 36.0], _thSkzNkPu, 5735829]
[folio, [236.0, 1973.0, 159.0, 36.0], shoonya_3sNNBA2DQPH1QI, 5735829]
