[4210, 2980]
[folio, [2232.0, 165.0, 458.0, 52.5], Ij0aMXr5ry, 5698815]
[folio, [2232.0, 217.5, 458.0, 52.5], Ij0aMXr5ry, 5698815]
[answer, [317.0, 448.0, 2425.0, 52.5], shoonya_1sXCPR7MJTCIWU, 5698815]
[answer, [317.0, 500.5, 2425.0, 52.5], shoonya_1sXCPR7MJTCIWU, 5698815]
[answer, [317.0, 553.0, 2425.0, 52.5], shoonya_1sXCPR7MJTCIWU, 5698815]
[answer, [317.0, 605.5, 2425.0, 52.5], shoonya_1sXCPR7MJTCIWU, 5698815]
[answer, [317.0, 658.0, 2425.0, 52.5], shoonya_1sXCPR7MJTCIWU, 5698815]
[answer, [317.0, 710.5, 2425.0, 52.5], shoonya_1sXCPR7MJTCIWU, 5698815]
[answer, [317.0, 763.0, 2425.0, 52.5], shoonya_1sXCPR7MJTCIWU, 5698815]
[answer, [317.0, 815.5, 2425.0, 52.5], shoonya_1sXCPR7MJTCIWU, 5698815]
[answer, [317.0, 868.0, 2425.0, 52.5], shoonya_1sXCPR7MJTCIWU, 5698815]
[answer, [317.0, 920.5, 2425.0, 52.5], shoonya_1sXCPR7MJTCIWU, 5698815]
[answer, [317.0, 973.0, 2425.0, 52.5], shoonya_1sXCPR7MJTCIWU, 5698815]
[answer, [317.0, 1025.5, 2425.0, 52.5], shoonya_1sXCPR7MJTCIWU, 5698815]
[answer, [317.0, 1078.0, 2425.0, 52.5], shoonya_1sXCPR7MJTCIWU, 5698815]
[answer, [317.0, 1130.5, 2425.0, 52.5], shoonya_1sXCPR7MJTCIWU, 5698815]
[answer, [317.0, 1183.0, 2425.0, 52.5], shoonya_1sXCPR7MJTCIWU, 5698815]
[answer, [317.0, 1235.5, 2425.0, 52.5], shoonya_1sXCPR7MJTCIWU, 5698815]
[answer, [317.0, 1288.0, 2425.0, 52.5], shoonya_1sXCPR7MJTCIWU, 5698815]
[answer, [317.0, 1340.5, 2425.0, 52.5], shoonya_1sXCPR7MJTCIWU, 5698815]
[answer, [317.0, 1393.0, 2425.0, 52.5], shoonya_1sXCPR7MJTCIWU, 5698815]
[answer, [317.0, 1445.5, 2425.0, 52.5], shoonya_1sXCPR7MJTCIWU, 5698815]
[answer, [317.0, 1498.0, 2425.0, 52.5], shoonya_1sXCPR7MJTCIWU, 5698815]
[answer, [317.0, 1550.5, 2425.0, 52.5], shoonya_1sXCPR7MJTCIWU, 5698815]
[answer, [317.0, 1603.0, 2425.0, 52.5], shoonya_1sXCPR7MJTCIWU, 5698815]
[answer, [317.0, 1655.5, 2425.0, 52.5], shoonya_1sXCPR7MJTCIWU, 5698815]
[answer, [317.0, 1708.0, 2425.0, 52.5], shoonya_1sXCPR7MJTCIWU, 5698815]
[ordered-list, [468.0, 552.0, 2232.0, 52.5], ext47MNEGd, 5698815]
[ordered-list, [468.0, 604.5, 2232.0, 52.5], ext47MNEGd, 5698815]
[ordered-list, [468.0, 657.0, 2232.0, 52.5], ext47MNEGd, 5698815]
[ordered-list, [468.0, 709.5, 2232.0, 52.5], ext47MNEGd, 5698815]
[ordered-list, [468.0, 762.0, 2232.0, 52.5], ext47MNEGd, 5698815]
[ordered-list, [468.0, 814.5, 2232.0, 52.5], ext47MNEGd, 5698815]
[ordered-list, [468.0, 867.0, 2232.0, 52.5], ext47MNEGd, 5698815]
[ordered-list, [468.0, 919.5, 2232.0, 52.5], ext47MNEGd, 5698815]
[ordered-list, [468.0, 972.0, 2232.0, 52.5], ext47MNEGd, 5698815]
[ordered-list, [468.0, 1024.5, 2232.0, 52.5], ext47MNEGd, 5698815]
[ordered-list, [468.0, 1077.0, 2232.0, 52.5], ext47MNEGd, 5698815]
[ordered-list, [468.0, 1129.5, 2232.0, 52.5], ext47MNEGd, 5698815]
[ordered-list, [468.0, 1182.0, 2232.0, 52.5], ext47MNEGd, 5698815]
[ordered-list, [468.0, 1234.5, 2232.0, 52.5], ext47MNEGd, 5698815]
[ordered-list, [468.0, 1287.0, 2232.0, 52.5], ext47MNEGd, 5698815]
[ordered-list, [468.0, 1339.5, 2232.0, 52.5], ext47MNEGd, 5698815]
[ordered-list, [468.0, 1392.0, 2232.0, 52.5], ext47MNEGd, 5698815]
[ordered-list, [468.0, 1444.5, 2232.0, 52.5], ext47MNEGd, 5698815]
[ordered-list, [468.0, 1497.0, 2232.0, 52.5], ext47MNEGd, 5698815]
[ordered-list, [468.0, 1549.5, 2232.0, 52.5], ext47MNEGd, 5698815]
[ordered-list, [468.0, 1602.0, 2232.0, 52.5], ext47MNEGd, 5698815]
[ordered-list, [468.0, 1654.5, 2232.0, 52.5], ext47MNEGd, 5698815]
[ordered-list, [468.0, 1707.0, 2232.0, 52.5], ext47MNEGd, 5698815]
[section-title, [1195.0, 1796.0, 338.0, 93.0], FwpxVfSEkg, 5698815]
[sub-section-title, [1025.0, 1898.0, 676.0, 73.5], cswbql2TRj, 5698815]
[sidebar, [2352.0, 2022.0, 323.0, 52.5], iom1Ay74l0, 5698815]
[second-level-question, [154.0, 2112.0, 2521.0, 52.5], SSulFXz2Rk, 5698815]
[second-level-question, [154.0, 2164.5, 2521.0, 52.5], SSulFXz2Rk, 5698815]
[answer, [296.0, 2225.0, 2438.0, 52.5], l32GFF_yOZ, 5698815]
[answer, [296.0, 2277.5, 2438.0, 52.5], l32GFF_yOZ, 5698815]
[answer, [296.0, 2330.0, 2438.0, 52.5], l32GFF_yOZ, 5698815]
[answer, [296.0, 2382.5, 2438.0, 52.5], l32GFF_yOZ, 5698815]
[answer, [296.0, 2435.0, 2438.0, 52.5], l32GFF_yOZ, 5698815]
[answer, [296.0, 2487.5, 2438.0, 52.5], l32GFF_yOZ, 5698815]
[answer, [296.0, 2540.0, 2438.0, 52.5], l32GFF_yOZ, 5698815]
[answer, [296.0, 2592.5, 2438.0, 52.5], l32GFF_yOZ, 5698815]
[answer, [296.0, 2645.0, 2438.0, 52.5], l32GFF_yOZ, 5698815]
[answer, [296.0, 2697.5, 2438.0, 52.5], l32GFF_yOZ, 5698815]
[answer, [296.0, 2750.0, 2438.0, 52.5], l32GFF_yOZ, 5698815]
[answer, [296.0, 2802.5, 2438.0, 52.5], l32GFF_yOZ, 5698815]
[answer, [296.0, 2855.0, 2438.0, 52.5], l32GFF_yOZ, 5698815]
[answer, [296.0, 2907.5, 2438.0, 52.5], l32GFF_yOZ, 5698815]
[answer, [296.0, 2960.0, 2438.0, 52.5], l32GFF_yOZ, 5698815]
[answer, [296.0, 3012.5, 2438.0, 52.5], l32GFF_yOZ, 5698815]
[answer, [296.0, 3065.0, 2438.0, 52.5], l32GFF_yOZ, 5698815]
[answer, [296.0, 3117.5, 2438.0, 52.5], l32GFF_yOZ, 5698815]
[answer, [296.0, 3170.0, 2438.0, 52.5], l32GFF_yOZ, 5698815]
[answer, [296.0, 3222.5, 2438.0, 52.5], l32GFF_yOZ, 5698815]
[answer, [296.0, 3275.0, 2438.0, 52.5], l32GFF_yOZ, 5698815]
[answer, [296.0, 3327.5, 2438.0, 52.5], l32GFF_yOZ, 5698815]
[answer, [296.0, 3380.0, 2438.0, 52.5], l32GFF_yOZ, 5698815]
[answer, [296.0, 3432.5, 2438.0, 52.5], l32GFF_yOZ, 5698815]
[paragraph, [623.0, 2507.0, 1476.0, 52.5], a9-0BtKqZh, 5698815]
[paragraph, [623.0, 2559.5, 1476.0, 52.5], a9-0BtKqZh, 5698815]
[paragraph, [623.0, 2612.0, 1476.0, 52.5], a9-0BtKqZh, 5698815]
[paragraph, [446.0, 2719.0, 1211.0, 52.5], UHzKBjZXvE, 5698815]
[ordered-list, [417.0, 2815.0, 2284.0, 52.5], tdfLCqaSxp, 5698815]
[ordered-list, [417.0, 2867.5, 2284.0, 52.5], tdfLCqaSxp, 5698815]
[ordered-list, [417.0, 2920.0, 2284.0, 52.5], tdfLCqaSxp, 5698815]
[ordered-list, [417.0, 2972.5, 2284.0, 52.5], tdfLCqaSxp, 5698815]
[ordered-list, [417.0, 3025.0, 2284.0, 52.5], tdfLCqaSxp, 5698815]
[ordered-list, [417.0, 3077.5, 2284.0, 52.5], tdfLCqaSxp, 5698815]
[ordered-list, [417.0, 3130.0, 2284.0, 52.5], tdfLCqaSxp, 5698815]
[ordered-list, [417.0, 3182.5, 2284.0, 52.5], tdfLCqaSxp, 5698815]
[ordered-list, [417.0, 3235.0, 2284.0, 52.5], tdfLCqaSxp, 5698815]
[ordered-list, [417.0, 3287.5, 2284.0, 52.5], tdfLCqaSxp, 5698815]
[ordered-list, [417.0, 3340.0, 2284.0, 52.5], tdfLCqaSxp, 5698815]
[ordered-list, [417.0, 3392.5, 2284.0, 52.5], tdfLCqaSxp, 5698815]
[ordered-list, [417.0, 3445.0, 2284.0, 52.5], tdfLCqaSxp, 5698815]
[second-level-question, [169.0, 3522.0, 2172.0, 52.5], o5EIo1Pt90, 5698815]
[second-level-question, [169.0, 3574.5, 2172.0, 52.5], o5EIo1Pt90, 5698815]
[answer, [304.0, 3631.0, 2405.0, 52.5], PnghL6HS5x, 5698815]
[answer, [304.0, 3683.5, 2405.0, 52.5], PnghL6HS5x, 5698815]
[answer, [304.0, 3736.0, 2405.0, 52.5], PnghL6HS5x, 5698815]
[answer, [304.0, 3788.5, 2405.0, 52.5], PnghL6HS5x, 5698815]
