[2481, 1654]
[folio, [340.0, 101.0, 136.0, 36.0], WXlmvWYZIk, 5721814]
[paragraph, [208.0, 216.0, 1300.0, 36.0], PuqCucGF4k, 5721814]
[paragraph, [208.0, 252.0, 1300.0, 36.0], PuqCucGF4k, 5721814]
[paragraph, [202.0, 320.0, 1302.0, 36.0], ZtnLzafRr_, 5721814]
[paragraph, [202.0, 356.0, 1302.0, 36.0], ZtnLzafRr_, 5721814]
[paragraph, [202.0, 392.0, 1302.0, 36.0], ZtnLzafRr_, 5721814]
[paragraph, [202.0, 428.0, 1302.0, 36.0], ZtnLzafRr_, 5721814]
[paragraph, [202.0, 464.0, 1302.0, 36.0], ZtnLzafRr_, 5721814]
[paragraph, [202.0, 500.0, 1302.0, 36.0], ZtnLzafRr_, 5721814]
[paragraph, [202.0, 536.0, 1302.0, 36.0], ZtnLzafRr_, 5721814]
[paragraph, [202.0, 572.0, 1302.0, 36.0], ZtnLzafRr_, 5721814]
[paragraph, [196.0, 624.0, 1309.0, 36.0], shoonya_1sT6MEPD4RJI5M, 5721814]
[paragraph, [196.0, 660.0, 1309.0, 36.0], shoonya_1sT6MEPD4RJI5M, 5721814]
[paragraph, [196.0, 696.0, 1309.0, 36.0], shoonya_1sT6MEPD4RJI5M, 5721814]
[paragraph, [196.0, 732.0, 1309.0, 36.0], shoonya_1sT6MEPD4RJI5M, 5721814]
[paragraph, [196.0, 768.0, 1309.0, 36.0], shoonya_1sT6MEPD4RJI5M, 5721814]
[paragraph, [196.0, 804.0, 1309.0, 36.0], shoonya_1sT6MEPD4RJI5M, 5721814]
[paragraph, [196.0, 840.0, 1309.0, 36.0], shoonya_1sT6MEPD4RJI5M, 5721814]
[paragraph, [196.0, 876.0, 1309.0, 36.0], shoonya_1sT6MEPD4RJI5M, 5721814]
[paragraph, [196.0, 912.0, 1309.0, 36.0], shoonya_1sT6MEPD4RJI5M, 5721814]
[paragraph, [196.0, 948.0, 1309.0, 36.0], shoonya_1sT6MEPD4RJI5M, 5721814]
[paragraph, [196.0, 984.0, 1309.0, 36.0], shoonya_1sT6MEPD4RJI5M, 5721814]
[paragraph, [196.0, 1020.0, 1309.0, 36.0], shoonya_1sT6MEPD4RJI5M, 5721814]
[paragraph, [196.0, 1056.0, 1309.0, 36.0], shoonya_1sT6MEPD4RJI5M, 5721814]
[paragraph, [196.0, 1092.0, 1309.0, 36.0], shoonya_1sT6MEPD4RJI5M, 5721814]
[paragraph, [196.0, 1128.0, 1309.0, 36.0], shoonya_1sT6MEPD4RJI5M, 5721814]
[paragraph, [198.0, 1179.0, 1311.0, 36.0], ajn6kIUikK, 5721814]
[paragraph, [198.0, 1215.0, 1311.0, 36.0], ajn6kIUikK, 5721814]
[paragraph, [194.0, 1278.0, 1309.0, 36.0], AhvMK_wA0W, 5721814]
[paragraph, [194.0, 1314.0, 1309.0, 36.0], AhvMK_wA0W, 5721814]
[paragraph, [194.0, 1350.0, 1309.0, 36.0], AhvMK_wA0W, 5721814]
[paragraph, [194.0, 1386.0, 1309.0, 36.0], AhvMK_wA0W, 5721814]
[paragraph, [194.0, 1422.0, 1309.0, 36.0], AhvMK_wA0W, 5721814]
[paragraph, [192.0, 1477.0, 1313.0, 36.0], nuhVdmp5mI, 5721814]
[paragraph, [192.0, 1513.0, 1313.0, 36.0], nuhVdmp5mI, 5721814]
[paragraph, [192.0, 1549.0, 1313.0, 36.0], nuhVdmp5mI, 5721814]
[paragraph, [192.0, 1585.0, 1313.0, 36.0], nuhVdmp5mI, 5721814]
[paragraph, [192.0, 1621.0, 1313.0, 36.0], nuhVdmp5mI, 5721814]
[paragraph, [192.0, 1657.0, 1313.0, 36.0], nuhVdmp5mI, 5721814]
[paragraph, [192.0, 1693.0, 1313.0, 36.0], nuhVdmp5mI, 5721814]
[paragraph, [185.0, 1735.0, 1319.0, 36.0], u8HfsJnrXJ, 5721814]
[paragraph, [185.0, 1771.0, 1319.0, 36.0], u8HfsJnrXJ, 5721814]
[paragraph, [185.0, 1807.0, 1319.0, 36.0], u8HfsJnrXJ, 5721814]
[paragraph, [185.0, 1843.0, 1319.0, 36.0], u8HfsJnrXJ, 5721814]
[paragraph, [181.0, 1886.0, 1327.0, 36.0], cn1Pl3ApuP, 5721814]
[paragraph, [181.0, 1922.0, 1327.0, 36.0], cn1Pl3ApuP, 5721814]
[paragraph, [181.0, 1958.0, 1327.0, 36.0], cn1Pl3ApuP, 5721814]
[paragraph, [181.0, 1994.0, 1327.0, 36.0], cn1Pl3ApuP, 5721814]
[paragraph, [181.0, 2030.0, 1327.0, 36.0], cn1Pl3ApuP, 5721814]
[paragraph, [181.0, 2066.0, 1327.0, 36.0], cn1Pl3ApuP, 5721814]
[paragraph, [181.0, 2102.0, 1327.0, 36.0], cn1Pl3ApuP, 5721814]
[paragraph, [181.0, 2138.0, 1327.0, 36.0], cn1Pl3ApuP, 5721814]
