[2250, 1470]
[headline, [288.0, 152.0, 895.0, 67.5], ZFcoFfYo1v, 5657062]
[headline, [288.0, 219.5, 895.0, 67.5], ZFcoFfYo1v, 5657062]
[unordered-list, [64.0, 323.0, 1325.0, 36.0], KGGJrburUf, 5657062]
[unordered-list, [64.0, 359.0, 1325.0, 36.0], KGGJrburUf, 5657062]
[unordered-list, [64.0, 395.0, 1325.0, 36.0], KGGJrburUf, 5657062]
[unordered-list, [64.0, 431.0, 1325.0, 36.0], KGGJrburUf, 5657062]
[unordered-list, [64.0, 467.0, 1325.0, 36.0], KGGJrburUf, 5657062]
[unordered-list, [64.0, 503.0, 1325.0, 36.0], KGGJrburUf, 5657062]
[unordered-list, [64.0, 539.0, 1325.0, 36.0], KGGJrburUf, 5657062]
[unordered-list, [64.0, 575.0, 1325.0, 36.0], KGGJrburUf, 5657062]
[unordered-list, [64.0, 611.0, 1325.0, 36.0], KGGJrburUf, 5657062]
[unordered-list, [64.0, 647.0, 1325.0, 36.0], KGGJrburUf, 5657062]
[unordered-list, [64.0, 683.0, 1325.0, 36.0], KGGJrburUf, 5657062]
[unordered-list, [64.0, 719.0, 1325.0, 36.0], KGGJrburUf, 5657062]
[unordered-list, [64.0, 755.0, 1325.0, 36.0], KGGJrburUf, 5657062]
[unordered-list, [64.0, 791.0, 1325.0, 36.0], KGGJrburUf, 5657062]
[unordered-list, [64.0, 827.0, 1325.0, 36.0], KGGJrburUf, 5657062]
[unordered-list, [64.0, 863.0, 1325.0, 36.0], KGGJrburUf, 5657062]
[unordered-list, [64.0, 899.0, 1325.0, 36.0], KGGJrburUf, 5657062]
[unordered-list, [64.0, 935.0, 1325.0, 36.0], KGGJrburUf, 5657062]
[unordered-list, [64.0, 971.0, 1325.0, 36.0], KGGJrburUf, 5657062]
[unordered-list, [64.0, 1007.0, 1325.0, 36.0], KGGJrburUf, 5657062]
[unordered-list, [64.0, 1043.0, 1325.0, 36.0], KGGJrburUf, 5657062]
[unordered-list, [64.0, 1079.0, 1325.0, 36.0], KGGJrburUf, 5657062]
[unordered-list, [64.0, 1115.0, 1325.0, 36.0], KGGJrburUf, 5657062]
[unordered-list, [64.0, 1151.0, 1325.0, 36.0], KGGJrburUf, 5657062]
[unordered-list, [64.0, 1187.0, 1325.0, 36.0], KGGJrburUf, 5657062]
[unordered-list, [64.0, 1223.0, 1325.0, 36.0], KGGJrburUf, 5657062]
[unordered-list, [64.0, 1259.0, 1325.0, 36.0], KGGJrburUf, 5657062]
[unordered-list, [64.0, 1295.0, 1325.0, 36.0], KGGJrburUf, 5657062]
[unordered-list, [64.0, 1331.0, 1325.0, 36.0], KGGJrburUf, 5657062]
[unordered-list, [64.0, 1367.0, 1325.0, 36.0], KGGJrburUf, 5657062]
[unordered-list, [64.0, 1403.0, 1325.0, 36.0], KGGJrburUf, 5657062]
[sub-unordered-list, [144.0, 719.0, 1210.0, 18.0], shoonya_0s1PZ35TJDFZX9, 5657062]
[sub-unordered-list, [144.0, 737.0, 1210.0, 18.0], shoonya_0s1PZ35TJDFZX9, 5657062]
[sub-unordered-list, [144.0, 755.0, 1210.0, 18.0], shoonya_0s1PZ35TJDFZX9, 5657062]
[sub-unordered-list, [144.0, 773.0, 1210.0, 18.0], shoonya_0s1PZ35TJDFZX9, 5657062]
[sub-unordered-list, [144.0, 791.0, 1210.0, 18.0], shoonya_0s1PZ35TJDFZX9, 5657062]
[sub-unordered-list, [144.0, 809.0, 1210.0, 18.0], shoonya_0s1PZ35TJDFZX9, 5657062]
[sub-unordered-list, [144.0, 827.0, 1210.0, 18.0], shoonya_0s1PZ35TJDFZX9, 5657062]
[sub-unordered-list, [144.0, 845.0, 1210.0, 18.0], shoonya_0s1PZ35TJDFZX9, 5657062]
[sub-unordered-list, [144.0, 863.0, 1210.0, 18.0], shoonya_0s1PZ35TJDFZX9, 5657062]
[sub-unordered-list, [144.0, 881.0, 1210.0, 18.0], shoonya_0s1PZ35TJDFZX9, 5657062]
[folio, [710.0, 1991.0, 713.0, 36.0], XdEmD14FRK, 5657062]
