[1754, 1240]
[section-title, [134.0, 179.0, 877.0, 49.5], W__h4yYFmn, 6477823]
[sub-section-title, [133.0, 270.0, 198.0, 36.0], -M1OQGRe8D, 6477823]
[paragraph, [123.0, 308.0, 988.0, 36.0], CIW0WBrpOc, 6477823]
[paragraph, [123.0, 344.0, 988.0, 36.0], CIW0WBrpOc, 6477823]
[paragraph, [123.0, 380.0, 988.0, 36.0], CIW0WBrpOc, 6477823]
[paragraph, [123.0, 416.0, 988.0, 36.0], CIW0WBrpOc, 6477823]
[paragraph, [123.0, 452.0, 988.0, 36.0], CIW0WBrpOc, 6477823]
[paragraph, [123.0, 488.0, 988.0, 36.0], CIW0WBrpOc, 6477823]
[paragraph, [123.0, 524.0, 988.0, 36.0], CIW0WBrpOc, 6477823]
[paragraph, [123.0, 560.0, 988.0, 36.0], CIW0WBrpOc, 6477823]
[paragraph, [123.0, 596.0, 988.0, 36.0], CIW0WBrpOc, 6477823]
[paragraph, [123.0, 632.0, 988.0, 36.0], CIW0WBrpOc, 6477823]
[paragraph, [123.0, 668.0, 988.0, 36.0], CIW0WBrpOc, 6477823]
[paragraph, [123.0, 704.0, 988.0, 36.0], CIW0WBrpOc, 6477823]
[paragraph, [123.0, 740.0, 988.0, 36.0], CIW0WBrpOc, 6477823]
[paragraph, [123.0, 776.0, 988.0, 36.0], CIW0WBrpOc, 6477823]
[paragraph, [123.0, 812.0, 988.0, 36.0], CIW0WBrpOc, 6477823]
[paragraph, [123.0, 848.0, 988.0, 36.0], CIW0WBrpOc, 6477823]
[paragraph, [123.0, 884.0, 988.0, 36.0], CIW0WBrpOc, 6477823]
[paragraph, [123.0, 920.0, 988.0, 36.0], CIW0WBrpOc, 6477823]
[paragraph, [123.0, 956.0, 988.0, 36.0], CIW0WBrpOc, 6477823]
[paragraph, [123.0, 992.0, 988.0, 36.0], CIW0WBrpOc, 6477823]
[paragraph, [123.0, 1028.0, 988.0, 36.0], CIW0WBrpOc, 6477823]
[paragraph, [123.0, 1064.0, 988.0, 36.0], CIW0WBrpOc, 6477823]
[paragraph, [123.0, 1100.0, 988.0, 36.0], CIW0WBrpOc, 6477823]
[paragraph, [123.0, 1136.0, 988.0, 36.0], CIW0WBrpOc, 6477823]
[paragraph, [123.0, 1172.0, 988.0, 36.0], CIW0WBrpOc, 6477823]
[website-link, [458.0, 343.0, 285.0, 18.0], ELvcAr8z58, 6477823]
[paragraph, [125.0, 1288.0, 984.0, 36.0], shoonya_0sVW146KSUKRLF, 6477823]
[paragraph, [125.0, 1324.0, 984.0, 36.0], shoonya_0sVW146KSUKRLF, 6477823]
[paragraph, [125.0, 1360.0, 984.0, 36.0], shoonya_0sVW146KSUKRLF, 6477823]
[paragraph, [125.0, 1396.0, 984.0, 36.0], shoonya_0sVW146KSUKRLF, 6477823]
[paragraph, [125.0, 1432.0, 984.0, 36.0], shoonya_0sVW146KSUKRLF, 6477823]
[paragraph, [125.0, 1468.0, 984.0, 36.0], shoonya_0sVW146KSUKRLF, 6477823]
[paragraph, [125.0, 1504.0, 984.0, 36.0], shoonya_0sVW146KSUKRLF, 6477823]
[paragraph, [125.0, 1540.0, 984.0, 36.0], shoonya_0sVW146KSUKRLF, 6477823]
[paragraph, [125.0, 1576.0, 984.0, 36.0], shoonya_0sVW146KSUKRLF, 6477823]
