[1162, 749]
[folio, [329.0, 76.0, 84.0, 18.0], xYLXJ3YsH1, 5699974]
[paragraph, [78.0, 120.0, 593.0, 18.0], shoonya_3s8FTVJ82J6HPU, 5699974]
[paragraph, [78.0, 138.0, 593.0, 18.0], shoonya_3s8FTVJ82J6HPU, 5699974]
[paragraph, [78.0, 156.0, 593.0, 18.0], shoonya_3s8FTVJ82J6HPU, 5699974]
[paragraph, [78.0, 174.0, 593.0, 18.0], shoonya_3s8FTVJ82J6HPU, 5699974]
[paragraph, [78.0, 192.0, 593.0, 18.0], shoonya_3s8FTVJ82J6HPU, 5699974]
[paragraph, [78.0, 210.0, 593.0, 18.0], shoonya_3s8FTVJ82J6HPU, 5699974]
[paragraph, [78.0, 228.0, 593.0, 18.0], shoonya_3s8FTVJ82J6HPU, 5699974]
[paragraph, [78.0, 246.0, 593.0, 18.0], shoonya_3s8FTVJ82J6HPU, 5699974]
[paragraph, [78.0, 264.0, 593.0, 18.0], shoonya_3s8FTVJ82J6HPU, 5699974]
[paragraph, [78.0, 282.0, 593.0, 18.0], shoonya_3s8FTVJ82J6HPU, 5699974]
[paragraph, [78.0, 300.0, 593.0, 18.0], shoonya_3s8FTVJ82J6HPU, 5699974]
[paragraph, [79.0, 328.0, 593.0, 18.0], shoonya_2sV4U7TCBWZO3C, 5699974]
[paragraph, [79.0, 346.0, 593.0, 18.0], shoonya_2sV4U7TCBWZO3C, 5699974]
[paragraph, [79.0, 364.0, 593.0, 18.0], shoonya_2sV4U7TCBWZO3C, 5699974]
[paragraph, [79.0, 382.0, 593.0, 18.0], shoonya_2sV4U7TCBWZO3C, 5699974]
[paragraph, [79.0, 400.0, 593.0, 18.0], shoonya_2sV4U7TCBWZO3C, 5699974]
[paragraph, [79.0, 418.0, 593.0, 18.0], shoonya_2sV4U7TCBWZO3C, 5699974]
[paragraph, [79.0, 436.0, 593.0, 18.0], shoonya_2sV4U7TCBWZO3C, 5699974]
[paragraph, [79.0, 454.0, 593.0, 18.0], shoonya_2sV4U7TCBWZO3C, 5699974]
[paragraph, [79.0, 472.0, 593.0, 18.0], shoonya_2sV4U7TCBWZO3C, 5699974]
[paragraph, [79.0, 499.0, 590.0, 18.0], shoonya_0sTH12EZ11HMHP, 5699974]
[paragraph, [79.0, 517.0, 590.0, 18.0], shoonya_0sTH12EZ11HMHP, 5699974]
[paragraph, [79.0, 535.0, 590.0, 18.0], shoonya_0sTH12EZ11HMHP, 5699974]
[paragraph, [79.0, 553.0, 590.0, 18.0], shoonya_0sTH12EZ11HMHP, 5699974]
[paragraph, [79.0, 571.0, 590.0, 18.0], shoonya_0sTH12EZ11HMHP, 5699974]
[paragraph, [79.0, 589.0, 590.0, 18.0], shoonya_0sTH12EZ11HMHP, 5699974]
[paragraph, [79.0, 607.0, 590.0, 18.0], shoonya_0sTH12EZ11HMHP, 5699974]
[paragraph, [79.0, 625.0, 590.0, 18.0], shoonya_0sTH12EZ11HMHP, 5699974]
[paragraph, [79.0, 643.0, 590.0, 18.0], shoonya_0sTH12EZ11HMHP, 5699974]
[paragraph, [79.0, 661.0, 590.0, 18.0], shoonya_0sTH12EZ11HMHP, 5699974]
[paragraph, [79.0, 679.0, 590.0, 18.0], shoonya_0sTH12EZ11HMHP, 5699974]
[paragraph, [79.0, 697.0, 590.0, 18.0], shoonya_0sTH12EZ11HMHP, 5699974]
[paragraph, [79.0, 715.0, 590.0, 18.0], shoonya_0sTH12EZ11HMHP, 5699974]
[paragraph, [79.0, 733.0, 590.0, 18.0], shoonya_0sTH12EZ11HMHP, 5699974]
[paragraph, [79.0, 751.0, 590.0, 18.0], shoonya_0sTH12EZ11HMHP, 5699974]
[paragraph, [79.0, 769.0, 590.0, 18.0], shoonya_0sTH12EZ11HMHP, 5699974]
[paragraph, [79.0, 787.0, 590.0, 18.0], shoonya_0sTH12EZ11HMHP, 5699974]
[paragraph, [79.0, 805.0, 590.0, 18.0], shoonya_0sTH12EZ11HMHP, 5699974]
[paragraph, [79.0, 844.0, 588.0, 18.0], shoonya_1sA2DXYS75LVQN, 5699974]
[paragraph, [79.0, 862.0, 588.0, 18.0], shoonya_1sA2DXYS75LVQN, 5699974]
[paragraph, [79.0, 880.0, 588.0, 18.0], shoonya_1sA2DXYS75LVQN, 5699974]
[paragraph, [79.0, 898.0, 588.0, 18.0], shoonya_1sA2DXYS75LVQN, 5699974]
[paragraph, [79.0, 916.0, 588.0, 18.0], shoonya_1sA2DXYS75LVQN, 5699974]
[paragraph, [79.0, 934.0, 588.0, 18.0], shoonya_1sA2DXYS75LVQN, 5699974]
[paragraph, [79.0, 952.0, 588.0, 18.0], shoonya_1sA2DXYS75LVQN, 5699974]
[paragraph, [79.0, 970.0, 588.0, 18.0], shoonya_1sA2DXYS75LVQN, 5699974]
[paragraph, [79.0, 988.0, 588.0, 18.0], shoonya_1sA2DXYS75LVQN, 5699974]
[paragraph, [79.0, 1006.0, 588.0, 18.0], shoonya_1sA2DXYS75LVQN, 5699974]
[paragraph, [79.0, 1024.0, 588.0, 18.0], shoonya_1sA2DXYS75LVQN, 5699974]
[paragraph, [79.0, 1042.0, 588.0, 18.0], shoonya_1sA2DXYS75LVQN, 5699974]
[paragraph, [79.0, 1060.0, 588.0, 18.0], shoonya_1sA2DXYS75LVQN, 5699974]
