[1363, 826]
[folio, [102.0, 49.0, 118.0, 18.0], IJ8hONWO0H, 5781891]
[folio, [102.0, 67.0, 118.0, 18.0], IJ8hONWO0H, 5781891]
[folio, [102.0, 85.0, 118.0, 18.0], IJ8hONWO0H, 5781891]
[folio, [102.0, 103.0, 118.0, 18.0], IJ8hONWO0H, 5781891]
[folio, [272.0, 118.0, 277.0, 18.0], shoonya_8sDR439LBYMDD7, 5781891]
[paragraph, [99.0, 155.0, 644.0, 18.0], shoonya_7s32PTXP1WR2LV, 5781891]
[paragraph, [99.0, 173.0, 644.0, 18.0], shoonya_7s32PTXP1WR2LV, 5781891]
[paragraph, [99.0, 191.0, 644.0, 18.0], shoonya_7s32PTXP1WR2LV, 5781891]
[paragraph, [99.0, 209.0, 644.0, 18.0], shoonya_7s32PTXP1WR2LV, 5781891]
[paragraph, [99.0, 227.0, 644.0, 18.0], shoonya_7s32PTXP1WR2LV, 5781891]
[ordered-list, [85.0, 254.0, 668.0, 18.0], shoonya_6sFXG1LMT0BN31, 5781891]
[ordered-list, [85.0, 272.0, 668.0, 18.0], shoonya_6sFXG1LMT0BN31, 5781891]
[ordered-list, [85.0, 290.0, 668.0, 18.0], shoonya_6sFXG1LMT0BN31, 5781891]
[ordered-list, [85.0, 308.0, 668.0, 18.0], shoonya_6sFXG1LMT0BN31, 5781891]
[ordered-list, [85.0, 326.0, 668.0, 18.0], shoonya_6sFXG1LMT0BN31, 5781891]
[ordered-list, [85.0, 344.0, 668.0, 18.0], shoonya_6sFXG1LMT0BN31, 5781891]
[ordered-list, [85.0, 362.0, 668.0, 18.0], shoonya_6sFXG1LMT0BN31, 5781891]
[ordered-list, [85.0, 380.0, 668.0, 18.0], shoonya_6sFXG1LMT0BN31, 5781891]
[ordered-list, [85.0, 398.0, 668.0, 18.0], shoonya_6sFXG1LMT0BN31, 5781891]
[ordered-list, [85.0, 416.0, 668.0, 18.0], shoonya_6sFXG1LMT0BN31, 5781891]
[ordered-list, [85.0, 434.0, 668.0, 18.0], shoonya_6sFXG1LMT0BN31, 5781891]
[ordered-list, [85.0, 452.0, 668.0, 18.0], shoonya_6sFXG1LMT0BN31, 5781891]
[ordered-list, [85.0, 470.0, 668.0, 18.0], shoonya_6sFXG1LMT0BN31, 5781891]
[ordered-list, [85.0, 488.0, 668.0, 18.0], shoonya_6sFXG1LMT0BN31, 5781891]
[ordered-list, [85.0, 506.0, 668.0, 18.0], shoonya_6sFXG1LMT0BN31, 5781891]
[ordered-list, [85.0, 524.0, 668.0, 18.0], shoonya_6sFXG1LMT0BN31, 5781891]
[ordered-list, [85.0, 542.0, 668.0, 18.0], shoonya_6sFXG1LMT0BN31, 5781891]
[ordered-list, [85.0, 560.0, 668.0, 18.0], shoonya_6sFXG1LMT0BN31, 5781891]
[ordered-list, [85.0, 578.0, 668.0, 18.0], shoonya_6sFXG1LMT0BN31, 5781891]
[ordered-list, [85.0, 596.0, 668.0, 18.0], shoonya_6sFXG1LMT0BN31, 5781891]
[ordered-list, [85.0, 614.0, 668.0, 18.0], shoonya_6sFXG1LMT0BN31, 5781891]
[ordered-list, [85.0, 632.0, 668.0, 18.0], shoonya_6sFXG1LMT0BN31, 5781891]
[ordered-list, [85.0, 650.0, 668.0, 18.0], shoonya_6sFXG1LMT0BN31, 5781891]
[ordered-list, [85.0, 668.0, 668.0, 18.0], shoonya_6sFXG1LMT0BN31, 5781891]
[ordered-list, [85.0, 686.0, 668.0, 18.0], shoonya_6sFXG1LMT0BN31, 5781891]
[ordered-list, [85.0, 704.0, 668.0, 18.0], shoonya_6sFXG1LMT0BN31, 5781891]
[ordered-list, [85.0, 722.0, 668.0, 18.0], shoonya_6sFXG1LMT0BN31, 5781891]
[ordered-list, [85.0, 740.0, 668.0, 18.0], shoonya_6sFXG1LMT0BN31, 5781891]
[ordered-list, [85.0, 758.0, 668.0, 18.0], shoonya_6sFXG1LMT0BN31, 5781891]
[ordered-list, [85.0, 776.0, 668.0, 18.0], shoonya_6sFXG1LMT0BN31, 5781891]
[ordered-list, [85.0, 794.0, 668.0, 18.0], shoonya_6sFXG1LMT0BN31, 5781891]
[sub-ordered-list, [98.0, 283.0, 648.0, 18.0], shoonya_5s9174JWZ6171G, 5781891]
[sub-ordered-list, [98.0, 301.0, 648.0, 18.0], shoonya_5s9174JWZ6171G, 5781891]
[sub-ordered-list, [98.0, 319.0, 648.0, 18.0], shoonya_5s9174JWZ6171G, 5781891]
[sub-ordered-list, [98.0, 337.0, 648.0, 18.0], shoonya_5s9174JWZ6171G, 5781891]
[sub-ordered-list, [98.0, 355.0, 648.0, 18.0], shoonya_5s9174JWZ6171G, 5781891]
[sub-ordered-list, [98.0, 373.0, 648.0, 18.0], shoonya_5s9174JWZ6171G, 5781891]
[sub-ordered-list, [98.0, 391.0, 648.0, 18.0], shoonya_5s9174JWZ6171G, 5781891]
[sub-ordered-list, [98.0, 409.0, 648.0, 18.0], shoonya_5s9174JWZ6171G, 5781891]
[sub-ordered-list, [98.0, 427.0, 648.0, 18.0], shoonya_5s9174JWZ6171G, 5781891]
[sub-ordered-list, [98.0, 445.0, 648.0, 18.0], shoonya_5s9174JWZ6171G, 5781891]
[sub-ordered-list, [98.0, 463.0, 648.0, 18.0], shoonya_5s9174JWZ6171G, 5781891]
[sub-ordered-list, [98.0, 481.0, 648.0, 18.0], shoonya_5s9174JWZ6171G, 5781891]
[sub-ordered-list, [98.0, 499.0, 648.0, 18.0], shoonya_5s9174JWZ6171G, 5781891]
[sub-ordered-list, [99.0, 557.0, 647.0, 18.0], shoonya_3sKOHMEE1XQ8RZ, 5781891]
[sub-ordered-list, [99.0, 575.0, 647.0, 18.0], shoonya_3sKOHMEE1XQ8RZ, 5781891]
[sub-ordered-list, [99.0, 593.0, 647.0, 18.0], shoonya_3sKOHMEE1XQ8RZ, 5781891]
[sub-ordered-list, [99.0, 611.0, 647.0, 18.0], shoonya_3sKOHMEE1XQ8RZ, 5781891]
[sub-ordered-list, [99.0, 629.0, 647.0, 18.0], shoonya_3sKOHMEE1XQ8RZ, 5781891]
[sub-ordered-list, [99.0, 647.0, 647.0, 18.0], shoonya_3sKOHMEE1XQ8RZ, 5781891]
[sub-ordered-list, [99.0, 665.0, 647.0, 18.0], shoonya_3sKOHMEE1XQ8RZ, 5781891]
[sub-ordered-list, [99.0, 683.0, 647.0, 18.0], shoonya_3sKOHMEE1XQ8RZ, 5781891]
[sub-ordered-list, [99.0, 701.0, 647.0, 18.0], shoonya_3sKOHMEE1XQ8RZ, 5781891]
[sub-ordered-list, [99.0, 719.0, 647.0, 18.0], shoonya_3sKOHMEE1XQ8RZ, 5781891]
[sub-ordered-list, [99.0, 737.0, 647.0, 18.0], shoonya_3sKOHMEE1XQ8RZ, 5781891]
[sub-ordered-list, [99.0, 755.0, 647.0, 18.0], shoonya_3sKOHMEE1XQ8RZ, 5781891]
[sub-ordered-list, [99.0, 773.0, 647.0, 18.0], shoonya_3sKOHMEE1XQ8RZ, 5781891]
[sub-ordered-list, [99.0, 791.0, 647.0, 18.0], shoonya_3sKOHMEE1XQ8RZ, 5781891]
[figure-caption, [506.0, 859.0, 191.0, 18.0], kPX8VOQa-o, 5781891]
[figure-caption, [254.0, 868.0, 85.0, 18.0], 4PeWGkQOJB, 5781891]
[figure-caption, [584.0, 1092.0, 149.0, 18.0], 9Ar69DXBGI, 5781891]
[figure-caption, [128.0, 1160.0, 245.0, 18.0], yxye6Optb-, 5781891]
[figure-caption, [439.0, 1160.0, 141.0, 18.0], z1grfMCUBm, 5781891]
[sidebar, [648.0, 1195.0, 91.0, 18.0], shoonya_11s6HFY3FRW0IP, 5781891]
[figure-caption, [217.0, 1207.0, 395.0, 18.0], shoonya_2sQ0PZMI8CVXBG, 5781891]
