[1238, 765]
[folio, [305.0, 86.0, 130.0, 18.0], ew7JXjl66Q, 5770729]
[folio, [305.0, 104.0, 130.0, 18.0], ew7JXjl66Q, 5770729]
[paragraph, [406.0, 137.0, 274.0, 18.0], Tr73L28YtF, 5770729]
[paragraph, [406.0, 155.0, 274.0, 18.0], Tr73L28YtF, 5770729]
[paragraph, [406.0, 173.0, 274.0, 18.0], Tr73L28YtF, 5770729]
[paragraph, [79.0, 139.0, 301.0, 18.0], shoonya_0sK7S96ENVJDIM, 5770729]
[paragraph, [79.0, 157.0, 301.0, 18.0], shoonya_0sK7S96ENVJDIM, 5770729]
[paragraph, [79.0, 175.0, 301.0, 18.0], shoonya_0sK7S96ENVJDIM, 5770729]
[paragraph, [79.0, 193.0, 301.0, 18.0], shoonya_0sK7S96ENVJDIM, 5770729]
[paragraph, [79.0, 211.0, 301.0, 18.0], shoonya_0sK7S96ENVJDIM, 5770729]
[paragraph, [79.0, 229.0, 301.0, 18.0], shoonya_0sK7S96ENVJDIM, 5770729]
[paragraph, [79.0, 247.0, 301.0, 18.0], shoonya_0sK7S96ENVJDIM, 5770729]
[paragraph, [79.0, 265.0, 301.0, 18.0], shoonya_0sK7S96ENVJDIM, 5770729]
[paragraph, [79.0, 283.0, 301.0, 18.0], shoonya_0sK7S96ENVJDIM, 5770729]
[paragraph, [79.0, 301.0, 301.0, 18.0], shoonya_0sK7S96ENVJDIM, 5770729]
[paragraph, [79.0, 319.0, 301.0, 18.0], shoonya_0sK7S96ENVJDIM, 5770729]
[paragraph, [79.0, 337.0, 301.0, 18.0], shoonya_0sK7S96ENVJDIM, 5770729]
[paragraph, [79.0, 355.0, 301.0, 18.0], shoonya_0sK7S96ENVJDIM, 5770729]
[ordered-list, [378.0, 188.0, 303.0, 18.0], DROyB7RUm5, 5770729]
[ordered-list, [378.0, 206.0, 303.0, 18.0], DROyB7RUm5, 5770729]
[ordered-list, [378.0, 224.0, 303.0, 18.0], DROyB7RUm5, 5770729]
[ordered-list, [378.0, 242.0, 303.0, 18.0], DROyB7RUm5, 5770729]
[ordered-list, [378.0, 260.0, 303.0, 18.0], DROyB7RUm5, 5770729]
[ordered-list, [378.0, 278.0, 303.0, 18.0], DROyB7RUm5, 5770729]
[ordered-list, [378.0, 296.0, 303.0, 18.0], DROyB7RUm5, 5770729]
[ordered-list, [378.0, 314.0, 303.0, 18.0], DROyB7RUm5, 5770729]
[ordered-list, [378.0, 332.0, 303.0, 18.0], DROyB7RUm5, 5770729]
[ordered-list, [378.0, 350.0, 303.0, 18.0], DROyB7RUm5, 5770729]
[ordered-list, [378.0, 368.0, 303.0, 18.0], DROyB7RUm5, 5770729]
[ordered-list, [378.0, 386.0, 303.0, 18.0], DROyB7RUm5, 5770729]
[ordered-list, [378.0, 404.0, 303.0, 18.0], DROyB7RUm5, 5770729]
[ordered-list, [378.0, 422.0, 303.0, 18.0], DROyB7RUm5, 5770729]
[ordered-list, [378.0, 440.0, 303.0, 18.0], DROyB7RUm5, 5770729]
[ordered-list, [378.0, 458.0, 303.0, 18.0], DROyB7RUm5, 5770729]
[ordered-list, [378.0, 476.0, 303.0, 18.0], DROyB7RUm5, 5770729]
[ordered-list, [378.0, 494.0, 303.0, 18.0], DROyB7RUm5, 5770729]
[ordered-list, [378.0, 512.0, 303.0, 18.0], DROyB7RUm5, 5770729]
[ordered-list, [378.0, 530.0, 303.0, 18.0], DROyB7RUm5, 5770729]
[ordered-list, [378.0, 548.0, 303.0, 18.0], DROyB7RUm5, 5770729]
[ordered-list, [378.0, 566.0, 303.0, 18.0], DROyB7RUm5, 5770729]
[ordered-list, [378.0, 584.0, 303.0, 18.0], DROyB7RUm5, 5770729]
[ordered-list, [378.0, 602.0, 303.0, 18.0], DROyB7RUm5, 5770729]
[ordered-list, [378.0, 620.0, 303.0, 18.0], DROyB7RUm5, 5770729]
[ordered-list, [378.0, 638.0, 303.0, 18.0], DROyB7RUm5, 5770729]
[ordered-list, [378.0, 656.0, 303.0, 18.0], DROyB7RUm5, 5770729]
[ordered-list, [378.0, 674.0, 303.0, 18.0], DROyB7RUm5, 5770729]
[ordered-list, [378.0, 692.0, 303.0, 18.0], DROyB7RUm5, 5770729]
[ordered-list, [378.0, 710.0, 303.0, 18.0], DROyB7RUm5, 5770729]
[ordered-list, [378.0, 728.0, 303.0, 18.0], DROyB7RUm5, 5770729]
[ordered-list, [378.0, 746.0, 303.0, 18.0], DROyB7RUm5, 5770729]
[ordered-list, [378.0, 764.0, 303.0, 18.0], DROyB7RUm5, 5770729]
[ordered-list, [378.0, 782.0, 303.0, 18.0], DROyB7RUm5, 5770729]
[ordered-list, [378.0, 800.0, 303.0, 18.0], DROyB7RUm5, 5770729]
[ordered-list, [378.0, 818.0, 303.0, 18.0], DROyB7RUm5, 5770729]
[ordered-list, [378.0, 836.0, 303.0, 18.0], DROyB7RUm5, 5770729]
[ordered-list, [378.0, 854.0, 303.0, 18.0], DROyB7RUm5, 5770729]
[ordered-list, [378.0, 872.0, 303.0, 18.0], DROyB7RUm5, 5770729]
[ordered-list, [378.0, 890.0, 303.0, 18.0], DROyB7RUm5, 5770729]
[ordered-list, [378.0, 908.0, 303.0, 18.0], DROyB7RUm5, 5770729]
[ordered-list, [378.0, 926.0, 303.0, 18.0], DROyB7RUm5, 5770729]
[ordered-list, [378.0, 944.0, 303.0, 18.0], DROyB7RUm5, 5770729]
[ordered-list, [378.0, 962.0, 303.0, 18.0], DROyB7RUm5, 5770729]
[ordered-list, [378.0, 980.0, 303.0, 18.0], DROyB7RUm5, 5770729]
[ordered-list, [378.0, 998.0, 303.0, 18.0], DROyB7RUm5, 5770729]
[ordered-list, [378.0, 1016.0, 303.0, 18.0], DROyB7RUm5, 5770729]
[ordered-list, [378.0, 1034.0, 303.0, 18.0], DROyB7RUm5, 5770729]
[ordered-list, [378.0, 1052.0, 303.0, 18.0], DROyB7RUm5, 5770729]
[ordered-list, [378.0, 1070.0, 303.0, 18.0], DROyB7RUm5, 5770729]
[paragraph, [106.0, 376.0, 215.0, 18.0], OqysAN9YtU, 5770729]
[paragraph, [105.0, 400.0, 269.0, 18.0], APbyTGFHZT, 5770729]
[paragraph, [105.0, 418.0, 269.0, 18.0], APbyTGFHZT, 5770729]
[paragraph, [105.0, 436.0, 269.0, 18.0], APbyTGFHZT, 5770729]
[paragraph, [105.0, 454.0, 269.0, 18.0], APbyTGFHZT, 5770729]
[paragraph, [105.0, 472.0, 269.0, 18.0], APbyTGFHZT, 5770729]
[paragraph, [104.0, 500.0, 270.0, 18.0], TLOy6MtwAG, 5770729]
[paragraph, [104.0, 518.0, 270.0, 18.0], TLOy6MtwAG, 5770729]
[paragraph, [104.0, 536.0, 270.0, 18.0], TLOy6MtwAG, 5770729]
[paragraph, [104.0, 554.0, 270.0, 18.0], TLOy6MtwAG, 5770729]
[paragraph, [104.0, 572.0, 270.0, 18.0], TLOy6MtwAG, 5770729]
[paragraph, [103.0, 596.0, 273.0, 18.0], UUHZJ3O3yp, 5770729]
