[2339, 1654]
[folio, [196.0, 365.0, 534.0, 36.0], shoonya_2sAVELZZF7DADR, 5690049]
[placeholder-text, [292.0, 693.0, 1177.0, 18.0], MAkZ9JxSY9, 5690049]
[placeholder-text, [292.0, 711.0, 1177.0, 18.0], MAkZ9JxSY9, 5690049]
[placeholder-text, [292.0, 729.0, 1177.0, 18.0], MAkZ9JxSY9, 5690049]
[placeholder-text, [292.0, 747.0, 1177.0, 18.0], MAkZ9JxSY9, 5690049]
[placeholder-text, [292.0, 765.0, 1177.0, 18.0], MAkZ9JxSY9, 5690049]
[placeholder-text, [292.0, 783.0, 1177.0, 18.0], MAkZ9JxSY9, 5690049]
[placeholder-text, [292.0, 801.0, 1177.0, 18.0], MAkZ9JxSY9, 5690049]
[placeholder-text, [292.0, 819.0, 1177.0, 18.0], MAkZ9JxSY9, 5690049]
[placeholder-text, [292.0, 837.0, 1177.0, 18.0], MAkZ9JxSY9, 5690049]
[placeholder-text, [292.0, 855.0, 1177.0, 18.0], MAkZ9JxSY9, 5690049]
[placeholder-text, [292.0, 873.0, 1177.0, 18.0], MAkZ9JxSY9, 5690049]
[placeholder-text, [292.0, 891.0, 1177.0, 18.0], MAkZ9JxSY9, 5690049]
[placeholder-text, [292.0, 909.0, 1177.0, 18.0], MAkZ9JxSY9, 5690049]
[placeholder-text, [292.0, 927.0, 1177.0, 18.0], MAkZ9JxSY9, 5690049]
[placeholder-text, [292.0, 945.0, 1177.0, 18.0], MAkZ9JxSY9, 5690049]
[placeholder-text, [292.0, 963.0, 1177.0, 18.0], MAkZ9JxSY9, 5690049]
[placeholder-text, [292.0, 981.0, 1177.0, 18.0], MAkZ9JxSY9, 5690049]
[placeholder-text, [292.0, 999.0, 1177.0, 18.0], MAkZ9JxSY9, 5690049]
[placeholder-text, [292.0, 1017.0, 1177.0, 18.0], MAkZ9JxSY9, 5690049]
[placeholder-text, [292.0, 1035.0, 1177.0, 18.0], MAkZ9JxSY9, 5690049]
[placeholder-text, [292.0, 1053.0, 1177.0, 18.0], MAkZ9JxSY9, 5690049]
[placeholder-text, [292.0, 1071.0, 1177.0, 18.0], MAkZ9JxSY9, 5690049]
[placeholder-text, [292.0, 1089.0, 1177.0, 18.0], MAkZ9JxSY9, 5690049]
[placeholder-text, [292.0, 1107.0, 1177.0, 18.0], MAkZ9JxSY9, 5690049]
[placeholder-text, [292.0, 1125.0, 1177.0, 18.0], MAkZ9JxSY9, 5690049]
[placeholder-text, [292.0, 1143.0, 1177.0, 18.0], MAkZ9JxSY9, 5690049]
[placeholder-text, [292.0, 1161.0, 1177.0, 18.0], MAkZ9JxSY9, 5690049]
[placeholder-text, [292.0, 1179.0, 1177.0, 18.0], MAkZ9JxSY9, 5690049]
[placeholder-text, [292.0, 1197.0, 1177.0, 18.0], MAkZ9JxSY9, 5690049]
[placeholder-text, [292.0, 1215.0, 1177.0, 18.0], MAkZ9JxSY9, 5690049]
[placeholder-text, [292.0, 1233.0, 1177.0, 18.0], MAkZ9JxSY9, 5690049]
[placeholder-text, [292.0, 1251.0, 1177.0, 18.0], MAkZ9JxSY9, 5690049]
[placeholder-text, [292.0, 1269.0, 1177.0, 18.0], MAkZ9JxSY9, 5690049]
[placeholder-text, [292.0, 1287.0, 1177.0, 18.0], MAkZ9JxSY9, 5690049]
[placeholder-text, [292.0, 1305.0, 1177.0, 18.0], MAkZ9JxSY9, 5690049]
[placeholder-text, [292.0, 1323.0, 1177.0, 18.0], MAkZ9JxSY9, 5690049]
[placeholder-text, [292.0, 1341.0, 1177.0, 18.0], MAkZ9JxSY9, 5690049]
[placeholder-text, [292.0, 1359.0, 1177.0, 18.0], MAkZ9JxSY9, 5690049]
[placeholder-text, [292.0, 1377.0, 1177.0, 18.0], MAkZ9JxSY9, 5690049]
[placeholder-text, [292.0, 1395.0, 1177.0, 18.0], MAkZ9JxSY9, 5690049]
[placeholder-text, [292.0, 1413.0, 1177.0, 18.0], MAkZ9JxSY9, 5690049]
[placeholder-text, [292.0, 1431.0, 1177.0, 18.0], MAkZ9JxSY9, 5690049]
[placeholder-text, [292.0, 1449.0, 1177.0, 18.0], MAkZ9JxSY9, 5690049]
[placeholder-text, [292.0, 1467.0, 1177.0, 18.0], MAkZ9JxSY9, 5690049]
[placeholder-text, [292.0, 1485.0, 1177.0, 18.0], MAkZ9JxSY9, 5690049]
[placeholder-text, [292.0, 1503.0, 1177.0, 18.0], MAkZ9JxSY9, 5690049]
[placeholder-text, [292.0, 1521.0, 1177.0, 18.0], MAkZ9JxSY9, 5690049]
[placeholder-text, [292.0, 1539.0, 1177.0, 18.0], MAkZ9JxSY9, 5690049]
[placeholder-text, [292.0, 1557.0, 1177.0, 18.0], MAkZ9JxSY9, 5690049]
[placeholder-text, [292.0, 1575.0, 1177.0, 18.0], MAkZ9JxSY9, 5690049]
[placeholder-text, [292.0, 1593.0, 1177.0, 18.0], MAkZ9JxSY9, 5690049]
[placeholder-text, [292.0, 1611.0, 1177.0, 18.0], MAkZ9JxSY9, 5690049]
[placeholder-text, [292.0, 1629.0, 1177.0, 18.0], MAkZ9JxSY9, 5690049]
[placeholder-text, [292.0, 1647.0, 1177.0, 18.0], MAkZ9JxSY9, 5690049]
[placeholder-text, [292.0, 1665.0, 1177.0, 18.0], MAkZ9JxSY9, 5690049]
[placeholder-text, [292.0, 1683.0, 1177.0, 18.0], MAkZ9JxSY9, 5690049]
[placeholder-text, [292.0, 1701.0, 1177.0, 18.0], MAkZ9JxSY9, 5690049]
[placeholder-text, [292.0, 1719.0, 1177.0, 18.0], MAkZ9JxSY9, 5690049]
[placeholder-text, [292.0, 1737.0, 1177.0, 18.0], MAkZ9JxSY9, 5690049]
[placeholder-text, [292.0, 1755.0, 1177.0, 18.0], MAkZ9JxSY9, 5690049]
[unordered-list, [188.0, 1828.0, 1300.0, 36.0], ntvSPZEdVa, 5690049]
[unordered-list, [188.0, 1864.0, 1300.0, 36.0], ntvSPZEdVa, 5690049]
[unordered-list, [188.0, 1900.0, 1300.0, 36.0], ntvSPZEdVa, 5690049]
[unordered-list, [188.0, 1936.0, 1300.0, 36.0], ntvSPZEdVa, 5690049]
