[1755, 1240]
[folio, [617.0, 73.0, 512.0, 36.0], hulEWshsem, 5744079]
[paragraph, [191.0, 207.0, 957.0, 36.0], shoonya_2s63G10TU73VTB, 5744079]
[paragraph, [191.0, 243.0, 957.0, 36.0], shoonya_2s63G10TU73VTB, 5744079]
[paragraph, [191.0, 279.0, 957.0, 36.0], shoonya_2s63G10TU73VTB, 5744079]
[paragraph, [191.0, 315.0, 957.0, 36.0], shoonya_2s63G10TU73VTB, 5744079]
[paragraph, [191.0, 351.0, 957.0, 36.0], shoonya_2s63G10TU73VTB, 5744079]
[paragraph, [191.0, 387.0, 957.0, 36.0], shoonya_2s63G10TU73VTB, 5744079]
[paragraph, [191.0, 423.0, 957.0, 36.0], shoonya_2s63G10TU73VTB, 5744079]
[paragraph, [191.0, 459.0, 957.0, 36.0], shoonya_2s63G10TU73VTB, 5744079]
[paragraph, [191.0, 495.0, 957.0, 36.0], shoonya_2s63G10TU73VTB, 5744079]
[paragraph, [191.0, 531.0, 957.0, 36.0], shoonya_2s63G10TU73VTB, 5744079]
[paragraph, [191.0, 567.0, 957.0, 36.0], shoonya_2s63G10TU73VTB, 5744079]
[paragraph, [191.0, 603.0, 957.0, 36.0], shoonya_2s63G10TU73VTB, 5744079]
[paragraph, [191.0, 639.0, 957.0, 36.0], shoonya_2s63G10TU73VTB, 5744079]
[paragraph, [191.0, 675.0, 957.0, 36.0], shoonya_2s63G10TU73VTB, 5744079]
[paragraph, [191.0, 711.0, 957.0, 36.0], shoonya_2s63G10TU73VTB, 5744079]
[paragraph, [191.0, 747.0, 957.0, 36.0], shoonya_2s63G10TU73VTB, 5744079]
[paragraph, [191.0, 783.0, 957.0, 36.0], shoonya_2s63G10TU73VTB, 5744079]
[paragraph, [191.0, 819.0, 957.0, 36.0], shoonya_2s63G10TU73VTB, 5744079]
[paragraph, [191.0, 855.0, 957.0, 36.0], shoonya_2s63G10TU73VTB, 5744079]
[paragraph, [191.0, 891.0, 957.0, 36.0], shoonya_2s63G10TU73VTB, 5744079]
[paragraph, [191.0, 927.0, 957.0, 36.0], shoonya_2s63G10TU73VTB, 5744079]
[paragraph, [191.0, 963.0, 957.0, 36.0], shoonya_2s63G10TU73VTB, 5744079]
[paragraph, [191.0, 999.0, 957.0, 36.0], shoonya_2s63G10TU73VTB, 5744079]
[paragraph, [191.0, 1035.0, 957.0, 36.0], shoonya_2s63G10TU73VTB, 5744079]
[paragraph, [191.0, 1071.0, 957.0, 36.0], shoonya_2s63G10TU73VTB, 5744079]
[paragraph, [200.0, 1142.0, 930.0, 36.0], shoonya_0sSJACFE97NWZ2, 5744079]
[paragraph, [200.0, 1178.0, 930.0, 36.0], shoonya_0sSJACFE97NWZ2, 5744079]
[paragraph, [200.0, 1214.0, 930.0, 36.0], shoonya_0sSJACFE97NWZ2, 5744079]
[paragraph, [200.0, 1250.0, 930.0, 36.0], shoonya_0sSJACFE97NWZ2, 5744079]
[paragraph, [200.0, 1286.0, 930.0, 36.0], shoonya_0sSJACFE97NWZ2, 5744079]
[paragraph, [200.0, 1322.0, 930.0, 36.0], shoonya_0sSJACFE97NWZ2, 5744079]
[paragraph, [200.0, 1358.0, 930.0, 36.0], shoonya_0sSJACFE97NWZ2, 5744079]
[paragraph, [200.0, 1394.0, 930.0, 36.0], shoonya_0sSJACFE97NWZ2, 5744079]
[paragraph, [200.0, 1430.0, 930.0, 36.0], shoonya_0sSJACFE97NWZ2, 5744079]
[paragraph, [200.0, 1466.0, 930.0, 36.0], shoonya_0sSJACFE97NWZ2, 5744079]
[paragraph, [200.0, 1502.0, 930.0, 36.0], shoonya_0sSJACFE97NWZ2, 5744079]
[paragraph, [200.0, 1538.0, 930.0, 36.0], shoonya_0sSJACFE97NWZ2, 5744079]
