[2896, 2048]
[sidebar, [1687.0, 212.0, 296.0, 46.5], shoonya_6sV3IBEZXFXV4S, 6473693]
[sidebar, [1687.0, 258.5, 296.0, 46.5], shoonya_6sV3IBEZXFXV4S, 6473693]
[sidebar, [1687.0, 305.0, 296.0, 46.5], shoonya_6sV3IBEZXFXV4S, 6473693]
[sidebar, [1687.0, 351.5, 296.0, 46.5], shoonya_6sV3IBEZXFXV4S, 6473693]
[sidebar, [1687.0, 398.0, 296.0, 46.5], shoonya_6sV3IBEZXFXV4S, 6473693]
[sidebar, [1687.0, 444.5, 296.0, 46.5], shoonya_6sV3IBEZXFXV4S, 6473693]
[sidebar, [1687.0, 491.0, 296.0, 46.5], shoonya_6sV3IBEZXFXV4S, 6473693]
[sidebar, [1687.0, 537.5, 296.0, 46.5], shoonya_6sV3IBEZXFXV4S, 6473693]
[sidebar, [1687.0, 584.0, 296.0, 46.5], shoonya_6sV3IBEZXFXV4S, 6473693]
[sidebar, [1687.0, 630.5, 296.0, 46.5], shoonya_6sV3IBEZXFXV4S, 6473693]
[sidebar, [1687.0, 677.0, 296.0, 46.5], shoonya_6sV3IBEZXFXV4S, 6473693]
[sidebar, [1687.0, 723.5, 296.0, 46.5], shoonya_6sV3IBEZXFXV4S, 6473693]
[sidebar, [1687.0, 770.0, 296.0, 46.5], shoonya_6sV3IBEZXFXV4S, 6473693]
[sidebar, [1687.0, 816.5, 296.0, 46.5], shoonya_6sV3IBEZXFXV4S, 6473693]
[sidebar, [1687.0, 863.0, 296.0, 46.5], shoonya_6sV3IBEZXFXV4S, 6473693]
[sidebar, [1687.0, 909.5, 296.0, 46.5], shoonya_6sV3IBEZXFXV4S, 6473693]
[sidebar, [1687.0, 956.0, 296.0, 46.5], shoonya_6sV3IBEZXFXV4S, 6473693]
[sidebar, [1687.0, 1002.5, 296.0, 46.5], shoonya_6sV3IBEZXFXV4S, 6473693]
[sidebar, [1687.0, 1049.0, 296.0, 46.5], shoonya_6sV3IBEZXFXV4S, 6473693]
[sidebar, [1687.0, 1095.5, 296.0, 46.5], shoonya_6sV3IBEZXFXV4S, 6473693]
[sidebar, [1687.0, 1142.0, 296.0, 46.5], shoonya_6sV3IBEZXFXV4S, 6473693]
[sidebar, [1687.0, 1188.5, 296.0, 46.5], shoonya_6sV3IBEZXFXV4S, 6473693]
[sidebar, [1687.0, 1235.0, 296.0, 46.5], shoonya_6sV3IBEZXFXV4S, 6473693]
[sidebar, [1687.0, 1281.5, 296.0, 46.5], shoonya_6sV3IBEZXFXV4S, 6473693]
[sidebar, [1687.0, 1328.0, 296.0, 46.5], shoonya_6sV3IBEZXFXV4S, 6473693]
[sidebar, [1687.0, 1374.5, 296.0, 46.5], shoonya_6sV3IBEZXFXV4S, 6473693]
[sidebar, [1687.0, 1421.0, 296.0, 46.5], shoonya_6sV3IBEZXFXV4S, 6473693]
[sidebar, [1687.0, 1467.5, 296.0, 46.5], shoonya_6sV3IBEZXFXV4S, 6473693]
[sidebar, [1687.0, 1514.0, 296.0, 46.5], shoonya_6sV3IBEZXFXV4S, 6473693]
[sidebar, [1687.0, 1560.5, 296.0, 46.5], shoonya_6sV3IBEZXFXV4S, 6473693]
[sidebar, [1687.0, 1607.0, 296.0, 46.5], shoonya_6sV3IBEZXFXV4S, 6473693]
[sidebar, [1687.0, 1653.5, 296.0, 46.5], shoonya_6sV3IBEZXFXV4S, 6473693]
[sidebar, [1687.0, 1700.0, 296.0, 46.5], shoonya_6sV3IBEZXFXV4S, 6473693]
[sidebar, [1687.0, 1746.5, 296.0, 46.5], shoonya_6sV3IBEZXFXV4S, 6473693]
[sidebar, [1687.0, 1793.0, 296.0, 46.5], shoonya_6sV3IBEZXFXV4S, 6473693]
[sidebar, [1687.0, 1839.5, 296.0, 46.5], shoonya_6sV3IBEZXFXV4S, 6473693]
[sidebar, [1687.0, 1886.0, 296.0, 46.5], shoonya_6sV3IBEZXFXV4S, 6473693]
[sidebar, [1687.0, 1932.5, 296.0, 46.5], shoonya_6sV3IBEZXFXV4S, 6473693]
[sidebar, [1687.0, 1979.0, 296.0, 46.5], shoonya_6sV3IBEZXFXV4S, 6473693]
[sidebar, [1687.0, 2025.5, 296.0, 46.5], shoonya_6sV3IBEZXFXV4S, 6473693]
[sidebar, [1687.0, 2072.0, 296.0, 46.5], shoonya_6sV3IBEZXFXV4S, 6473693]
[sidebar, [1687.0, 2118.5, 296.0, 46.5], shoonya_6sV3IBEZXFXV4S, 6473693]
[sidebar, [1687.0, 2165.0, 296.0, 46.5], shoonya_6sV3IBEZXFXV4S, 6473693]
[sidebar, [1687.0, 2211.5, 296.0, 46.5], shoonya_6sV3IBEZXFXV4S, 6473693]
[sidebar, [1687.0, 2258.0, 296.0, 46.5], shoonya_6sV3IBEZXFXV4S, 6473693]
[sidebar, [1687.0, 2304.5, 296.0, 46.5], shoonya_6sV3IBEZXFXV4S, 6473693]
[sidebar, [1687.0, 2351.0, 296.0, 46.5], shoonya_6sV3IBEZXFXV4S, 6473693]
[sidebar, [1687.0, 2397.5, 296.0, 46.5], shoonya_6sV3IBEZXFXV4S, 6473693]
[sidebar, [1687.0, 2444.0, 296.0, 46.5], shoonya_6sV3IBEZXFXV4S, 6473693]
[sidebar, [1687.0, 2490.5, 296.0, 46.5], shoonya_6sV3IBEZXFXV4S, 6473693]
[sidebar, [1687.0, 2537.0, 296.0, 46.5], shoonya_6sV3IBEZXFXV4S, 6473693]
[section-title, [239.0, 295.0, 1264.0, 79.5], shoonya_2sE773RR5JVM63, 6473693]
[paragraph, [232.0, 478.0, 599.0, 46.5], egW9oEjBWM, 6473693]
[paragraph, [232.0, 524.5, 599.0, 46.5], egW9oEjBWM, 6473693]
[paragraph, [232.0, 571.0, 599.0, 46.5], egW9oEjBWM, 6473693]
[paragraph, [232.0, 617.5, 599.0, 46.5], egW9oEjBWM, 6473693]
[paragraph, [232.0, 664.0, 599.0, 46.5], egW9oEjBWM, 6473693]
[paragraph, [232.0, 710.5, 599.0, 46.5], egW9oEjBWM, 6473693]
[paragraph, [232.0, 757.0, 599.0, 46.5], egW9oEjBWM, 6473693]
[paragraph, [232.0, 803.5, 599.0, 46.5], egW9oEjBWM, 6473693]
[paragraph, [232.0, 850.0, 599.0, 46.5], egW9oEjBWM, 6473693]
[paragraph, [232.0, 896.5, 599.0, 46.5], egW9oEjBWM, 6473693]
[paragraph, [232.0, 943.0, 599.0, 46.5], egW9oEjBWM, 6473693]
[paragraph, [232.0, 989.5, 599.0, 46.5], egW9oEjBWM, 6473693]
[paragraph, [227.0, 1085.0, 1195.0, 46.5], eILHd2KRxT, 6473693]
[unordered-list, [302.0, 1236.0, 1289.0, 46.5], shoonya_3s4BWGJRQME789, 6473693]
[unordered-list, [302.0, 1282.5, 1289.0, 46.5], shoonya_3s4BWGJRQME789, 6473693]
[unordered-list, [302.0, 1329.0, 1289.0, 46.5], shoonya_3s4BWGJRQME789, 6473693]
[unordered-list, [302.0, 1375.5, 1289.0, 46.5], shoonya_3s4BWGJRQME789, 6473693]
[unordered-list, [302.0, 1422.0, 1289.0, 46.5], shoonya_3s4BWGJRQME789, 6473693]
[unordered-list, [302.0, 1468.5, 1289.0, 46.5], shoonya_3s4BWGJRQME789, 6473693]
[unordered-list, [302.0, 1515.0, 1289.0, 46.5], shoonya_3s4BWGJRQME789, 6473693]
[unordered-list, [302.0, 1561.5, 1289.0, 46.5], shoonya_3s4BWGJRQME789, 6473693]
[unordered-list, [302.0, 1608.0, 1289.0, 46.5], shoonya_3s4BWGJRQME789, 6473693]
[unordered-list, [302.0, 1654.5, 1289.0, 46.5], shoonya_3s4BWGJRQME789, 6473693]
[unordered-list, [302.0, 1701.0, 1289.0, 46.5], shoonya_3s4BWGJRQME789, 6473693]
[unordered-list, [1141.0, 1802.0, 458.0, 46.5], 5a4uyDn3t8, 6473693]
[unordered-list, [1141.0, 1848.5, 458.0, 46.5], 5a4uyDn3t8, 6473693]
[unordered-list, [1141.0, 1895.0, 458.0, 46.5], 5a4uyDn3t8, 6473693]
[unordered-list, [1141.0, 1941.5, 458.0, 46.5], 5a4uyDn3t8, 6473693]
[unordered-list, [1141.0, 1988.0, 458.0, 46.5], 5a4uyDn3t8, 6473693]
[unordered-list, [1141.0, 2034.5, 458.0, 46.5], 5a4uyDn3t8, 6473693]
[unordered-list, [1141.0, 2081.0, 458.0, 46.5], 5a4uyDn3t8, 6473693]
[unordered-list, [1141.0, 2127.5, 458.0, 46.5], 5a4uyDn3t8, 6473693]
[figure-caption, [366.0, 2240.0, 325.0, 46.5], JI1_7wwbZF, 6473693]
[unordered-list, [302.0, 2363.0, 1282.0, 46.5], ycfPqaowAl, 6473693]
[unordered-list, [302.0, 2409.5, 1282.0, 46.5], ycfPqaowAl, 6473693]
[unordered-list, [302.0, 2456.0, 1282.0, 46.5], ycfPqaowAl, 6473693]
[unordered-list, [302.0, 2502.5, 1282.0, 46.5], ycfPqaowAl, 6473693]
[unordered-list, [302.0, 2549.0, 1282.0, 46.5], ycfPqaowAl, 6473693]
