[1240, 1755]
[second-level-question, [1033.0, 139.0, 583.0, 18.0], IA3gLCMBQ_, 5729204]
[second-level-question, [1033.0, 157.0, 583.0, 18.0], IA3gLCMBQ_, 5729204]
[second-level-question, [1033.0, 175.0, 583.0, 18.0], IA3gLCMBQ_, 5729204]
[sidebar, [668.0, 142.0, 98.0, 18.0], HOPHCZBn_3, 5729204]
[sidebar, [668.0, 160.0, 98.0, 18.0], HOPHCZBn_3, 5729204]
[second-level-question, [189.0, 202.0, 577.0, 18.0], lEq3nIx9Sx, 5729204]
[second-level-question, [189.0, 220.0, 577.0, 18.0], lEq3nIx9Sx, 5729204]
[second-level-question, [189.0, 238.0, 577.0, 18.0], lEq3nIx9Sx, 5729204]
[second-level-question, [1032.0, 219.0, 586.0, 18.0], 7YuvIDEGIC, 5729204]
[second-level-question, [1032.0, 237.0, 586.0, 18.0], 7YuvIDEGIC, 5729204]
[second-level-question, [1032.0, 255.0, 586.0, 18.0], 7YuvIDEGIC, 5729204]
[second-level-question, [186.0, 279.0, 211.0, 18.0], qjZBf15_z7, 5729204]
[second-level-question, [183.0, 326.0, 573.0, 18.0], 3Mr5jRBUZk, 5729204]
[second-level-question, [183.0, 344.0, 573.0, 18.0], 3Mr5jRBUZk, 5729204]
[sidebar, [1508.0, 344.0, 101.0, 18.0], rmmyvW19E1, 5729204]
[second-level-question, [181.0, 377.0, 583.0, 18.0], Uv5WDEsXse, 5729204]
[second-level-question, [181.0, 395.0, 583.0, 18.0], Uv5WDEsXse, 5729204]
[second-level-question, [181.0, 413.0, 583.0, 18.0], Uv5WDEsXse, 5729204]
[second-level-question, [1038.0, 398.0, 577.0, 18.0], 9IX4sAO0bR, 5729204]
[second-level-question, [1038.0, 416.0, 577.0, 18.0], 9IX4sAO0bR, 5729204]
[second-level-question, [1038.0, 434.0, 577.0, 18.0], 9IX4sAO0bR, 5729204]
[second-level-question, [1038.0, 452.0, 577.0, 18.0], 9IX4sAO0bR, 5729204]
[second-level-question, [1038.0, 470.0, 577.0, 18.0], 9IX4sAO0bR, 5729204]
[second-level-question, [1038.0, 488.0, 577.0, 18.0], 9IX4sAO0bR, 5729204]
[second-level-question, [180.0, 454.0, 586.0, 18.0], UEB_2wCUmJ, 5729204]
[second-level-question, [180.0, 472.0, 586.0, 18.0], UEB_2wCUmJ, 5729204]
[second-level-question, [180.0, 490.0, 586.0, 18.0], UEB_2wCUmJ, 5729204]
[second-level-question, [1036.0, 531.0, 538.0, 18.0], dSSgdB17s9, 5729204]
[second-level-question, [1036.0, 549.0, 538.0, 18.0], dSSgdB17s9, 5729204]
[sidebar, [670.0, 582.0, 91.0, 18.0], QFByRswLxW, 5729204]
[second-level-question, [1035.0, 583.0, 592.0, 18.0], NYKHhBggXo, 5729204]
[second-level-question, [1035.0, 601.0, 592.0, 18.0], NYKHhBggXo, 5729204]
[second-level-question, [1035.0, 619.0, 592.0, 18.0], NYKHhBggXo, 5729204]
[second-level-question, [1035.0, 637.0, 592.0, 18.0], NYKHhBggXo, 5729204]
[second-level-question, [1035.0, 655.0, 592.0, 18.0], NYKHhBggXo, 5729204]
[second-level-question, [1035.0, 673.0, 592.0, 18.0], NYKHhBggXo, 5729204]
[second-level-question, [184.0, 629.0, 585.0, 18.0], wXyX04-ZaV, 5729204]
[second-level-question, [184.0, 647.0, 585.0, 18.0], wXyX04-ZaV, 5729204]
[second-level-question, [184.0, 665.0, 585.0, 18.0], wXyX04-ZaV, 5729204]
[second-level-question, [181.0, 703.0, 588.0, 18.0], zyp76b5SRF, 5729204]
[second-level-question, [181.0, 721.0, 588.0, 18.0], zyp76b5SRF, 5729204]
[second-level-question, [181.0, 739.0, 588.0, 18.0], zyp76b5SRF, 5729204]
[second-level-question, [178.0, 785.0, 221.0, 18.0], 3VFIfg7zsa, 5729204]
[second-level-question, [178.0, 833.0, 591.0, 18.0], 2pORVdS0NZ, 5729204]
[second-level-question, [178.0, 851.0, 591.0, 18.0], 2pORVdS0NZ, 5729204]
[second-level-question, [178.0, 869.0, 591.0, 18.0], 2pORVdS0NZ, 5729204]
[second-level-question, [178.0, 887.0, 591.0, 18.0], 2pORVdS0NZ, 5729204]
[second-level-question, [178.0, 905.0, 591.0, 18.0], 2pORVdS0NZ, 5729204]
[second-level-question, [176.0, 936.0, 592.0, 18.0], vvrFcYq9Q_, 5729204]
[second-level-question, [176.0, 954.0, 592.0, 18.0], vvrFcYq9Q_, 5729204]
[second-level-question, [176.0, 972.0, 592.0, 18.0], vvrFcYq9Q_, 5729204]
[second-level-question, [173.0, 1016.0, 559.0, 18.0], C_w75k4HHV, 5729204]
[second-level-question, [173.0, 1034.0, 559.0, 18.0], C_w75k4HHV, 5729204]
