[1271, 878]
[chapter-title, [321.0, 74.0, 321.0, 30.0], shoonya_5s4UD0W80739BF, 5776165]
[paragraph, [162.0, 111.0, 636.0, 18.0], shoonya_2sVX4THOLVBFZ0, 5776165]
[paragraph, [162.0, 129.0, 636.0, 18.0], shoonya_2sVX4THOLVBFZ0, 5776165]
[paragraph, [162.0, 147.0, 636.0, 18.0], shoonya_2sVX4THOLVBFZ0, 5776165]
[paragraph, [162.0, 165.0, 636.0, 18.0], shoonya_2sVX4THOLVBFZ0, 5776165]
[paragraph, [162.0, 183.0, 636.0, 18.0], shoonya_2sVX4THOLVBFZ0, 5776165]
[paragraph, [162.0, 201.0, 636.0, 18.0], shoonya_2sVX4THOLVBFZ0, 5776165]
[paragraph, [162.0, 219.0, 636.0, 18.0], shoonya_2sVX4THOLVBFZ0, 5776165]
[paragraph, [162.0, 237.0, 636.0, 18.0], shoonya_2sVX4THOLVBFZ0, 5776165]
[paragraph, [162.0, 255.0, 636.0, 18.0], shoonya_2sVX4THOLVBFZ0, 5776165]
[paragraph, [162.0, 273.0, 636.0, 18.0], shoonya_2sVX4THOLVBFZ0, 5776165]
[paragraph, [162.0, 291.0, 636.0, 18.0], shoonya_2sVX4THOLVBFZ0, 5776165]
[paragraph, [162.0, 309.0, 636.0, 18.0], shoonya_2sVX4THOLVBFZ0, 5776165]
[paragraph, [161.0, 342.0, 635.0, 18.0], shoonya_0sB8M98ZKFXEY6, 5776165]
[paragraph, [161.0, 360.0, 635.0, 18.0], shoonya_0sB8M98ZKFXEY6, 5776165]
[paragraph, [161.0, 378.0, 635.0, 18.0], shoonya_0sB8M98ZKFXEY6, 5776165]
[paragraph, [161.0, 396.0, 635.0, 18.0], shoonya_0sB8M98ZKFXEY6, 5776165]
[paragraph, [161.0, 414.0, 635.0, 18.0], shoonya_0sB8M98ZKFXEY6, 5776165]
[paragraph, [161.0, 432.0, 635.0, 18.0], shoonya_0sB8M98ZKFXEY6, 5776165]
