[590, 396]
[chapter-title, [65.0, 87.0, 163.0, 30.0], Sb7QZRgNdH, 6513478]
[paragraph, [61.0, 138.0, 303.0, 18.0], shoonya_0s0762T3VE3FZ5, 6513478]
[paragraph, [61.0, 156.0, 303.0, 18.0], shoonya_0s0762T3VE3FZ5, 6513478]
[paragraph, [61.0, 174.0, 303.0, 18.0], shoonya_0s0762T3VE3FZ5, 6513478]
[paragraph, [61.0, 192.0, 303.0, 18.0], shoonya_0s0762T3VE3FZ5, 6513478]
[paragraph, [61.0, 210.0, 303.0, 18.0], shoonya_0s0762T3VE3FZ5, 6513478]
[paragraph, [61.0, 228.0, 303.0, 18.0], shoonya_0s0762T3VE3FZ5, 6513478]
[paragraph, [61.0, 246.0, 303.0, 18.0], shoonya_0s0762T3VE3FZ5, 6513478]
[paragraph, [61.0, 264.0, 303.0, 18.0], shoonya_0s0762T3VE3FZ5, 6513478]
[paragraph, [61.0, 282.0, 303.0, 18.0], shoonya_0s0762T3VE3FZ5, 6513478]
[paragraph, [61.0, 300.0, 303.0, 18.0], shoonya_0s0762T3VE3FZ5, 6513478]
[paragraph, [61.0, 318.0, 303.0, 18.0], shoonya_0s0762T3VE3FZ5, 6513478]
[paragraph, [61.0, 336.0, 303.0, 18.0], shoonya_0s0762T3VE3FZ5, 6513478]
[paragraph, [61.0, 354.0, 303.0, 18.0], shoonya_0s0762T3VE3FZ5, 6513478]
[paragraph, [61.0, 372.0, 303.0, 18.0], shoonya_0s0762T3VE3FZ5, 6513478]
[paragraph, [64.0, 393.0, 301.0, 18.0], 1cYxkRNhcZ, 6513478]
[paragraph, [64.0, 411.0, 301.0, 18.0], 1cYxkRNhcZ, 6513478]
[paragraph, [64.0, 429.0, 301.0, 18.0], 1cYxkRNhcZ, 6513478]
[paragraph, [64.0, 447.0, 301.0, 18.0], 1cYxkRNhcZ, 6513478]
[paragraph, [64.0, 465.0, 301.0, 18.0], 1cYxkRNhcZ, 6513478]
[paragraph, [67.0, 487.0, 295.0, 18.0], DFQYCuBLh0, 6513478]
[paragraph, [67.0, 505.0, 295.0, 18.0], DFQYCuBLh0, 6513478]
