[2339, 1654]
[chapter-title, [122.0, 60.0, 1371.0, 70.5], shoonya_3s207TOULPFO56, 5751080]
[chapter-title, [122.0, 130.5, 1371.0, 70.5], shoonya_3s207TOULPFO56, 5751080]
[chapter-title, [122.0, 201.0, 1371.0, 70.5], shoonya_3s207TOULPFO56, 5751080]
[paragraph, [241.0, 369.0, 1161.0, 36.0], shoonya_0sAXCF2K7POEMP, 5751080]
[paragraph, [241.0, 405.0, 1161.0, 36.0], shoonya_0sAXCF2K7POEMP, 5751080]
[paragraph, [241.0, 441.0, 1161.0, 36.0], shoonya_0sAXCF2K7POEMP, 5751080]
[paragraph, [241.0, 477.0, 1161.0, 36.0], shoonya_0sAXCF2K7POEMP, 5751080]
[paragraph, [241.0, 513.0, 1161.0, 36.0], shoonya_0sAXCF2K7POEMP, 5751080]
[paragraph, [241.0, 549.0, 1161.0, 36.0], shoonya_0sAXCF2K7POEMP, 5751080]
[paragraph, [241.0, 585.0, 1161.0, 36.0], shoonya_0sAXCF2K7POEMP, 5751080]
[paragraph, [241.0, 621.0, 1161.0, 36.0], shoonya_0sAXCF2K7POEMP, 5751080]
[paragraph, [241.0, 657.0, 1161.0, 36.0], shoonya_0sAXCF2K7POEMP, 5751080]
[paragraph, [241.0, 693.0, 1161.0, 36.0], shoonya_0sAXCF2K7POEMP, 5751080]
[reference, [1007.0, 766.0, 362.0, 36.0], shoonya_4s95TIKZ0IUT81, 5751080]
[paragraph, [98.0, 829.0, 1434.0, 36.0], shoonya_1sMF6FRH1W8RV7, 5751080]
[paragraph, [98.0, 865.0, 1434.0, 36.0], shoonya_1sMF6FRH1W8RV7, 5751080]
[paragraph, [98.0, 901.0, 1434.0, 36.0], shoonya_1sMF6FRH1W8RV7, 5751080]
[paragraph, [98.0, 937.0, 1434.0, 36.0], shoonya_1sMF6FRH1W8RV7, 5751080]
[paragraph, [98.0, 973.0, 1434.0, 36.0], shoonya_1sMF6FRH1W8RV7, 5751080]
[paragraph, [98.0, 1009.0, 1434.0, 36.0], shoonya_1sMF6FRH1W8RV7, 5751080]
[paragraph, [98.0, 1045.0, 1434.0, 36.0], shoonya_1sMF6FRH1W8RV7, 5751080]
[paragraph, [98.0, 1081.0, 1434.0, 36.0], shoonya_1sMF6FRH1W8RV7, 5751080]
[paragraph, [98.0, 1117.0, 1434.0, 36.0], shoonya_1sMF6FRH1W8RV7, 5751080]
[paragraph, [98.0, 1153.0, 1434.0, 36.0], shoonya_1sMF6FRH1W8RV7, 5751080]
[paragraph, [98.0, 1189.0, 1434.0, 36.0], shoonya_1sMF6FRH1W8RV7, 5751080]
[paragraph, [98.0, 1225.0, 1434.0, 36.0], shoonya_1sMF6FRH1W8RV7, 5751080]
[paragraph, [98.0, 1261.0, 1434.0, 36.0], shoonya_1sMF6FRH1W8RV7, 5751080]
[paragraph, [98.0, 1297.0, 1434.0, 36.0], shoonya_1sMF6FRH1W8RV7, 5751080]
[paragraph, [98.0, 1333.0, 1434.0, 36.0], shoonya_1sMF6FRH1W8RV7, 5751080]
[paragraph, [98.0, 1369.0, 1434.0, 36.0], shoonya_1sMF6FRH1W8RV7, 5751080]
[paragraph, [98.0, 1405.0, 1434.0, 36.0], shoonya_1sMF6FRH1W8RV7, 5751080]
[paragraph, [98.0, 1441.0, 1434.0, 36.0], shoonya_1sMF6FRH1W8RV7, 5751080]
[paragraph, [98.0, 1477.0, 1434.0, 36.0], shoonya_1sMF6FRH1W8RV7, 5751080]
[paragraph, [92.0, 1533.0, 1441.0, 36.0], 1qXRHWJ5Cm, 5751080]
[paragraph, [92.0, 1569.0, 1441.0, 36.0], 1qXRHWJ5Cm, 5751080]
[paragraph, [92.0, 1605.0, 1441.0, 36.0], 1qXRHWJ5Cm, 5751080]
[paragraph, [92.0, 1641.0, 1441.0, 36.0], 1qXRHWJ5Cm, 5751080]
[paragraph, [92.0, 1677.0, 1441.0, 36.0], 1qXRHWJ5Cm, 5751080]
[paragraph, [92.0, 1713.0, 1441.0, 36.0], 1qXRHWJ5Cm, 5751080]
[paragraph, [92.0, 1749.0, 1441.0, 36.0], 1qXRHWJ5Cm, 5751080]
[paragraph, [92.0, 1785.0, 1441.0, 36.0], 1qXRHWJ5Cm, 5751080]
[paragraph, [92.0, 1821.0, 1441.0, 36.0], 1qXRHWJ5Cm, 5751080]
[paragraph, [92.0, 1857.0, 1441.0, 36.0], 1qXRHWJ5Cm, 5751080]
[paragraph, [92.0, 1893.0, 1441.0, 36.0], 1qXRHWJ5Cm, 5751080]
[paragraph, [92.0, 1929.0, 1441.0, 36.0], 1qXRHWJ5Cm, 5751080]
[paragraph, [92.0, 1965.0, 1441.0, 36.0], 1qXRHWJ5Cm, 5751080]
[paragraph, [92.0, 2001.0, 1441.0, 36.0], 1qXRHWJ5Cm, 5751080]
