[2339, 1656]
[folio, [715.0, 489.0, 241.0, 36.0], LjTDGbFDqX, 5688879]
[unordered-list, [180.0, 563.0, 1279.0, 36.0], cDiM-jumvw, 5688879]
[unordered-list, [180.0, 599.0, 1279.0, 36.0], cDiM-jumvw, 5688879]
[unordered-list, [180.0, 635.0, 1279.0, 36.0], cDiM-jumvw, 5688879]
[unordered-list, [180.0, 671.0, 1279.0, 36.0], cDiM-jumvw, 5688879]
[unordered-list, [180.0, 707.0, 1279.0, 36.0], cDiM-jumvw, 5688879]
[unordered-list, [180.0, 743.0, 1279.0, 36.0], cDiM-jumvw, 5688879]
[unordered-list, [180.0, 779.0, 1279.0, 36.0], cDiM-jumvw, 5688879]
[unordered-list, [180.0, 815.0, 1279.0, 36.0], cDiM-jumvw, 5688879]
[unordered-list, [180.0, 851.0, 1279.0, 36.0], cDiM-jumvw, 5688879]
[unordered-list, [180.0, 887.0, 1279.0, 36.0], cDiM-jumvw, 5688879]
[unordered-list, [180.0, 923.0, 1279.0, 36.0], cDiM-jumvw, 5688879]
[unordered-list, [180.0, 959.0, 1279.0, 36.0], cDiM-jumvw, 5688879]
[unordered-list, [180.0, 995.0, 1279.0, 36.0], cDiM-jumvw, 5688879]
[unordered-list, [180.0, 1031.0, 1279.0, 36.0], cDiM-jumvw, 5688879]
[unordered-list, [180.0, 1067.0, 1279.0, 36.0], cDiM-jumvw, 5688879]
[unordered-list, [180.0, 1103.0, 1279.0, 36.0], cDiM-jumvw, 5688879]
[unordered-list, [180.0, 1139.0, 1279.0, 36.0], cDiM-jumvw, 5688879]
[unordered-list, [180.0, 1175.0, 1279.0, 36.0], cDiM-jumvw, 5688879]
[sidebar, [1293.0, 569.0, 157.0, 36.0], gkbLceZzE5, 5688879]
[sub-unordered-list, [223.0, 622.0, 575.0, 18.0], rxmyUuz3hP, 5688879]
[sub-unordered-list, [223.0, 640.0, 575.0, 18.0], rxmyUuz3hP, 5688879]
[sub-unordered-list, [223.0, 658.0, 575.0, 18.0], rxmyUuz3hP, 5688879]
[sub-unordered-list, [223.0, 676.0, 575.0, 18.0], rxmyUuz3hP, 5688879]
[sub-unordered-list, [223.0, 694.0, 575.0, 18.0], rxmyUuz3hP, 5688879]
[sub-unordered-list, [223.0, 712.0, 575.0, 18.0], rxmyUuz3hP, 5688879]
[sub-unordered-list, [223.0, 730.0, 575.0, 18.0], rxmyUuz3hP, 5688879]
[sidebar, [1289.0, 772.0, 161.0, 36.0], 03xG3uJSjy, 5688879]
[sub-unordered-list, [233.0, 816.0, 627.0, 18.0], mO2gu06ivL, 5688879]
[sub-unordered-list, [233.0, 834.0, 627.0, 18.0], mO2gu06ivL, 5688879]
[sub-unordered-list, [233.0, 852.0, 627.0, 18.0], mO2gu06ivL, 5688879]
[sub-unordered-list, [233.0, 870.0, 627.0, 18.0], mO2gu06ivL, 5688879]
[sub-unordered-list, [233.0, 888.0, 627.0, 18.0], mO2gu06ivL, 5688879]
[sidebar, [1293.0, 925.0, 157.0, 36.0], RSVKrgc9C5, 5688879]
[sub-unordered-list, [236.0, 978.0, 656.0, 18.0], tfkZPbgrDX, 5688879]
[sub-unordered-list, [236.0, 996.0, 656.0, 18.0], tfkZPbgrDX, 5688879]
[sub-unordered-list, [236.0, 1014.0, 656.0, 18.0], tfkZPbgrDX, 5688879]
[sub-unordered-list, [236.0, 1032.0, 656.0, 18.0], tfkZPbgrDX, 5688879]
[sidebar, [1295.0, 1078.0, 155.0, 36.0], 0niqpAgBvZ, 5688879]
[sub-unordered-list, [231.0, 1128.0, 558.0, 18.0], AVOTpTRlMY, 5688879]
[sub-unordered-list, [231.0, 1146.0, 558.0, 18.0], AVOTpTRlMY, 5688879]
[sub-unordered-list, [231.0, 1164.0, 558.0, 18.0], AVOTpTRlMY, 5688879]
[sub-unordered-list, [231.0, 1182.0, 558.0, 18.0], AVOTpTRlMY, 5688879]
[sub-unordered-list, [231.0, 1200.0, 558.0, 18.0], AVOTpTRlMY, 5688879]
[reference, [177.0, 1331.0, 832.0, 36.0], shoonya_1s1DKHYZ8WHCDP, 5688879]
[reference, [177.0, 1367.0, 832.0, 36.0], shoonya_1s1DKHYZ8WHCDP, 5688879]
[reference, [177.0, 1403.0, 832.0, 36.0], shoonya_1s1DKHYZ8WHCDP, 5688879]
[reference, [177.0, 1439.0, 832.0, 36.0], shoonya_1s1DKHYZ8WHCDP, 5688879]
[reference, [177.0, 1475.0, 832.0, 36.0], shoonya_1s1DKHYZ8WHCDP, 5688879]
[reference, [177.0, 1511.0, 832.0, 36.0], shoonya_1s1DKHYZ8WHCDP, 5688879]
