[2200, 1700]
[paragraph, [299.0, 64.0, 1103.0, 36.0], shoonya_0sYW0FQU8PBQ4U, 5730707]
[paragraph, [299.0, 100.0, 1103.0, 36.0], shoonya_0sYW0FQU8PBQ4U, 5730707]
[paragraph, [299.0, 136.0, 1103.0, 36.0], shoonya_0sYW0FQU8PBQ4U, 5730707]
[paragraph, [299.0, 172.0, 1103.0, 36.0], shoonya_0sYW0FQU8PBQ4U, 5730707]
[paragraph, [299.0, 208.0, 1103.0, 36.0], shoonya_0sYW0FQU8PBQ4U, 5730707]
[paragraph, [299.0, 244.0, 1103.0, 36.0], shoonya_0sYW0FQU8PBQ4U, 5730707]
[paragraph, [299.0, 280.0, 1103.0, 36.0], shoonya_0sYW0FQU8PBQ4U, 5730707]
[paragraph, [299.0, 316.0, 1103.0, 36.0], shoonya_0sYW0FQU8PBQ4U, 5730707]
[paragraph, [299.0, 352.0, 1103.0, 36.0], shoonya_0sYW0FQU8PBQ4U, 5730707]
[paragraph, [299.0, 388.0, 1103.0, 36.0], shoonya_0sYW0FQU8PBQ4U, 5730707]
[paragraph, [299.0, 424.0, 1103.0, 36.0], shoonya_0sYW0FQU8PBQ4U, 5730707]
[paragraph, [299.0, 460.0, 1103.0, 36.0], shoonya_0sYW0FQU8PBQ4U, 5730707]
[paragraph, [299.0, 496.0, 1103.0, 36.0], shoonya_0sYW0FQU8PBQ4U, 5730707]
[paragraph, [299.0, 532.0, 1103.0, 36.0], shoonya_0sYW0FQU8PBQ4U, 5730707]
[paragraph, [299.0, 568.0, 1103.0, 36.0], shoonya_0sYW0FQU8PBQ4U, 5730707]
[paragraph, [299.0, 604.0, 1103.0, 36.0], shoonya_0sYW0FQU8PBQ4U, 5730707]
[paragraph, [299.0, 640.0, 1103.0, 36.0], shoonya_0sYW0FQU8PBQ4U, 5730707]
[paragraph, [299.0, 676.0, 1103.0, 36.0], shoonya_0sYW0FQU8PBQ4U, 5730707]
[paragraph, [299.0, 712.0, 1103.0, 36.0], shoonya_0sYW0FQU8PBQ4U, 5730707]
[paragraph, [299.0, 748.0, 1103.0, 36.0], shoonya_0sYW0FQU8PBQ4U, 5730707]
[paragraph, [299.0, 784.0, 1103.0, 36.0], shoonya_0sYW0FQU8PBQ4U, 5730707]
[paragraph, [299.0, 820.0, 1103.0, 36.0], shoonya_0sYW0FQU8PBQ4U, 5730707]
[paragraph, [299.0, 856.0, 1103.0, 36.0], shoonya_0sYW0FQU8PBQ4U, 5730707]
[paragraph, [299.0, 892.0, 1103.0, 36.0], shoonya_0sYW0FQU8PBQ4U, 5730707]
[paragraph, [299.0, 928.0, 1103.0, 36.0], shoonya_0sYW0FQU8PBQ4U, 5730707]
[paragraph, [299.0, 964.0, 1103.0, 36.0], shoonya_0sYW0FQU8PBQ4U, 5730707]
[paragraph, [299.0, 1000.0, 1103.0, 36.0], shoonya_0sYW0FQU8PBQ4U, 5730707]
[paragraph, [299.0, 1036.0, 1103.0, 36.0], shoonya_0sYW0FQU8PBQ4U, 5730707]
[paragraph, [299.0, 1072.0, 1103.0, 36.0], shoonya_0sYW0FQU8PBQ4U, 5730707]
[paragraph, [299.0, 1108.0, 1103.0, 36.0], shoonya_0sYW0FQU8PBQ4U, 5730707]
[paragraph, [299.0, 1144.0, 1103.0, 36.0], shoonya_0sYW0FQU8PBQ4U, 5730707]
[paragraph, [299.0, 1180.0, 1103.0, 36.0], shoonya_0sYW0FQU8PBQ4U, 5730707]
[paragraph, [299.0, 1216.0, 1103.0, 36.0], shoonya_0sYW0FQU8PBQ4U, 5730707]
[paragraph, [299.0, 1252.0, 1103.0, 36.0], shoonya_0sYW0FQU8PBQ4U, 5730707]
[paragraph, [299.0, 1288.0, 1103.0, 36.0], shoonya_0sYW0FQU8PBQ4U, 5730707]
[paragraph, [299.0, 1324.0, 1103.0, 36.0], shoonya_0sYW0FQU8PBQ4U, 5730707]
[paragraph, [299.0, 1360.0, 1103.0, 36.0], shoonya_0sYW0FQU8PBQ4U, 5730707]
[paragraph, [299.0, 1396.0, 1103.0, 36.0], shoonya_0sYW0FQU8PBQ4U, 5730707]
[paragraph, [299.0, 1432.0, 1103.0, 36.0], shoonya_0sYW0FQU8PBQ4U, 5730707]
[paragraph, [299.0, 1468.0, 1103.0, 36.0], shoonya_0sYW0FQU8PBQ4U, 5730707]
[paragraph, [299.0, 1504.0, 1103.0, 36.0], shoonya_0sYW0FQU8PBQ4U, 5730707]
