[1736, 1323]
[section-title, [850.0, 137.0, 185.0, 49.5], UC5XAGvOce, 5772019]
[section-title, [411.0, 138.0, 152.0, 49.5], 4gowmT4Jaa, 5772019]
[paragraph, [666.0, 198.0, 529.0, 36.0], 5VbLtYeOwo, 5772019]
[paragraph, [666.0, 234.0, 529.0, 36.0], 5VbLtYeOwo, 5772019]
[paragraph, [275.0, 200.0, 383.0, 36.0], shoonya_19s5X54ULFNKI2, 5772019]
[paragraph, [275.0, 236.0, 383.0, 36.0], shoonya_19s5X54ULFNKI2, 5772019]
[paragraph, [275.0, 272.0, 383.0, 36.0], shoonya_19s5X54ULFNKI2, 5772019]
[paragraph, [276.0, 325.0, 383.0, 36.0], bgWhhJ9MUK, 5772019]
[paragraph, [276.0, 361.0, 383.0, 36.0], bgWhhJ9MUK, 5772019]
[paragraph, [286.0, 416.0, 373.0, 36.0], ZNWAlGDxcY, 5772019]
[paragraph, [286.0, 452.0, 373.0, 36.0], ZNWAlGDxcY, 5772019]
[paragraph, [286.0, 488.0, 373.0, 36.0], ZNWAlGDxcY, 5772019]
[paragraph, [122.0, 554.0, 531.0, 36.0], shoonya_13sJW19V9AT65D, 5772019]
[paragraph, [122.0, 590.0, 531.0, 36.0], shoonya_13sJW19V9AT65D, 5772019]
[paragraph, [663.0, 554.0, 537.0, 36.0], shoonya_0sSUIE9LZ0ZTUR, 5772019]
[paragraph, [663.0, 590.0, 537.0, 36.0], shoonya_0sSUIE9LZ0ZTUR, 5772019]
[paragraph, [663.0, 626.0, 537.0, 36.0], shoonya_0sSUIE9LZ0ZTUR, 5772019]
[paragraph, [663.0, 662.0, 537.0, 36.0], shoonya_0sSUIE9LZ0ZTUR, 5772019]
[paragraph, [663.0, 698.0, 537.0, 36.0], shoonya_0sSUIE9LZ0ZTUR, 5772019]
[paragraph, [663.0, 734.0, 537.0, 36.0], shoonya_0sSUIE9LZ0ZTUR, 5772019]
[paragraph, [663.0, 770.0, 537.0, 36.0], shoonya_0sSUIE9LZ0ZTUR, 5772019]
[paragraph, [663.0, 806.0, 537.0, 36.0], shoonya_0sSUIE9LZ0ZTUR, 5772019]
[paragraph, [663.0, 842.0, 537.0, 36.0], shoonya_0sSUIE9LZ0ZTUR, 5772019]
[paragraph, [122.0, 648.0, 534.0, 36.0], 2OhaIjynJI, 5772019]
[paragraph, [122.0, 684.0, 534.0, 36.0], 2OhaIjynJI, 5772019]
[paragraph, [122.0, 720.0, 534.0, 36.0], 2OhaIjynJI, 5772019]
[paragraph, [122.0, 756.0, 534.0, 36.0], 2OhaIjynJI, 5772019]
[paragraph, [122.0, 792.0, 534.0, 36.0], 2OhaIjynJI, 5772019]
[section-title, [188.0, 843.0, 257.0, 49.5], shoonya_14sUT00FNGUODW, 5772019]
[paragraph, [122.0, 898.0, 364.0, 36.0], shoonya_7s2YTD1L52ESP6, 5772019]
[paragraph, [122.0, 934.0, 364.0, 36.0], shoonya_7s2YTD1L52ESP6, 5772019]
[paragraph, [122.0, 970.0, 364.0, 36.0], shoonya_7s2YTD1L52ESP6, 5772019]
[paragraph, [122.0, 1006.0, 364.0, 36.0], shoonya_7s2YTD1L52ESP6, 5772019]
[paragraph, [663.0, 959.0, 538.0, 36.0], shoonya_1sVNZOYTDNUDYM, 5772019]
[paragraph, [663.0, 995.0, 538.0, 36.0], shoonya_1sVNZOYTDNUDYM, 5772019]
[paragraph, [121.0, 1052.0, 366.0, 36.0], shoonya_2sE923EKIZUV91, 5772019]
[paragraph, [121.0, 1088.0, 366.0, 36.0], shoonya_2sE923EKIZUV91, 5772019]
[paragraph, [121.0, 1124.0, 366.0, 36.0], shoonya_2sE923EKIZUV91, 5772019]
[paragraph, [121.0, 1160.0, 366.0, 36.0], shoonya_2sE923EKIZUV91, 5772019]
[paragraph, [663.0, 1056.0, 329.0, 36.0], 1fFYWKricw, 5772019]
[paragraph, [663.0, 1092.0, 329.0, 36.0], 1fFYWKricw, 5772019]
[paragraph, [663.0, 1128.0, 329.0, 36.0], 1fFYWKricw, 5772019]
[paragraph, [663.0, 1164.0, 329.0, 36.0], 1fFYWKricw, 5772019]
[paragraph, [663.0, 1200.0, 329.0, 36.0], 1fFYWKricw, 5772019]
[paragraph, [663.0, 1236.0, 329.0, 36.0], 1fFYWKricw, 5772019]
[paragraph, [663.0, 1272.0, 329.0, 36.0], 1fFYWKricw, 5772019]
[paragraph, [663.0, 1308.0, 329.0, 36.0], 1fFYWKricw, 5772019]
[paragraph, [469.0, 1216.0, 185.0, 36.0], s7AEPmUskL, 5772019]
[paragraph, [469.0, 1252.0, 185.0, 36.0], s7AEPmUskL, 5772019]
[paragraph, [469.0, 1288.0, 185.0, 36.0], s7AEPmUskL, 5772019]
[paragraph, [469.0, 1324.0, 185.0, 36.0], s7AEPmUskL, 5772019]
[paragraph, [664.0, 1342.0, 532.0, 36.0], ZEqrpoIXIE, 5772019]
[paragraph, [454.0, 1373.0, 200.0, 36.0], Rwmfr4tLFo, 5772019]
[paragraph, [663.0, 1410.0, 535.0, 36.0], nfixdeHzXM, 5772019]
[paragraph, [663.0, 1446.0, 535.0, 36.0], nfixdeHzXM, 5772019]
[paragraph, [122.0, 1432.0, 532.0, 36.0], shoonya_21s4IGYJGUHHTJ, 5772019]
[paragraph, [122.0, 1468.0, 532.0, 36.0], shoonya_21s4IGYJGUHHTJ, 5772019]
[folio, [585.0, 1577.0, 154.0, 36.0], shoonya_6sI0DTTV3OW67J, 5772019]
