[2338, 1654]
[paragraph, [192.0, 193.0, 1263.0, 36.0], shoonya_2sHXOOIX2Y6MZ9, 5754065]
[paragraph, [192.0, 229.0, 1263.0, 36.0], shoonya_2sHXOOIX2Y6MZ9, 5754065]
[paragraph, [192.0, 265.0, 1263.0, 36.0], shoonya_2sHXOOIX2Y6MZ9, 5754065]
[paragraph, [180.0, 321.0, 1286.0, 36.0], shoonya_0sA3W8QQX425HV, 5754065]
[paragraph, [180.0, 357.0, 1286.0, 36.0], shoonya_0sA3W8QQX425HV, 5754065]
[paragraph, [180.0, 393.0, 1286.0, 36.0], shoonya_0sA3W8QQX425HV, 5754065]
[paragraph, [180.0, 429.0, 1286.0, 36.0], shoonya_0sA3W8QQX425HV, 5754065]
[paragraph, [180.0, 465.0, 1286.0, 36.0], shoonya_0sA3W8QQX425HV, 5754065]
[paragraph, [180.0, 501.0, 1286.0, 36.0], shoonya_0sA3W8QQX425HV, 5754065]
[paragraph, [180.0, 537.0, 1286.0, 36.0], shoonya_0sA3W8QQX425HV, 5754065]
[paragraph, [180.0, 573.0, 1286.0, 36.0], shoonya_0sA3W8QQX425HV, 5754065]
[paragraph, [180.0, 609.0, 1286.0, 36.0], shoonya_0sA3W8QQX425HV, 5754065]
[paragraph, [180.0, 645.0, 1286.0, 36.0], shoonya_0sA3W8QQX425HV, 5754065]
[paragraph, [180.0, 681.0, 1286.0, 36.0], shoonya_0sA3W8QQX425HV, 5754065]
[paragraph, [180.0, 717.0, 1286.0, 36.0], shoonya_0sA3W8QQX425HV, 5754065]
[paragraph, [180.0, 753.0, 1286.0, 36.0], shoonya_0sA3W8QQX425HV, 5754065]
[paragraph, [180.0, 789.0, 1286.0, 36.0], shoonya_0sA3W8QQX425HV, 5754065]
[paragraph, [180.0, 825.0, 1286.0, 36.0], shoonya_0sA3W8QQX425HV, 5754065]
[paragraph, [180.0, 861.0, 1286.0, 36.0], shoonya_0sA3W8QQX425HV, 5754065]
[paragraph, [180.0, 897.0, 1286.0, 36.0], shoonya_0sA3W8QQX425HV, 5754065]
[paragraph, [180.0, 933.0, 1286.0, 36.0], shoonya_0sA3W8QQX425HV, 5754065]
[paragraph, [180.0, 969.0, 1286.0, 36.0], shoonya_0sA3W8QQX425HV, 5754065]
[paragraph, [180.0, 1005.0, 1286.0, 36.0], shoonya_0sA3W8QQX425HV, 5754065]
[paragraph, [180.0, 1041.0, 1286.0, 36.0], shoonya_0sA3W8QQX425HV, 5754065]
[paragraph, [180.0, 1077.0, 1286.0, 36.0], shoonya_0sA3W8QQX425HV, 5754065]
[paragraph, [180.0, 1113.0, 1286.0, 36.0], shoonya_0sA3W8QQX425HV, 5754065]
[paragraph, [180.0, 1149.0, 1286.0, 36.0], shoonya_0sA3W8QQX425HV, 5754065]
[paragraph, [180.0, 1185.0, 1286.0, 36.0], shoonya_0sA3W8QQX425HV, 5754065]
[paragraph, [180.0, 1221.0, 1286.0, 36.0], shoonya_0sA3W8QQX425HV, 5754065]
[paragraph, [180.0, 1257.0, 1286.0, 36.0], shoonya_0sA3W8QQX425HV, 5754065]
[paragraph, [180.0, 1293.0, 1286.0, 36.0], shoonya_0sA3W8QQX425HV, 5754065]
[paragraph, [180.0, 1329.0, 1286.0, 36.0], shoonya_0sA3W8QQX425HV, 5754065]
[paragraph, [180.0, 1365.0, 1286.0, 36.0], shoonya_0sA3W8QQX425HV, 5754065]
[paragraph, [180.0, 1401.0, 1286.0, 36.0], shoonya_0sA3W8QQX425HV, 5754065]
[paragraph, [180.0, 1437.0, 1286.0, 36.0], shoonya_0sA3W8QQX425HV, 5754065]
[paragraph, [180.0, 1473.0, 1286.0, 36.0], shoonya_0sA3W8QQX425HV, 5754065]
[paragraph, [180.0, 1509.0, 1286.0, 36.0], shoonya_0sA3W8QQX425HV, 5754065]
[paragraph, [180.0, 1545.0, 1286.0, 36.0], shoonya_0sA3W8QQX425HV, 5754065]
[paragraph, [180.0, 1581.0, 1286.0, 36.0], shoonya_0sA3W8QQX425HV, 5754065]
[paragraph, [180.0, 1617.0, 1286.0, 36.0], shoonya_0sA3W8QQX425HV, 5754065]
[paragraph, [180.0, 1653.0, 1286.0, 36.0], shoonya_0sA3W8QQX425HV, 5754065]
[paragraph, [180.0, 1689.0, 1286.0, 36.0], shoonya_0sA3W8QQX425HV, 5754065]
[paragraph, [180.0, 1725.0, 1286.0, 36.0], shoonya_0sA3W8QQX425HV, 5754065]
[paragraph, [180.0, 1761.0, 1286.0, 36.0], shoonya_0sA3W8QQX425HV, 5754065]
[paragraph, [180.0, 1797.0, 1286.0, 36.0], shoonya_0sA3W8QQX425HV, 5754065]
[paragraph, [180.0, 1833.0, 1286.0, 36.0], shoonya_0sA3W8QQX425HV, 5754065]
[paragraph, [382.0, 1891.0, 555.0, 36.0], u0wQq-LlMD, 5754065]
[paragraph, [382.0, 1927.0, 555.0, 36.0], u0wQq-LlMD, 5754065]
[paragraph, [382.0, 1963.0, 555.0, 36.0], u0wQq-LlMD, 5754065]
[paragraph, [382.0, 1999.0, 555.0, 36.0], u0wQq-LlMD, 5754065]
[paragraph, [382.0, 2035.0, 555.0, 36.0], u0wQq-LlMD, 5754065]
