[1987, 1270]
[folio, [577.0, 121.0, 107.0, 36.0], shoonya_0s2RQD5D89KFEU, 5682678]
[paragraph, [120.0, 198.0, 1027.0, 36.0], shoonya_3s40KOIJ46QLT3, 5682678]
[paragraph, [120.0, 234.0, 1027.0, 36.0], shoonya_3s40KOIJ46QLT3, 5682678]
[paragraph, [120.0, 270.0, 1027.0, 36.0], shoonya_3s40KOIJ46QLT3, 5682678]
[paragraph, [120.0, 306.0, 1027.0, 36.0], shoonya_3s40KOIJ46QLT3, 5682678]
[paragraph, [120.0, 342.0, 1027.0, 36.0], shoonya_3s40KOIJ46QLT3, 5682678]
[paragraph, [120.0, 378.0, 1027.0, 36.0], shoonya_3s40KOIJ46QLT3, 5682678]
[paragraph, [120.0, 414.0, 1027.0, 36.0], shoonya_3s40KOIJ46QLT3, 5682678]
[paragraph, [120.0, 450.0, 1027.0, 36.0], shoonya_3s40KOIJ46QLT3, 5682678]
[paragraph, [120.0, 486.0, 1027.0, 36.0], shoonya_3s40KOIJ46QLT3, 5682678]
[paragraph, [120.0, 522.0, 1027.0, 36.0], shoonya_3s40KOIJ46QLT3, 5682678]
[paragraph, [120.0, 558.0, 1027.0, 36.0], shoonya_3s40KOIJ46QLT3, 5682678]
[paragraph, [120.0, 594.0, 1027.0, 36.0], shoonya_3s40KOIJ46QLT3, 5682678]
[paragraph, [120.0, 630.0, 1027.0, 36.0], shoonya_3s40KOIJ46QLT3, 5682678]
[paragraph, [120.0, 666.0, 1027.0, 36.0], shoonya_3s40KOIJ46QLT3, 5682678]
[paragraph, [120.0, 702.0, 1027.0, 36.0], shoonya_3s40KOIJ46QLT3, 5682678]
[paragraph, [120.0, 738.0, 1027.0, 36.0], shoonya_3s40KOIJ46QLT3, 5682678]
[paragraph, [120.0, 774.0, 1027.0, 36.0], shoonya_3s40KOIJ46QLT3, 5682678]
[paragraph, [120.0, 810.0, 1027.0, 36.0], shoonya_3s40KOIJ46QLT3, 5682678]
[paragraph, [120.0, 846.0, 1027.0, 36.0], shoonya_3s40KOIJ46QLT3, 5682678]
[paragraph, [120.0, 882.0, 1027.0, 36.0], shoonya_3s40KOIJ46QLT3, 5682678]
[paragraph, [125.0, 928.0, 1020.0, 36.0], shoonya_4sVGU9JA504YA2, 5682678]
[paragraph, [125.0, 964.0, 1020.0, 36.0], shoonya_4sVGU9JA504YA2, 5682678]
[paragraph, [125.0, 1000.0, 1020.0, 36.0], shoonya_4sVGU9JA504YA2, 5682678]
[paragraph, [125.0, 1036.0, 1020.0, 36.0], shoonya_4sVGU9JA504YA2, 5682678]
[paragraph, [125.0, 1072.0, 1020.0, 36.0], shoonya_4sVGU9JA504YA2, 5682678]
[paragraph, [125.0, 1108.0, 1020.0, 36.0], shoonya_4sVGU9JA504YA2, 5682678]
[paragraph, [125.0, 1144.0, 1020.0, 36.0], shoonya_4sVGU9JA504YA2, 5682678]
[paragraph, [125.0, 1180.0, 1020.0, 36.0], shoonya_4sVGU9JA504YA2, 5682678]
[paragraph, [125.0, 1216.0, 1020.0, 36.0], shoonya_4sVGU9JA504YA2, 5682678]
[paragraph, [125.0, 1252.0, 1020.0, 36.0], shoonya_4sVGU9JA504YA2, 5682678]
[paragraph, [125.0, 1288.0, 1020.0, 36.0], shoonya_4sVGU9JA504YA2, 5682678]
[paragraph, [125.0, 1324.0, 1020.0, 36.0], shoonya_4sVGU9JA504YA2, 5682678]
[paragraph, [125.0, 1360.0, 1020.0, 36.0], shoonya_4sVGU9JA504YA2, 5682678]
[paragraph, [125.0, 1396.0, 1020.0, 36.0], shoonya_4sVGU9JA504YA2, 5682678]
[paragraph, [125.0, 1432.0, 1020.0, 36.0], shoonya_4sVGU9JA504YA2, 5682678]
[paragraph, [125.0, 1468.0, 1020.0, 36.0], shoonya_4sVGU9JA504YA2, 5682678]
[paragraph, [125.0, 1504.0, 1020.0, 36.0], shoonya_4sVGU9JA504YA2, 5682678]
[paragraph, [123.0, 1559.0, 1023.0, 36.0], shoonya_5sJ45U5UKGGOZX, 5682678]
[paragraph, [123.0, 1595.0, 1023.0, 36.0], shoonya_5sJ45U5UKGGOZX, 5682678]
[paragraph, [123.0, 1631.0, 1023.0, 36.0], shoonya_5sJ45U5UKGGOZX, 5682678]
[paragraph, [123.0, 1667.0, 1023.0, 36.0], shoonya_5sJ45U5UKGGOZX, 5682678]
[paragraph, [123.0, 1714.0, 1025.0, 36.0], B5X7m-1uJw, 5682678]
[paragraph, [123.0, 1750.0, 1025.0, 36.0], B5X7m-1uJw, 5682678]
[paragraph, [166.0, 1815.0, 981.0, 36.0], dSyc-zNBHf, 5682678]
