[1625, 1211]
[headline, [158.0, 196.0, 397.0, 37.5], shoonya_2sELLBU3ZHP6TJ, 5742557]
[section-title, [1014.0, 311.0, 136.0, 49.5], kzTWaCgPJE, 5742557]
[paragraph, [66.0, 344.0, 349.0, 36.0], 6G1DNQ6OAb, 5742557]
[paragraph, [66.0, 380.0, 349.0, 36.0], 6G1DNQ6OAb, 5742557]
[paragraph, [66.0, 416.0, 349.0, 36.0], 6G1DNQ6OAb, 5742557]
[paragraph, [66.0, 452.0, 349.0, 36.0], 6G1DNQ6OAb, 5742557]
[paragraph, [432.0, 356.0, 350.0, 36.0], rwp9nIx1Oy, 5742557]
[paragraph, [432.0, 392.0, 350.0, 36.0], rwp9nIx1Oy, 5742557]
[paragraph, [432.0, 428.0, 350.0, 36.0], rwp9nIx1Oy, 5742557]
[paragraph, [432.0, 464.0, 350.0, 36.0], rwp9nIx1Oy, 5742557]
[paragraph, [77.0, 500.0, 337.0, 36.0], fRpazlIeog, 5742557]
[paragraph, [77.0, 536.0, 337.0, 36.0], fRpazlIeog, 5742557]
[paragraph, [77.0, 572.0, 337.0, 36.0], fRpazlIeog, 5742557]
[paragraph, [77.0, 608.0, 337.0, 36.0], fRpazlIeog, 5742557]
[paragraph, [843.0, 503.0, 302.0, 36.0], ZZDI2C-N0F, 5742557]
[paragraph, [843.0, 539.0, 302.0, 36.0], ZZDI2C-N0F, 5742557]
[paragraph, [430.0, 536.0, 344.0, 36.0], Wqw7AVkvCo, 5742557]
[paragraph, [430.0, 572.0, 344.0, 36.0], Wqw7AVkvCo, 5742557]
[paragraph, [795.0, 613.0, 338.0, 36.0], Llo78X7UkD, 5742557]
[paragraph, [435.0, 648.0, 344.0, 36.0], -67-FAOcvE, 5742557]
[paragraph, [796.0, 684.0, 352.0, 36.0], U2KXgkeVlN, 5742557]
[paragraph, [796.0, 720.0, 352.0, 36.0], U2KXgkeVlN, 5742557]
[paragraph, [796.0, 756.0, 352.0, 36.0], U2KXgkeVlN, 5742557]
[paragraph, [796.0, 792.0, 352.0, 36.0], U2KXgkeVlN, 5742557]
[paragraph, [796.0, 828.0, 352.0, 36.0], U2KXgkeVlN, 5742557]
[paragraph, [796.0, 864.0, 352.0, 36.0], U2KXgkeVlN, 5742557]
[paragraph, [796.0, 900.0, 352.0, 36.0], U2KXgkeVlN, 5742557]
[paragraph, [57.0, 692.0, 362.0, 36.0], 4Gxkc1Krba, 5742557]
[paragraph, [57.0, 728.0, 362.0, 36.0], 4Gxkc1Krba, 5742557]
[paragraph, [438.0, 722.0, 350.0, 36.0], Xf_AQiDxfq, 5742557]
[paragraph, [438.0, 758.0, 350.0, 36.0], Xf_AQiDxfq, 5742557]
[paragraph, [438.0, 794.0, 350.0, 36.0], Xf_AQiDxfq, 5742557]
[paragraph, [69.0, 798.0, 347.0, 36.0], 3NnXOTBj3s, 5742557]
[paragraph, [69.0, 834.0, 347.0, 36.0], 3NnXOTBj3s, 5742557]
[paragraph, [69.0, 870.0, 347.0, 36.0], 3NnXOTBj3s, 5742557]
[paragraph, [69.0, 906.0, 347.0, 36.0], 3NnXOTBj3s, 5742557]
[paragraph, [471.0, 870.0, 300.0, 36.0], ihni8WI8MX, 5742557]
[paragraph, [471.0, 906.0, 300.0, 36.0], ihni8WI8MX, 5742557]
[paragraph, [471.0, 942.0, 300.0, 36.0], ihni8WI8MX, 5742557]
[paragraph, [471.0, 978.0, 300.0, 36.0], ihni8WI8MX, 5742557]
[paragraph, [471.0, 1014.0, 300.0, 36.0], ihni8WI8MX, 5742557]
[paragraph, [798.0, 976.0, 347.0, 36.0], 8MJoKbFQCr, 5742557]
[paragraph, [798.0, 1012.0, 347.0, 36.0], 8MJoKbFQCr, 5742557]
[paragraph, [74.0, 985.0, 344.0, 36.0], XRolfBP43d, 5742557]
[paragraph, [74.0, 1021.0, 344.0, 36.0], XRolfBP43d, 5742557]
[paragraph, [74.0, 1057.0, 344.0, 36.0], XRolfBP43d, 5742557]
[paragraph, [74.0, 1093.0, 344.0, 36.0], XRolfBP43d, 5742557]
[paragraph, [799.0, 1083.0, 346.0, 36.0], SdOMI2kY_B, 5742557]
[paragraph, [799.0, 1119.0, 346.0, 36.0], SdOMI2kY_B, 5742557]
[paragraph, [799.0, 1155.0, 346.0, 36.0], SdOMI2kY_B, 5742557]
[paragraph, [445.0, 1086.0, 338.0, 36.0], xfuULyIJec, 5742557]
[paragraph, [449.0, 1163.0, 337.0, 36.0], 45cH_U4nlf, 5742557]
[paragraph, [449.0, 1199.0, 337.0, 36.0], 45cH_U4nlf, 5742557]
[paragraph, [449.0, 1235.0, 337.0, 36.0], 45cH_U4nlf, 5742557]
[paragraph, [78.0, 1169.0, 343.0, 36.0], PIgNiaybif, 5742557]
[paragraph, [78.0, 1205.0, 343.0, 36.0], PIgNiaybif, 5742557]
[paragraph, [78.0, 1241.0, 343.0, 36.0], PIgNiaybif, 5742557]
[paragraph, [78.0, 1277.0, 343.0, 36.0], PIgNiaybif, 5742557]
[paragraph, [78.0, 1313.0, 343.0, 36.0], PIgNiaybif, 5742557]
[paragraph, [801.0, 1212.0, 337.0, 36.0], u9IWqSAdfj, 5742557]
[paragraph, [799.0, 1306.0, 346.0, 36.0], LECeMU4D2F, 5742557]
[paragraph, [799.0, 1342.0, 346.0, 36.0], LECeMU4D2F, 5742557]
[paragraph, [799.0, 1378.0, 346.0, 36.0], LECeMU4D2F, 5742557]
[paragraph, [799.0, 1414.0, 346.0, 36.0], LECeMU4D2F, 5742557]
[paragraph, [449.0, 1309.0, 335.0, 36.0], 8PYFNAWzRe, 5742557]
[paragraph, [449.0, 1345.0, 335.0, 36.0], 8PYFNAWzRe, 5742557]
[paragraph, [72.0, 1381.0, 350.0, 36.0], _EuvMee0i7, 5742557]
[paragraph, [72.0, 1417.0, 350.0, 36.0], _EuvMee0i7, 5742557]
[paragraph, [441.0, 1413.0, 344.0, 36.0], 7s5NlHUohs, 5742557]
[folio, [551.0, 1519.0, 108.0, 36.0], Q6Frp7TG2j, 5742557]
