[1755, 1240]
[chapter-title, [182.0, 225.0, 639.0, 58.5], shoonya_4s8TRWFIV2NDKM, 6468754]
[paragraph, [185.0, 355.0, 507.0, 36.0], shoonya_0sG62C4O45JBZ7, 6468754]
[paragraph, [185.0, 391.0, 507.0, 36.0], shoonya_0sG62C4O45JBZ7, 6468754]
[paragraph, [185.0, 427.0, 507.0, 36.0], shoonya_0sG62C4O45JBZ7, 6468754]
[paragraph, [185.0, 463.0, 507.0, 36.0], shoonya_0sG62C4O45JBZ7, 6468754]
[paragraph, [185.0, 499.0, 507.0, 36.0], shoonya_0sG62C4O45JBZ7, 6468754]
[paragraph, [185.0, 535.0, 507.0, 36.0], shoonya_0sG62C4O45JBZ7, 6468754]
[paragraph, [185.0, 571.0, 507.0, 36.0], shoonya_0sG62C4O45JBZ7, 6468754]
[paragraph, [185.0, 607.0, 507.0, 36.0], shoonya_0sG62C4O45JBZ7, 6468754]
[paragraph, [185.0, 643.0, 507.0, 36.0], shoonya_0sG62C4O45JBZ7, 6468754]
[paragraph, [185.0, 679.0, 507.0, 36.0], shoonya_0sG62C4O45JBZ7, 6468754]
[paragraph, [185.0, 715.0, 507.0, 36.0], shoonya_0sG62C4O45JBZ7, 6468754]
[paragraph, [185.0, 751.0, 507.0, 36.0], shoonya_0sG62C4O45JBZ7, 6468754]
[paragraph, [185.0, 787.0, 507.0, 36.0], shoonya_0sG62C4O45JBZ7, 6468754]
[paragraph, [531.0, 835.0, 489.0, 36.0], shoonya_3sO6YYZR91UXF0, 6468754]
[paragraph, [531.0, 871.0, 489.0, 36.0], shoonya_3sO6YYZR91UXF0, 6468754]
[paragraph, [531.0, 907.0, 489.0, 36.0], shoonya_3sO6YYZR91UXF0, 6468754]
[paragraph, [531.0, 943.0, 489.0, 36.0], shoonya_3sO6YYZR91UXF0, 6468754]
[paragraph, [531.0, 979.0, 489.0, 36.0], shoonya_3sO6YYZR91UXF0, 6468754]
[paragraph, [531.0, 1015.0, 489.0, 36.0], shoonya_3sO6YYZR91UXF0, 6468754]
[paragraph, [537.0, 1092.0, 490.0, 36.0], shoonya_6sFUN2YGHUTFF6, 6468754]
[paragraph, [537.0, 1128.0, 490.0, 36.0], shoonya_6sFUN2YGHUTFF6, 6468754]
[paragraph, [537.0, 1164.0, 490.0, 36.0], shoonya_6sFUN2YGHUTFF6, 6468754]
