[1298, 853]
[section-title, [311.0, 66.0, 231.0, 30.0], shoonya_1sHCIAH6ZFMYOP, 5710147]
[paragraph, [47.0, 117.0, 328.0, 18.0], 58zjhRuh2I, 5710147]
[paragraph, [47.0, 135.0, 328.0, 18.0], 58zjhRuh2I, 5710147]
[paragraph, [47.0, 161.0, 761.0, 18.0], shoonya_4sE339AXEM7L9V, 5710147]
[paragraph, [47.0, 179.0, 761.0, 18.0], shoonya_4sE339AXEM7L9V, 5710147]
[paragraph, [47.0, 197.0, 761.0, 18.0], shoonya_4sE339AXEM7L9V, 5710147]
[paragraph, [47.0, 215.0, 761.0, 18.0], shoonya_4sE339AXEM7L9V, 5710147]
[paragraph, [47.0, 233.0, 761.0, 18.0], shoonya_4sE339AXEM7L9V, 5710147]
[paragraph, [47.0, 251.0, 761.0, 18.0], shoonya_4sE339AXEM7L9V, 5710147]
[paragraph, [47.0, 269.0, 761.0, 18.0], shoonya_4sE339AXEM7L9V, 5710147]
[paragraph, [47.0, 287.0, 761.0, 18.0], shoonya_4sE339AXEM7L9V, 5710147]
[paragraph, [47.0, 305.0, 761.0, 18.0], shoonya_4sE339AXEM7L9V, 5710147]
[paragraph, [47.0, 323.0, 761.0, 18.0], shoonya_4sE339AXEM7L9V, 5710147]
[paragraph, [47.0, 341.0, 761.0, 18.0], shoonya_4sE339AXEM7L9V, 5710147]
[paragraph, [47.0, 359.0, 761.0, 18.0], shoonya_4sE339AXEM7L9V, 5710147]
[paragraph, [47.0, 377.0, 761.0, 18.0], shoonya_4sE339AXEM7L9V, 5710147]
[paragraph, [47.0, 395.0, 761.0, 18.0], shoonya_4sE339AXEM7L9V, 5710147]
[paragraph, [47.0, 413.0, 761.0, 18.0], shoonya_4sE339AXEM7L9V, 5710147]
[paragraph, [47.0, 431.0, 761.0, 18.0], shoonya_4sE339AXEM7L9V, 5710147]
[paragraph, [47.0, 449.0, 761.0, 18.0], shoonya_4sE339AXEM7L9V, 5710147]
[paragraph, [47.0, 467.0, 761.0, 18.0], shoonya_4sE339AXEM7L9V, 5710147]
[paragraph, [47.0, 485.0, 761.0, 18.0], shoonya_4sE339AXEM7L9V, 5710147]
[paragraph, [47.0, 503.0, 761.0, 18.0], shoonya_4sE339AXEM7L9V, 5710147]
[paragraph, [47.0, 521.0, 761.0, 18.0], shoonya_4sE339AXEM7L9V, 5710147]
[paragraph, [47.0, 539.0, 761.0, 18.0], shoonya_4sE339AXEM7L9V, 5710147]
[paragraph, [47.0, 557.0, 761.0, 18.0], shoonya_4sE339AXEM7L9V, 5710147]
[paragraph, [47.0, 575.0, 761.0, 18.0], shoonya_4sE339AXEM7L9V, 5710147]
[paragraph, [47.0, 593.0, 761.0, 18.0], shoonya_4sE339AXEM7L9V, 5710147]
