[2230, 1704]
[flag, [736.0, 27.0, 393.0, 36.0], ZYZcia7RAS, 5654125]
[flag, [736.0, 63.0, 393.0, 36.0], ZYZcia7RAS, 5654125]
[flag, [736.0, 99.0, 393.0, 36.0], ZYZcia7RAS, 5654125]
[flag, [736.0, 135.0, 393.0, 36.0], ZYZcia7RAS, 5654125]
[flag, [736.0, 171.0, 393.0, 36.0], ZYZcia7RAS, 5654125]
[flag, [736.0, 207.0, 393.0, 36.0], ZYZcia7RAS, 5654125]
[flag, [736.0, 243.0, 393.0, 36.0], ZYZcia7RAS, 5654125]
[folio, [125.0, 119.0, 155.0, 36.0], cSr6LKnH9p, 5654125]
[folio, [125.0, 155.0, 155.0, 36.0], cSr6LKnH9p, 5654125]
[section-title, [707.0, 346.0, 521.0, 52.5], shoonya_10sQLATC2IWAL6, 5654125]
[section-title, [707.0, 398.5, 521.0, 52.5], shoonya_10sQLATC2IWAL6, 5654125]
[chapter-title, [709.0, 346.0, 520.0, 70.5], shoonya_17sZS5TBSVLLGS, 5654125]
[author, [763.0, 488.0, 339.0, 36.0], shoonya_19sG50LXNH3C7I, 5654125]
[paragraph, [107.0, 598.0, 802.0, 36.0], shoonya_0sH7GZ406AXWNB, 5654125]
[paragraph, [107.0, 634.0, 802.0, 36.0], shoonya_0sH7GZ406AXWNB, 5654125]
[paragraph, [107.0, 670.0, 802.0, 36.0], shoonya_0sH7GZ406AXWNB, 5654125]
[paragraph, [107.0, 706.0, 802.0, 36.0], shoonya_0sH7GZ406AXWNB, 5654125]
[paragraph, [107.0, 742.0, 802.0, 36.0], shoonya_0sH7GZ406AXWNB, 5654125]
[paragraph, [107.0, 778.0, 802.0, 36.0], shoonya_0sH7GZ406AXWNB, 5654125]
[paragraph, [107.0, 814.0, 802.0, 36.0], shoonya_0sH7GZ406AXWNB, 5654125]
[paragraph, [107.0, 850.0, 802.0, 36.0], shoonya_0sH7GZ406AXWNB, 5654125]
[paragraph, [107.0, 886.0, 802.0, 36.0], shoonya_0sH7GZ406AXWNB, 5654125]
[paragraph, [107.0, 922.0, 802.0, 36.0], shoonya_0sH7GZ406AXWNB, 5654125]
[paragraph, [107.0, 958.0, 802.0, 36.0], shoonya_0sH7GZ406AXWNB, 5654125]
[paragraph, [107.0, 994.0, 802.0, 36.0], shoonya_0sH7GZ406AXWNB, 5654125]
[paragraph, [107.0, 1030.0, 802.0, 36.0], shoonya_0sH7GZ406AXWNB, 5654125]
[paragraph, [107.0, 1066.0, 802.0, 36.0], shoonya_0sH7GZ406AXWNB, 5654125]
[paragraph, [107.0, 1102.0, 802.0, 36.0], shoonya_0sH7GZ406AXWNB, 5654125]
[paragraph, [107.0, 1138.0, 802.0, 36.0], shoonya_0sH7GZ406AXWNB, 5654125]
[paragraph, [107.0, 1174.0, 802.0, 36.0], shoonya_0sH7GZ406AXWNB, 5654125]
[paragraph, [107.0, 1210.0, 802.0, 36.0], shoonya_0sH7GZ406AXWNB, 5654125]
[paragraph, [107.0, 1246.0, 802.0, 36.0], shoonya_0sH7GZ406AXWNB, 5654125]
[paragraph, [107.0, 1282.0, 802.0, 36.0], shoonya_0sH7GZ406AXWNB, 5654125]
[paragraph, [107.0, 1318.0, 802.0, 36.0], shoonya_0sH7GZ406AXWNB, 5654125]
[paragraph, [107.0, 1354.0, 802.0, 36.0], shoonya_0sH7GZ406AXWNB, 5654125]
[figure-caption, [1198.0, 646.0, 498.0, 36.0], shoonya_15s5MF4PPGEJDM, 5654125]
[figure-caption, [1198.0, 682.0, 498.0, 36.0], shoonya_15s5MF4PPGEJDM, 5654125]
[figure-caption, [1198.0, 718.0, 498.0, 36.0], shoonya_15s5MF4PPGEJDM, 5654125]
[figure-caption, [1198.0, 754.0, 498.0, 36.0], shoonya_15s5MF4PPGEJDM, 5654125]
[figure-caption, [1198.0, 790.0, 498.0, 36.0], shoonya_15s5MF4PPGEJDM, 5654125]
[figure-caption, [1198.0, 826.0, 498.0, 36.0], shoonya_15s5MF4PPGEJDM, 5654125]
[figure-caption, [1198.0, 862.0, 498.0, 36.0], shoonya_15s5MF4PPGEJDM, 5654125]
[figure-caption, [1198.0, 898.0, 498.0, 36.0], shoonya_15s5MF4PPGEJDM, 5654125]
[figure-caption, [965.0, 951.0, 569.0, 36.0], shoonya_12sNH5B93107YM, 5654125]
[paragraph, [923.0, 1030.0, 773.0, 36.0], shoonya_1s5W4RLYDJA31S, 5654125]
[paragraph, [923.0, 1066.0, 773.0, 36.0], shoonya_1s5W4RLYDJA31S, 5654125]
[paragraph, [923.0, 1102.0, 773.0, 36.0], shoonya_1s5W4RLYDJA31S, 5654125]
[paragraph, [923.0, 1138.0, 773.0, 36.0], shoonya_1s5W4RLYDJA31S, 5654125]
[paragraph, [923.0, 1174.0, 773.0, 36.0], shoonya_1s5W4RLYDJA31S, 5654125]
[paragraph, [923.0, 1210.0, 773.0, 36.0], shoonya_1s5W4RLYDJA31S, 5654125]
[paragraph, [923.0, 1246.0, 773.0, 36.0], shoonya_1s5W4RLYDJA31S, 5654125]
[paragraph, [923.0, 1282.0, 773.0, 36.0], shoonya_1s5W4RLYDJA31S, 5654125]
[paragraph, [923.0, 1318.0, 773.0, 36.0], shoonya_1s5W4RLYDJA31S, 5654125]
[paragraph, [923.0, 1354.0, 773.0, 36.0], shoonya_1s5W4RLYDJA31S, 5654125]
[paragraph, [923.0, 1390.0, 773.0, 36.0], shoonya_1s5W4RLYDJA31S, 5654125]
[paragraph, [923.0, 1426.0, 773.0, 36.0], shoonya_1s5W4RLYDJA31S, 5654125]
[paragraph, [923.0, 1462.0, 773.0, 36.0], shoonya_1s5W4RLYDJA31S, 5654125]
[paragraph, [923.0, 1498.0, 773.0, 36.0], shoonya_1s5W4RLYDJA31S, 5654125]
[paragraph, [923.0, 1534.0, 773.0, 36.0], shoonya_1s5W4RLYDJA31S, 5654125]
[paragraph, [923.0, 1570.0, 773.0, 36.0], shoonya_1s5W4RLYDJA31S, 5654125]
[paragraph, [923.0, 1606.0, 773.0, 36.0], shoonya_1s5W4RLYDJA31S, 5654125]
[paragraph, [115.0, 1405.0, 788.0, 36.0], shoonya_2sBFOB43YPOTLC, 5654125]
[paragraph, [115.0, 1441.0, 788.0, 36.0], shoonya_2sBFOB43YPOTLC, 5654125]
[paragraph, [115.0, 1477.0, 788.0, 36.0], shoonya_2sBFOB43YPOTLC, 5654125]
[paragraph, [115.0, 1513.0, 788.0, 36.0], shoonya_2sBFOB43YPOTLC, 5654125]
[paragraph, [115.0, 1549.0, 788.0, 36.0], shoonya_2sBFOB43YPOTLC, 5654125]
[paragraph, [196.0, 1601.0, 474.0, 36.0], shoonya_7sGEJU4R51UDPV, 5654125]
[paragraph, [914.0, 1631.0, 784.0, 36.0], u88KTrLAhz, 5654125]
[paragraph, [914.0, 1667.0, 784.0, 36.0], u88KTrLAhz, 5654125]
[paragraph, [914.0, 1703.0, 784.0, 36.0], u88KTrLAhz, 5654125]
[paragraph, [914.0, 1739.0, 784.0, 36.0], u88KTrLAhz, 5654125]
[paragraph, [914.0, 1775.0, 784.0, 36.0], u88KTrLAhz, 5654125]
[paragraph, [914.0, 1811.0, 784.0, 36.0], u88KTrLAhz, 5654125]
[paragraph, [914.0, 1847.0, 784.0, 36.0], u88KTrLAhz, 5654125]
[paragraph, [914.0, 1883.0, 784.0, 36.0], u88KTrLAhz, 5654125]
[paragraph, [914.0, 1919.0, 784.0, 36.0], u88KTrLAhz, 5654125]
[paragraph, [914.0, 1955.0, 784.0, 36.0], u88KTrLAhz, 5654125]
[paragraph, [914.0, 1991.0, 784.0, 36.0], u88KTrLAhz, 5654125]
[paragraph, [914.0, 2027.0, 784.0, 36.0], u88KTrLAhz, 5654125]
[paragraph, [914.0, 2063.0, 784.0, 36.0], u88KTrLAhz, 5654125]
[paragraph, [914.0, 2099.0, 784.0, 36.0], u88KTrLAhz, 5654125]
[paragraph, [200.0, 1649.0, 473.0, 36.0], shoonya_9sMGA2I2HX9L3Z, 5654125]
[paragraph, [116.0, 1694.0, 785.0, 36.0], shoonya_4sS3JABQ3JU0XB, 5654125]
[paragraph, [116.0, 1730.0, 785.0, 36.0], shoonya_4sS3JABQ3JU0XB, 5654125]
[paragraph, [116.0, 1766.0, 785.0, 36.0], shoonya_4sS3JABQ3JU0XB, 5654125]
[paragraph, [116.0, 1802.0, 785.0, 36.0], shoonya_4sS3JABQ3JU0XB, 5654125]
[paragraph, [116.0, 1838.0, 785.0, 36.0], shoonya_4sS3JABQ3JU0XB, 5654125]
[paragraph, [190.0, 1878.0, 342.0, 36.0], shoonya_6sMHSEMAM8Z4IU, 5654125]
[paragraph, [194.0, 1926.0, 363.0, 36.0], shoonya_8sTHVI0N43CR62, 5654125]
[paragraph, [104.0, 1972.0, 787.0, 36.0], shoonya_18sKUG23GD4AYO, 5654125]
[paragraph, [104.0, 2008.0, 787.0, 36.0], shoonya_18sKUG23GD4AYO, 5654125]
[paragraph, [104.0, 2044.0, 787.0, 36.0], shoonya_18sKUG23GD4AYO, 5654125]
[paragraph, [104.0, 2080.0, 787.0, 36.0], shoonya_18sKUG23GD4AYO, 5654125]
[folio, [821.0, 2148.0, 174.0, 36.0], shoonya_13sSJM4ZAM1HLG, 5654125]
