[2337, 1700]
[section-title, [496.0, 254.0, 660.0, 52.5], shoonya_5sA3LXV3JWGP7K, 5656570]
[ordered-list, [144.0, 334.0, 1313.0, 36.0], shoonya_0sITLEWJWUI0YH, 5656570]
[ordered-list, [144.0, 370.0, 1313.0, 36.0], shoonya_0sITLEWJWUI0YH, 5656570]
[ordered-list, [144.0, 406.0, 1313.0, 36.0], shoonya_0sITLEWJWUI0YH, 5656570]
[ordered-list, [144.0, 442.0, 1313.0, 36.0], shoonya_0sITLEWJWUI0YH, 5656570]
[ordered-list, [144.0, 478.0, 1313.0, 36.0], shoonya_0sITLEWJWUI0YH, 5656570]
[ordered-list, [144.0, 514.0, 1313.0, 36.0], shoonya_0sITLEWJWUI0YH, 5656570]
[ordered-list, [144.0, 550.0, 1313.0, 36.0], shoonya_0sITLEWJWUI0YH, 5656570]
[ordered-list, [144.0, 586.0, 1313.0, 36.0], shoonya_0sITLEWJWUI0YH, 5656570]
[ordered-list, [144.0, 622.0, 1313.0, 36.0], shoonya_0sITLEWJWUI0YH, 5656570]
[ordered-list, [144.0, 658.0, 1313.0, 36.0], shoonya_0sITLEWJWUI0YH, 5656570]
[ordered-list, [144.0, 694.0, 1313.0, 36.0], shoonya_0sITLEWJWUI0YH, 5656570]
[ordered-list, [144.0, 730.0, 1313.0, 36.0], shoonya_0sITLEWJWUI0YH, 5656570]
[ordered-list, [144.0, 766.0, 1313.0, 36.0], shoonya_0sITLEWJWUI0YH, 5656570]
[ordered-list, [144.0, 802.0, 1313.0, 36.0], shoonya_0sITLEWJWUI0YH, 5656570]
[ordered-list, [144.0, 838.0, 1313.0, 36.0], shoonya_0sITLEWJWUI0YH, 5656570]
[ordered-list, [144.0, 874.0, 1313.0, 36.0], shoonya_0sITLEWJWUI0YH, 5656570]
[ordered-list, [144.0, 910.0, 1313.0, 36.0], shoonya_0sITLEWJWUI0YH, 5656570]
[ordered-list, [144.0, 946.0, 1313.0, 36.0], shoonya_0sITLEWJWUI0YH, 5656570]
[ordered-list, [144.0, 982.0, 1313.0, 36.0], shoonya_0sITLEWJWUI0YH, 5656570]
[ordered-list, [144.0, 1018.0, 1313.0, 36.0], shoonya_0sITLEWJWUI0YH, 5656570]
[ordered-list, [144.0, 1054.0, 1313.0, 36.0], shoonya_0sITLEWJWUI0YH, 5656570]
[ordered-list, [144.0, 1090.0, 1313.0, 36.0], shoonya_0sITLEWJWUI0YH, 5656570]
[ordered-list, [144.0, 1126.0, 1313.0, 36.0], shoonya_0sITLEWJWUI0YH, 5656570]
[ordered-list, [144.0, 1162.0, 1313.0, 36.0], shoonya_0sITLEWJWUI0YH, 5656570]
[ordered-list, [144.0, 1198.0, 1313.0, 36.0], shoonya_0sITLEWJWUI0YH, 5656570]
[ordered-list, [144.0, 1234.0, 1313.0, 36.0], shoonya_0sITLEWJWUI0YH, 5656570]
[ordered-list, [144.0, 1270.0, 1313.0, 36.0], shoonya_0sITLEWJWUI0YH, 5656570]
[ordered-list, [144.0, 1306.0, 1313.0, 36.0], shoonya_0sITLEWJWUI0YH, 5656570]
[ordered-list, [144.0, 1342.0, 1313.0, 36.0], shoonya_0sITLEWJWUI0YH, 5656570]
[ordered-list, [144.0, 1378.0, 1313.0, 36.0], shoonya_0sITLEWJWUI0YH, 5656570]
[ordered-list, [144.0, 1414.0, 1313.0, 36.0], shoonya_0sITLEWJWUI0YH, 5656570]
[ordered-list, [144.0, 1450.0, 1313.0, 36.0], shoonya_0sITLEWJWUI0YH, 5656570]
[ordered-list, [144.0, 1486.0, 1313.0, 36.0], shoonya_0sITLEWJWUI0YH, 5656570]
[ordered-list, [144.0, 1522.0, 1313.0, 36.0], shoonya_0sITLEWJWUI0YH, 5656570]
[ordered-list, [144.0, 1558.0, 1313.0, 36.0], shoonya_0sITLEWJWUI0YH, 5656570]
[ordered-list, [144.0, 1594.0, 1313.0, 36.0], shoonya_0sITLEWJWUI0YH, 5656570]
[ordered-list, [144.0, 1630.0, 1313.0, 36.0], shoonya_0sITLEWJWUI0YH, 5656570]
[ordered-list, [144.0, 1666.0, 1313.0, 36.0], shoonya_0sITLEWJWUI0YH, 5656570]
