[1945, 1492]
[chapter-title, [467.0, 171.0, 517.0, 58.5], shoonya_2s7B6CGKVWF70L, 5749413]
[paragraph, [196.0, 271.0, 1052.0, 36.0], shoonya_6s2CH5URI17MS4, 5749413]
[paragraph, [196.0, 307.0, 1052.0, 36.0], shoonya_6s2CH5URI17MS4, 5749413]
[paragraph, [196.0, 343.0, 1052.0, 36.0], shoonya_6s2CH5URI17MS4, 5749413]
[paragraph, [196.0, 379.0, 1052.0, 36.0], shoonya_6s2CH5URI17MS4, 5749413]
[paragraph, [196.0, 415.0, 1052.0, 36.0], shoonya_6s2CH5URI17MS4, 5749413]
[paragraph, [196.0, 451.0, 1052.0, 36.0], shoonya_6s2CH5URI17MS4, 5749413]
[paragraph, [198.0, 507.0, 1050.0, 36.0], shoonya_0sJIRLIXFMP508, 5749413]
[paragraph, [198.0, 543.0, 1050.0, 36.0], shoonya_0sJIRLIXFMP508, 5749413]
[paragraph, [198.0, 579.0, 1050.0, 36.0], shoonya_0sJIRLIXFMP508, 5749413]
[paragraph, [198.0, 615.0, 1050.0, 36.0], shoonya_0sJIRLIXFMP508, 5749413]
[paragraph, [198.0, 651.0, 1050.0, 36.0], shoonya_0sJIRLIXFMP508, 5749413]
[paragraph, [198.0, 687.0, 1050.0, 36.0], shoonya_0sJIRLIXFMP508, 5749413]
[paragraph, [198.0, 723.0, 1050.0, 36.0], shoonya_0sJIRLIXFMP508, 5749413]
[paragraph, [198.0, 759.0, 1050.0, 36.0], shoonya_0sJIRLIXFMP508, 5749413]
[paragraph, [198.0, 795.0, 1050.0, 36.0], shoonya_0sJIRLIXFMP508, 5749413]
[paragraph, [198.0, 831.0, 1050.0, 36.0], shoonya_0sJIRLIXFMP508, 5749413]
[paragraph, [198.0, 867.0, 1050.0, 36.0], shoonya_0sJIRLIXFMP508, 5749413]
[paragraph, [198.0, 903.0, 1050.0, 36.0], shoonya_0sJIRLIXFMP508, 5749413]
[paragraph, [198.0, 939.0, 1050.0, 36.0], shoonya_0sJIRLIXFMP508, 5749413]
[paragraph, [198.0, 975.0, 1050.0, 36.0], shoonya_0sJIRLIXFMP508, 5749413]
[paragraph, [198.0, 1011.0, 1050.0, 36.0], shoonya_0sJIRLIXFMP508, 5749413]
[paragraph, [198.0, 1047.0, 1050.0, 36.0], shoonya_0sJIRLIXFMP508, 5749413]
[paragraph, [198.0, 1083.0, 1050.0, 36.0], shoonya_0sJIRLIXFMP508, 5749413]
[paragraph, [198.0, 1119.0, 1050.0, 36.0], shoonya_0sJIRLIXFMP508, 5749413]
[paragraph, [198.0, 1155.0, 1050.0, 36.0], shoonya_0sJIRLIXFMP508, 5749413]
[paragraph, [198.0, 1232.0, 1049.0, 36.0], shoonya_3s1OFYFJ3DZN7T, 5749413]
[paragraph, [198.0, 1268.0, 1049.0, 36.0], shoonya_3s1OFYFJ3DZN7T, 5749413]
[paragraph, [198.0, 1304.0, 1049.0, 36.0], shoonya_3s1OFYFJ3DZN7T, 5749413]
[paragraph, [198.0, 1340.0, 1049.0, 36.0], shoonya_3s1OFYFJ3DZN7T, 5749413]
[paragraph, [195.0, 1412.0, 1045.0, 36.0], shoonya_4sI33IEVCI6RN6, 5749413]
[paragraph, [195.0, 1448.0, 1045.0, 36.0], shoonya_4sI33IEVCI6RN6, 5749413]
[paragraph, [195.0, 1484.0, 1045.0, 36.0], shoonya_4sI33IEVCI6RN6, 5749413]
[paragraph, [194.0, 1546.0, 1051.0, 36.0], tmpSerk09u, 5749413]
[paragraph, [194.0, 1582.0, 1051.0, 36.0], tmpSerk09u, 5749413]
[paragraph, [194.0, 1618.0, 1051.0, 36.0], tmpSerk09u, 5749413]
