[2339, 1656]
[headline, [674.0, 195.0, 305.0, 67.5], I35e32PnGM, 5753192]
[paragraph, [263.0, 315.0, 581.0, 36.0], iDAmIlvrs-, 5753192]
[paragraph, [263.0, 351.0, 581.0, 36.0], iDAmIlvrs-, 5753192]
[paragraph, [263.0, 387.0, 581.0, 36.0], iDAmIlvrs-, 5753192]
[paragraph, [263.0, 423.0, 581.0, 36.0], iDAmIlvrs-, 5753192]
[paragraph, [263.0, 459.0, 581.0, 36.0], iDAmIlvrs-, 5753192]
[paragraph, [263.0, 495.0, 581.0, 36.0], iDAmIlvrs-, 5753192]
[paragraph, [263.0, 531.0, 581.0, 36.0], iDAmIlvrs-, 5753192]
[paragraph, [263.0, 567.0, 581.0, 36.0], iDAmIlvrs-, 5753192]
[paragraph, [263.0, 603.0, 581.0, 36.0], iDAmIlvrs-, 5753192]
[paragraph, [263.0, 639.0, 581.0, 36.0], iDAmIlvrs-, 5753192]
[paragraph, [263.0, 675.0, 581.0, 36.0], iDAmIlvrs-, 5753192]
[paragraph, [263.0, 711.0, 581.0, 36.0], iDAmIlvrs-, 5753192]
[paragraph, [263.0, 747.0, 581.0, 36.0], iDAmIlvrs-, 5753192]
[paragraph, [263.0, 783.0, 581.0, 36.0], iDAmIlvrs-, 5753192]
[paragraph, [263.0, 819.0, 581.0, 36.0], iDAmIlvrs-, 5753192]
[paragraph, [263.0, 855.0, 581.0, 36.0], iDAmIlvrs-, 5753192]
[paragraph, [263.0, 891.0, 581.0, 36.0], iDAmIlvrs-, 5753192]
[paragraph, [263.0, 927.0, 581.0, 36.0], iDAmIlvrs-, 5753192]
[paragraph, [263.0, 963.0, 581.0, 36.0], iDAmIlvrs-, 5753192]
[paragraph, [263.0, 999.0, 581.0, 36.0], iDAmIlvrs-, 5753192]
[paragraph, [263.0, 1035.0, 581.0, 36.0], iDAmIlvrs-, 5753192]
[paragraph, [263.0, 1071.0, 581.0, 36.0], iDAmIlvrs-, 5753192]
[paragraph, [263.0, 1107.0, 581.0, 36.0], iDAmIlvrs-, 5753192]
[paragraph, [263.0, 1143.0, 581.0, 36.0], iDAmIlvrs-, 5753192]
[paragraph, [263.0, 1179.0, 581.0, 36.0], iDAmIlvrs-, 5753192]
[paragraph, [263.0, 1215.0, 581.0, 36.0], iDAmIlvrs-, 5753192]
[paragraph, [263.0, 1251.0, 581.0, 36.0], iDAmIlvrs-, 5753192]
[paragraph, [263.0, 1287.0, 581.0, 36.0], iDAmIlvrs-, 5753192]
[paragraph, [263.0, 1323.0, 581.0, 36.0], iDAmIlvrs-, 5753192]
[paragraph, [263.0, 1359.0, 581.0, 36.0], iDAmIlvrs-, 5753192]
[paragraph, [263.0, 1395.0, 581.0, 36.0], iDAmIlvrs-, 5753192]
[paragraph, [263.0, 1431.0, 581.0, 36.0], iDAmIlvrs-, 5753192]
[paragraph, [263.0, 1467.0, 581.0, 36.0], iDAmIlvrs-, 5753192]
[paragraph, [263.0, 1503.0, 581.0, 36.0], iDAmIlvrs-, 5753192]
[paragraph, [263.0, 1539.0, 581.0, 36.0], iDAmIlvrs-, 5753192]
[paragraph, [263.0, 1575.0, 581.0, 36.0], iDAmIlvrs-, 5753192]
[paragraph, [263.0, 1611.0, 581.0, 36.0], iDAmIlvrs-, 5753192]
[paragraph, [263.0, 1647.0, 581.0, 36.0], iDAmIlvrs-, 5753192]
[paragraph, [263.0, 1683.0, 581.0, 36.0], iDAmIlvrs-, 5753192]
[paragraph, [263.0, 1719.0, 581.0, 36.0], iDAmIlvrs-, 5753192]
[paragraph, [263.0, 1755.0, 581.0, 36.0], iDAmIlvrs-, 5753192]
[paragraph, [263.0, 1791.0, 581.0, 36.0], iDAmIlvrs-, 5753192]
[paragraph, [263.0, 1827.0, 581.0, 36.0], iDAmIlvrs-, 5753192]
[paragraph, [263.0, 1863.0, 581.0, 36.0], iDAmIlvrs-, 5753192]
[paragraph, [263.0, 1899.0, 581.0, 36.0], iDAmIlvrs-, 5753192]
[paragraph, [263.0, 1935.0, 581.0, 36.0], iDAmIlvrs-, 5753192]
[paragraph, [263.0, 1971.0, 581.0, 36.0], iDAmIlvrs-, 5753192]
[author, [857.0, 1268.0, 688.0, 36.0], K2U68Uqg3B, 5753192]
[author, [857.0, 1304.0, 688.0, 36.0], K2U68Uqg3B, 5753192]
[author, [857.0, 1340.0, 688.0, 36.0], K2U68Uqg3B, 5753192]
[author, [857.0, 1376.0, 688.0, 36.0], K2U68Uqg3B, 5753192]
[author, [857.0, 1412.0, 688.0, 36.0], K2U68Uqg3B, 5753192]
[folio, [823.0, 2170.0, 136.0, 36.0], 8RVIP-XNDp, 5753192]
[folio, [823.0, 2206.0, 136.0, 36.0], 8RVIP-XNDp, 5753192]
[folio, [823.0, 2242.0, 136.0, 36.0], 8RVIP-XNDp, 5753192]
[folio, [1110.0, 2170.0, 518.0, 36.0], 3mCxCYq5ys, 5753192]
[folio, [1110.0, 2206.0, 518.0, 36.0], 3mCxCYq5ys, 5753192]
[folio, [1110.0, 2242.0, 518.0, 36.0], 3mCxCYq5ys, 5753192]
