[1806, 1178]
[paragraph, [202.0, 64.0, 630.0, 36.0], shoonya_0sTVUUTHUDWINC, 5750350]
[paragraph, [202.0, 100.0, 630.0, 36.0], shoonya_0sTVUUTHUDWINC, 5750350]
[paragraph, [202.0, 136.0, 630.0, 36.0], shoonya_0sTVUUTHUDWINC, 5750350]
[paragraph, [202.0, 172.0, 630.0, 36.0], shoonya_0sTVUUTHUDWINC, 5750350]
[paragraph, [202.0, 208.0, 630.0, 36.0], shoonya_0sTVUUTHUDWINC, 5750350]
[paragraph, [202.0, 244.0, 630.0, 36.0], shoonya_0sTVUUTHUDWINC, 5750350]
[paragraph, [202.0, 280.0, 630.0, 36.0], shoonya_0sTVUUTHUDWINC, 5750350]
[paragraph, [202.0, 316.0, 630.0, 36.0], shoonya_0sTVUUTHUDWINC, 5750350]
[paragraph, [202.0, 352.0, 630.0, 36.0], shoonya_0sTVUUTHUDWINC, 5750350]
[paragraph, [202.0, 388.0, 630.0, 36.0], shoonya_0sTVUUTHUDWINC, 5750350]
[paragraph, [202.0, 424.0, 630.0, 36.0], shoonya_0sTVUUTHUDWINC, 5750350]
[paragraph, [202.0, 460.0, 630.0, 36.0], shoonya_0sTVUUTHUDWINC, 5750350]
[paragraph, [202.0, 496.0, 630.0, 36.0], shoonya_0sTVUUTHUDWINC, 5750350]
[paragraph, [202.0, 532.0, 630.0, 36.0], shoonya_0sTVUUTHUDWINC, 5750350]
[paragraph, [202.0, 568.0, 630.0, 36.0], shoonya_0sTVUUTHUDWINC, 5750350]
[paragraph, [202.0, 604.0, 630.0, 36.0], shoonya_0sTVUUTHUDWINC, 5750350]
[paragraph, [202.0, 640.0, 630.0, 36.0], shoonya_0sTVUUTHUDWINC, 5750350]
[paragraph, [202.0, 676.0, 630.0, 36.0], shoonya_0sTVUUTHUDWINC, 5750350]
[paragraph, [202.0, 712.0, 630.0, 36.0], shoonya_0sTVUUTHUDWINC, 5750350]
[paragraph, [202.0, 748.0, 630.0, 36.0], shoonya_0sTVUUTHUDWINC, 5750350]
[paragraph, [202.0, 784.0, 630.0, 36.0], shoonya_0sTVUUTHUDWINC, 5750350]
[paragraph, [202.0, 820.0, 630.0, 36.0], shoonya_0sTVUUTHUDWINC, 5750350]
[paragraph, [202.0, 856.0, 630.0, 36.0], shoonya_0sTVUUTHUDWINC, 5750350]
[paragraph, [202.0, 892.0, 630.0, 36.0], shoonya_0sTVUUTHUDWINC, 5750350]
[paragraph, [202.0, 928.0, 630.0, 36.0], shoonya_0sTVUUTHUDWINC, 5750350]
[paragraph, [202.0, 964.0, 630.0, 36.0], shoonya_0sTVUUTHUDWINC, 5750350]
[paragraph, [202.0, 1000.0, 630.0, 36.0], shoonya_0sTVUUTHUDWINC, 5750350]
[paragraph, [202.0, 1036.0, 630.0, 36.0], shoonya_0sTVUUTHUDWINC, 5750350]
[paragraph, [202.0, 1072.0, 630.0, 36.0], shoonya_0sTVUUTHUDWINC, 5750350]
[paragraph, [202.0, 1108.0, 630.0, 36.0], shoonya_0sTVUUTHUDWINC, 5750350]
[paragraph, [202.0, 1144.0, 630.0, 36.0], shoonya_0sTVUUTHUDWINC, 5750350]
[paragraph, [202.0, 1180.0, 630.0, 36.0], shoonya_0sTVUUTHUDWINC, 5750350]
[paragraph, [202.0, 1216.0, 630.0, 36.0], shoonya_0sTVUUTHUDWINC, 5750350]
[paragraph, [202.0, 1252.0, 630.0, 36.0], shoonya_0sTVUUTHUDWINC, 5750350]
[paragraph, [202.0, 1288.0, 630.0, 36.0], shoonya_0sTVUUTHUDWINC, 5750350]
[paragraph, [202.0, 1324.0, 630.0, 36.0], shoonya_0sTVUUTHUDWINC, 5750350]
[paragraph, [202.0, 1360.0, 630.0, 36.0], shoonya_0sTVUUTHUDWINC, 5750350]
[paragraph, [202.0, 1396.0, 630.0, 36.0], shoonya_0sTVUUTHUDWINC, 5750350]
[paragraph, [202.0, 1432.0, 630.0, 36.0], shoonya_0sTVUUTHUDWINC, 5750350]
[paragraph, [202.0, 1468.0, 630.0, 36.0], shoonya_0sTVUUTHUDWINC, 5750350]
[paragraph, [202.0, 1504.0, 630.0, 36.0], shoonya_0sTVUUTHUDWINC, 5750350]
[paragraph, [202.0, 1540.0, 630.0, 36.0], shoonya_0sTVUUTHUDWINC, 5750350]
[folio, [541.0, 1610.0, 156.0, 36.0], zm1crtfR3m, 5750350]
