[3508, 2481]
[contact-info, [595.0, 95.0, 1244.0, 52.5], FSz1SEbUZw, 6515982]
[contact-info, [595.0, 147.5, 1244.0, 52.5], FSz1SEbUZw, 6515982]
[section-title, [987.0, 287.0, 483.0, 93.0], WHe_K_3E4C, 6515982]
[folio, [180.0, 502.0, 1240.0, 52.5], Vb3JHl4D4B, 6515982]
[placeholder-text, [199.0, 733.0, 280.0, 18.0], X3om_SeZqU, 6515982]
[placeholder-text, [199.0, 751.0, 280.0, 18.0], X3om_SeZqU, 6515982]
[placeholder-text, [199.0, 769.0, 280.0, 18.0], X3om_SeZqU, 6515982]
[placeholder-text, [199.0, 787.0, 280.0, 18.0], X3om_SeZqU, 6515982]
[placeholder-text, [199.0, 805.0, 280.0, 18.0], X3om_SeZqU, 6515982]
[placeholder-text, [199.0, 823.0, 280.0, 18.0], X3om_SeZqU, 6515982]
[placeholder-text, [199.0, 841.0, 280.0, 18.0], X3om_SeZqU, 6515982]
[paragraph, [207.0, 1017.0, 303.0, 52.5], v8l4_CzSLj, 6515982]
[paragraph, [188.0, 1143.0, 2123.0, 52.5], jE5Bd-SW_8, 6515982]
[paragraph, [188.0, 1195.5, 2123.0, 52.5], jE5Bd-SW_8, 6515982]
[paragraph, [188.0, 1248.0, 2123.0, 52.5], jE5Bd-SW_8, 6515982]
[paragraph, [188.0, 1300.5, 2123.0, 52.5], jE5Bd-SW_8, 6515982]
[paragraph, [188.0, 1353.0, 2123.0, 52.5], jE5Bd-SW_8, 6515982]
[paragraph, [188.0, 1405.5, 2123.0, 52.5], jE5Bd-SW_8, 6515982]
[unordered-list, [261.0, 1542.0, 2000.0, 52.5], D21TQr-exd, 6515982]
[unordered-list, [261.0, 1594.5, 2000.0, 52.5], D21TQr-exd, 6515982]
[unordered-list, [261.0, 1647.0, 2000.0, 52.5], D21TQr-exd, 6515982]
[unordered-list, [261.0, 1699.5, 2000.0, 52.5], D21TQr-exd, 6515982]
[unordered-list, [261.0, 1752.0, 2000.0, 52.5], D21TQr-exd, 6515982]
[unordered-list, [261.0, 1804.5, 2000.0, 52.5], D21TQr-exd, 6515982]
[unordered-list, [261.0, 1857.0, 2000.0, 52.5], D21TQr-exd, 6515982]
[unordered-list, [261.0, 1909.5, 2000.0, 52.5], D21TQr-exd, 6515982]
[unordered-list, [261.0, 1962.0, 2000.0, 52.5], D21TQr-exd, 6515982]
[unordered-list, [261.0, 2014.5, 2000.0, 52.5], D21TQr-exd, 6515982]
[figure-caption, [1797.0, 2451.0, 487.0, 52.5], oarhdO1e04, 6515982]
[figure-caption, [1797.0, 2503.5, 487.0, 52.5], oarhdO1e04, 6515982]
[contact-info, [1751.0, 3254.0, 529.0, 52.5], -e5SCKZERu, 6515982]
[contact-info, [1751.0, 3306.5, 529.0, 52.5], -e5SCKZERu, 6515982]
